8300000000,-0.48387745,0.19678341,-0.34217381,-0.7787559,-0.34540349,-0.77852625,-0.4732357,0.22333434
8302562500,-0.48368046,0.19672871,-0.3434031,-0.77981108,-0.34754565,-0.77938831,-0.47270444,0.22460295
8305125000,-0.48390108,0.19757694,-0.34523928,-0.78169,-0.34745792,-0.77960068,-0.47237185,0.22431234
8307687500,-0.48313794,0.19798526,-0.34462836,-0.77929425,-0.35054421,-0.77899593,-0.47216508,0.2244731
8310250000,-0.48318967,0.19846603,-0.34559461,-0.77945864,-0.35246417,-0.78135759,-0.47156253,0.22470503
8312812500,-0.4818112,0.19865206,-0.34739017,-0.77767092,-0.35091799,-0.77841592,-0.46995571,0.22417016
8315375000,-0.48144209,0.19905373,-0.34621358,-0.77960533,-0.35168329,-0.77836215,-0.46946424,0.22384852
8317937500,-0.47979438,0.19908912,-0.34762204,-0.78235137,-0.35118985,-0.77661914,-0.46988755,0.22566907
8320500000,-0.47965494,0.1987941,-0.34842193,-0.77838403,-0.35180071,-0.78072262,-0.46788377,0.22461064
8323062500,-0.47857878,0.19963323,-0.34788841,-0.78063488,-0.35192567,-0.77759224,-0.47038779,0.22451229
8325625000,-0.47819978,0.1997022,-0.34933108,-0.7808817,-0.35369191,-0.7792486,-0.46899822,0.22589718
8328187500,-0.47834578,0.20031834,-0.35111362,-0.78150874,-0.35553151,-0.77951539,-0.46725485,0.22736421
8330750000,-0.47672817,0.20004323,-0.35429552,-0.77881753,-0.35707095,-0.77897221,-0.46306151,0.22770759
8333312500,-0.47497711,0.20777957,-0.3645862,-0.77828252,-0.36711651,-0.77631652,-0.46187487,0.23414326
8335875000,-0.4760105,0.20027982,-0.35395056,-0.78259438,-0.35716444,-0.77751571,-0.46453026,0.22825682
8338437500,-0.47512037,0.19974145,-0.35432273,-0.77998769,-0.35792628,-0.77898645,-0.46306965,0.22772138
8341000000,-0.47454575,0.19961628,-0.35476881,-0.78182048,-0.35822836,-0.77742094,-0.46506727,0.22834964
8343562500,-0.47415265,0.2014603,-0.35366836,-0.77890623,-0.35973823,-0.78065294,-0.46214211,0.22525513
8346125000,-0.47542834,0.20102876,-0.35545024,-0.78056759,-0.36002943,-0.77911818,-0.4606472,0.2262776
8348687500,-0.47323504,0.20287095,-0.35809085,-0.78238863,-0.36176589,-0.77810937,-0.4610199,0.22824605
8351250000,-0.47275946,0.20291203,-0.35794067,-0.78059387,-0.36457106,-0.77744752,-0.46172816,0.2280651
8353812500,-0.47139865,0.20123655,-0.35816243,-0.78128386,-0.36332065,-0.77791768,-0.46004999,0.22771864
8356375000,-0.4696725,0.20113173,-0.35948026,-0.78061843,-0.36193058,-0.77820784,-0.46062288,0.22690132
8358937500,-0.47241414,0.20119748,-0.36036277,-0.78113651,-0.36496317,-0.77833265,-0.45780447,0.22703023
8361500000,-0.46897128,0.20055519,-0.35964885,-0.77986372,-0.36480162,-0.77870387,-0.45757589,0.2298919
8364062500,-0.46855241,0.20198734,-0.3605915,-0.77915311,-0.36608043,-0.7775498,-0.4569692,0.22872375
8366625000,-0.46737835,0.20271492,-0.36239171,-0.77890712,-0.36703748,-0.77764195,-0.45622772,0.22820565
8369187500,-0.46710682,0.20087828,-0.36336988,-0.77764249,-0.36559907,-0.78073591,-0.45589629,0.22833203
8371750000,-0.46821088,0.20344144,-0.36381072,-0.77884161,-0.36895195,-0.78020769,-0.4560326,0.22857197
8374312500,-0.46757811,0.20350014,-0.36480144,-0.77962899,-0.36868671,-0.77878416,-0.45529225,0.22912066
8376875000,-0.46844959,0.20432237,-0.36957252,-0.78133488,-0.3723585,-0.77942365,-0.45416036,0.23053588
8379437500,-0.46738374,0.20482576,-0.36893928,-0.78191406,-0.374477,-0.77841133,-0.45384425,0.23075578
8382000000,-0.46573767,0.20411487,-0.36853987,-0.78230405,-0.37376931,-0.77840626,-0.45412037,0.23074088
8384562500,-0.46486261,0.20426406,-0.3719345,-0.78078687,-0.37372184,-0.77826637,-0.45316091,0.23093747
8387125000,-0.46281701,0.20509836,-0.37147939,-0.78190249,-0.37354699,-0.77467799,-0.45323208,0.23112883
8389687500,-0.46339443,0.2045002,-0.37080705,-0.78085709,-0.37432793,-0.77844924,-0.45213169,0.23038857
8392250000,-0.46439093,0.20456122,-0.37335548,-0.78033608,-0.37734008,-0.77916694,-0.4503586,0.23155245
8394812500,-0.46226025,0.20532075,-0.3754102,-0.77926844,-0.37661788,-0.77755553,-0.44974288,0.23212078
8397375000,-0.46196413,0.20557193,-0.37532848,-0.77795297,-0.37903282,-0.77718419,-0.44899246,0.23212352
8399937500,-0.46123984,0.20645003,-0.37502769,-0.78184092,-0.38057625,-0.77560639,-0.45100361,0.23251542
8402500000,-0.46019965,0.20694618,-0.37746537,-0.78091091,-0.37990248,-0.77637738,-0.44938469,0.2328029
8405062500,-0.46084455,0.20655517,-0.37764207,-0.77829993,-0.37983051,-0.77643549,-0.44607505,0.23185632
8407625000,-0.45997888,0.207295,-0.37815744,-0.77782816,-0.38131297,-0.77636403,-0.44602975,0.23064072
8410187500,-0.45799294,0.20702285,-0.3785103,-0.77655613,-0.38095444,-0.77555329,-0.44583446,0.23177005
