      103.984300,   0.000000E+00
      105.664200,       2.000000
      107.344000,       3.000000
      109.023900,   0.000000E+00
      110.703700,   0.000000E+00
      112.383500,   0.000000E+00
      114.063400,   0.000000E+00
      115.743200,      -1.000000
      117.423100,       1.000000
      119.102900,       1.000000
      120.782700,       4.000000
      122.462600,       6.000000
      124.142400,       2.000000
      125.822300,   0.000000E+00
      127.502100,       1.000000
      129.181900,   0.000000E+00
      130.861800,   0.000000E+00
      132.541600,       2.000000
      134.221500,      -1.000000
      135.901300,   0.000000E+00
      137.581200,       2.000000
      139.261000,       1.000000
      140.940800,      -1.000000
      142.620700,      -1.000000
      144.300500,      -1.000000
      145.980400,   0.000000E+00
      147.660200,      -1.000000
      149.340000,      -1.000000
      151.019900,       1.000000
      152.699700,       2.000000
      154.379600,       2.000000
      156.059400,       2.000000
      157.739300,   0.000000E+00
      159.419100,   0.000000E+00
      161.098900,      -2.000000
      162.778800,       1.000000
      164.458600,      -1.000000
      166.138500,      -2.000000
      167.818300,       4.000000
      169.498100,       1.000000
      171.178000,      -4.000000
      172.857800,   0.000000E+00
      174.537700,   0.000000E+00
      176.217500,       1.000000
      177.897300,   0.000000E+00
      179.577200,   0.000000E+00
      181.257000,   0.000000E+00
      182.936900,   0.000000E+00
      184.616700,      -1.000000
      186.296600,   0.000000E+00
      187.976400,       2.000000
      189.656200,       2.000000
      191.336100,       1.000000
      193.015900,      -1.000000
      194.695800,       2.000000
      196.375600,       2.000000
      198.055400,      -1.000000
      199.735300,       2.000000
      201.415100,       1.000000
      203.095000,   0.000000E+00
      204.774800,       2.000000
      206.454600,      -1.000000
      208.134500,       1.000000
      209.814300,   0.000000E+00
      211.494200,      -2.000000
      213.174000,       3.000000
      214.853900,       4.000000
      216.533700,       4.000000
      218.213500,       5.000000
      219.893400,       6.000000
      221.573200,       5.000000
      223.253100,       6.000000
      224.932900,       7.000000
      226.612700,       7.000000
      228.292600,      11.000000
      229.972400,      15.000000
      231.652300,      17.000000
      233.332100,      18.000000
      235.011900,      18.000000
      236.691800,      23.000000
      238.371600,      26.000000
      240.051500,      32.000000
      241.731300,      34.000000
      243.411100,      30.000000
      245.091000,      34.000000
      246.770800,      38.000000
      248.450700,      38.000000
      250.130500,      40.000000
      251.810300,      39.000000
      253.490200,      36.000000
      255.170000,      41.000000
      256.849900,      38.000000
      258.529700,      39.000000
      260.209600,      43.000000
      261.889400,      39.000000
      263.569200,      36.000000
      265.249100,      38.000000
      266.928900,      41.000000
      268.608800,      42.000000
      270.288600,      42.000000
      271.968400,      42.000000
      273.648300,      41.000000
      275.328100,      41.000000
      277.008000,      36.000000
      278.687800,      41.000000
      280.367600,      43.000000
      282.047500,      45.000000
      283.727300,      50.000000
      285.407200,      49.000000
      287.087000,      50.000000
      288.766800,      48.000000
      290.446700,      51.000000
      292.126500,      51.000000
      293.806400,      55.000000
      295.486200,      45.000000
      297.166000,      50.000000
      298.845900,      51.000000
      300.525700,      52.000000
      302.205600,      53.000000
      303.885400,      50.000000
      305.565300,      50.000000
      307.245100,      50.000000
      308.925000,      49.000000
      310.604800,      52.000000
      312.284600,      55.000000
      313.964500,      53.000000
      315.644300,      48.000000
      317.324200,      46.000000
      319.004000,      46.000000
      320.683800,      48.000000
      322.363700,      50.000000
      324.043500,      48.000000
      325.723400,      51.000000
      327.403200,      49.000000
      329.083000,      52.000000
      330.762900,      54.000000
      332.442700,      51.000000
      334.122600,      46.000000
      335.802400,      48.000000
      337.482200,      54.000000
      339.162100,      46.000000
      340.841900,      47.000000
      342.521800,      50.000000
      344.201600,      45.000000
      345.881400,      48.000000
      347.561300,      43.000000
      349.241100,      47.000000
      350.921000,      44.000000
      352.600800,      46.000000
      354.280600,      43.000000
      355.960500,      52.000000
      357.640300,      54.000000
      359.320200,      52.000000
      361.000000,      51.000000
      362.679900,      44.000000
      364.359700,      47.000000
      366.039600,      49.000000
      367.719400,      51.000000
      369.399200,      51.000000
      371.079100,      47.000000
      372.758900,      46.000000
      374.438800,      48.000000
      376.118600,      47.000000
      377.798400,      47.000000
      379.478300,      48.000000
      381.158100,      48.000000
      382.838000,      51.000000
      384.517800,      49.000000
      386.197600,      47.000000
      387.877500,      52.000000
      389.557300,      53.000000
      391.237200,      52.000000
      392.917000,      52.000000
      394.596800,      50.000000
      396.276700,      52.000000
      397.956500,      55.000000
      399.636400,      59.000000
      401.316200,      59.000000
      402.996000,      50.000000
      404.675900,      60.000000
      406.355700,      61.000000
      408.035600,      60.000000
      409.715400,      55.000000
      411.395300,      55.000000
      413.075100,      54.000000
      414.754900,      56.000000
      416.434800,      57.000000
      418.114600,      57.000000
      419.794500,      68.000000
      421.474300,      64.000000
      423.154100,      64.000000
      424.834000,      61.000000
      426.513800,      59.000000
      428.193700,      59.000000
      429.873500,      56.000000
      431.553300,      59.000000
      433.233200,      67.000000
