Fre(Hz)  	er	ei	ur	ui	Zin	Reflectivity
11087500000.0000	11.9129	1.8360	1.0331	0.0274	0.8015	72.2657
11090125000.0000	11.9225	1.8975	1.0400	0.0330	0.8170	71.6155
11092750000.0000	11.9160	1.8103	1.0323	0.0326	0.8042	73.4736
11095375000.0000	11.8671	1.8934	1.0283	0.0202	0.7869	70.7861
11098000000.0000	11.9300	1.8426	1.0340	0.0257	0.8065	71.5960
11100625000.0000	11.9502	1.7892	1.0385	0.0286	0.8197	72.3925
11103250000.0000	11.8684	1.9291	1.0294	0.0214	0.7909	70.2519
11105875000.0000	11.9907	1.8476	1.0380	0.0281	0.8229	71.1984
11108500000.0000	11.8786	1.8283	1.0341	0.0308	0.8071	72.7037
11111125000.0000	11.8807	1.8871	1.0305	0.0232	0.7973	70.8724
11113750000.0000	11.8687	1.8786	1.0305	0.0222	0.7968	70.8527
11116375000.0000	11.9098	1.7893	1.0222	0.0395	0.7947	75.4707
11119000000.0000	11.8801	1.8510	1.0320	0.0213	0.8019	70.8657
11121625000.0000	11.9305	1.8781	1.0421	0.0293	0.8290	70.6354
11124250000.0000	11.9719	1.8557	1.0416	0.0279	0.8327	70.5528
11126875000.0000	11.9250	1.8766	1.0358	0.0268	0.8171	70.7352
11129500000.0000	11.9383	1.8490	1.0429	0.0298	0.8344	70.9420
11132125000.0000	11.9456	1.8653	1.0396	0.0251	0.8270	70.1222
11134750000.0000	11.9384	1.8417	1.0381	0.0292	0.8266	71.2885
11137375000.0000	11.9307	1.8636	1.0406	0.0279	0.8303	70.5158
11140000000.0000	11.9403	1.8669	1.0396	0.0295	0.8308	70.7304
11142625000.0000	11.9531	1.8759	1.0340	0.0280	0.8214	70.7147
11145250000.0000	11.9447	1.8555	1.0390	0.0254	0.8299	70.1864
11147875000.0000	11.9716	1.8811	1.0373	0.0342	0.8336	71.2396
11150500000.0000	11.9507	1.8776	1.0380	0.0265	0.8300	70.0051
11153125000.0000	11.9151	1.8744	1.0345	0.0233	0.8195	69.9635
11155750000.0000	11.9548	1.8795	1.0418	0.0277	0.8398	69.7386
11158375000.0000	11.9797	1.8500	1.0302	0.0339	0.8243	72.0809
11161000000.0000	11.9879	1.8412	1.0326	0.0320	0.8296	71.6267
11163625000.0000	11.9893	1.8815	1.0404	0.0338	0.8458	70.5734
11166250000.0000	11.9238	1.8191	1.0284	0.0362	0.8190	73.2403
11168875000.0000	11.9733	1.8333	1.0453	0.0381	0.8584	71.6692
11171500000.0000	12.0132	1.8820	1.0397	0.0343	0.8494	70.4899
11174125000.0000	11.9588	1.8513	1.0321	0.0391	0.8325	72.6733
11176750000.0000	12.0277	1.9143	1.0399	0.0313	0.8507	69.3049
11179375000.0000	11.9349	1.8706	1.0207	0.0384	0.8095	73.2077
11182000000.0000	11.8784	1.9092	1.0330	0.0159	0.8167	68.1546
11184625000.0000	11.9608	1.7812	1.0316	0.0356	0.8343	73.0618
11187250000.0000	11.8413	1.8878	1.0280	0.0259	0.8105	70.5482
11189875000.0000	11.9262	1.8859	1.0394	0.0264	0.8413	69.2542
11192500000.0000	11.9161	1.8308	1.0285	0.0227	0.8197	70.4252
11195125000.0000	11.9774	1.8809	1.0372	0.0353	0.8481	70.7042
11197750000.0000	11.8725	1.8191	1.0186	0.0259	0.8002	72.0733
11200375000.0000	11.9874	1.9139	1.0425	0.0292	0.8575	68.5354
11203000000.0000	11.8839	1.8761	1.0246	0.0261	0.8128	70.6224
11205625000.0000	11.9111	1.8522	1.0256	0.0253	0.8181	70.5991
11208250000.0000	11.8642	1.7886	1.0185	0.0201	0.8002	71.4740
11210875000.0000	11.9388	1.8104	1.0337	0.0322	0.8418	71.5326
11213500000.0000	11.9273	1.8075	1.0267	0.0284	0.8262	71.5226
11216125000.0000	11.8928	1.8492	1.0279	0.0246	0.8232	70.2738
11218750000.0000	11.9213	1.8222	1.0273	0.0276	0.8275	71.0727
11221375000.0000	11.9043	1.8678	1.0312	0.0235	0.8312	69.3846
11224000000.0000	11.9277	1.8608	1.0290	0.0225	0.8296	69.3666
11226625000.0000	11.9124	1.8262	1.0269	0.0233	0.8260	70.2462
11229250000.0000	11.9136	1.8353	1.0297	0.0239	0.8323	69.9248
11231875000.0000	11.8860	1.8417	1.0297	0.0203	0.8285	69.3120
11234500000.0000	11.8882	1.8498	1.0236	0.0240	0.8194	70.2822
11237125000.0000	11.8663	1.8420	1.0268	0.0229	0.8236	70.0009
11239750000.0000	11.9566	1.8128	1.0301	0.0224	0.8402	69.6095
11242375000.0000	11.9052	1.8269	1.0306	0.0274	0.8386	70.3945
11245000000.0000	11.9420	1.8611	1.0310	0.0248	0.8421	69.1796
11247625000.0000	11.9149	1.8406	1.0360	0.0269	0.8514	69.4920
11250250000.0000	11.9205	1.8379	1.0287	0.0271	0.8385	70.1427
11252875000.0000	11.9383	1.8523	1.0360	0.0191	0.8511	67.8003
11255500000.0000	11.9119	1.8801	1.0345	0.0192	0.8456	67.6432
11258125000.0000	11.9712	1.8152	1.0253	0.0380	0.8449	72.3781
11260750000.0000	11.9008	1.8186	1.0260	0.0223	0.8323	69.8121
11263375000.0000	11.9501	1.8541	1.0369	0.0209	0.8581	67.7567
11266000000.0000	11.9634	1.9051	1.0368	0.0302	0.8639	68.4374
11268625000.0000	11.9334	1.8333	1.0367	0.0286	0.8618	69.4212
11271250000.0000	11.9408	1.8561	1.0406	0.0232	0.8682	67.6859
11273875000.0000	11.9184	1.8838	1.0399	0.0277	0.8667	68.1523
11276500000.0000	11.9035	1.8576	1.0261	0.0159	0.8332	67.9098
11279125000.0000	11.9286	1.8713	1.0321	0.0238	0.8520	68.2833
11281750000.0000	11.9424	1.8097	1.0294	0.0346	0.8555	71.2702
11284375000.0000	11.9178	1.8839	1.0310	0.0167	0.8463	66.9949
11287000000.0000	11.9489	1.8944	1.0321	0.0294	0.8588	68.6285
11289625000.0000	11.9489	1.8886	1.0343	0.0228	0.8608	67.3676
11292250000.0000	11.9252	1.8598	1.0352	0.0275	0.8638	68.6129
11294875000.0000	11.9139	1.8802	1.0327	0.0200	0.8541	67.2822
11297500000.0000	11.9474	1.8951	1.0394	0.0260	0.8750	67.1969
11300125000.0000	11.9106	1.8862	1.0330	0.0217	0.8567	67.3663
11302750000.0000	11.9492	1.8651	1.0341	0.0296	0.8684	68.7087
11305375000.0000	11.9457	1.8758	1.0338	0.0257	0.8660	67.8596
11308000000.0000	11.9278	1.8773	1.0352	0.0234	0.8664	67.3567
11310625000.0000	11.9092	1.8878	1.0328	0.0270	0.8619	68.0817
11313250000.0000	11.9542	1.8789	1.0316	0.0270	0.8653	68.0733
11315875000.0000	11.9508	1.8793	1.0333	0.0302	0.8710	68.4364
11318500000.0000	11.9806	1.9181	1.0446	0.0235	0.8941	65.3596
11321125000.0000	11.9192	1.9047	1.0288	0.0282	0.8582	68.1804
11323750000.0000	11.9543	1.8157	1.0123	0.0260	0.8304	70.4868
11326375000.0000	11.9668	1.9016	1.0340	0.0281	0.8757	67.3873
11329000000.0000	11.9709	1.9032	1.0353	0.0194	0.8747	65.6964
11331625000.0000	11.9409	1.8499	1.0237	0.0367	0.8587	70.7661
11334250000.0000	11.9985	1.8461	1.0251	0.0311	0.8659	69.3634
11336875000.0000	11.9150	1.9374	1.0389	0.0243	0.8804	65.8013
11339500000.0000	11.9470	1.9443	1.0350	0.0204	0.8741	65.2003
11342125000.0000	11.8887	1.9271	1.0365	0.0256	0.8749	66.4811
11344750000.0000	11.9041	1.8348	1.0230	0.0233	0.8509	68.6711
11347375000.0000	12.0015	1.8116	1.0340	0.0440	0.8971	71.3215
11350000000.0000	11.9856	1.8853	1.0452	0.0322	0.9123	66.7677
11352625000.0000	11.9605	1.8362	1.0229	0.0344	0.8647	70.2327
11355250000.0000	11.9785	1.8678	1.0441	0.0392	0.9153	68.4184
11357875000.0000	12.0213	1.8792	1.0307	0.0426	0.8936	69.9171
11360500000.0000	11.9850	1.8860	1.0398	0.0341	0.9050	67.4636
11363125000.0000	11.9459	1.9078	1.0345	0.0221	0.8822	65.7084
11365750000.0000	11.9473	1.9030	1.0325	0.0249	0.8807	66.3894
11368375000.0000	11.9257	1.8887	1.0314	0.0182	0.8733	65.6775
11371000000.0000	11.9605	1.8257	1.0224	0.0302	0.8672	69.4020
11373625000.0000	11.8816	1.8804	1.0243	0.0127	0.8527	65.7442
11376250000.0000	11.9089	1.9051	1.0351	0.0210	0.8828	65.4855
11378875000.0000	11.9655	1.8992	1.0308	0.0211	0.8811	65.6421
11381500000.0000	11.9046	1.9227	1.0255	0.0183	0.8619	65.6429
11384125000.0000	11.9877	1.8621	1.0247	0.0272	0.8768	67.6885
11386750000.0000	11.9362	1.9269	1.0306	0.0223	0.8796	65.4688
11389375000.0000	11.9380	1.9124	1.0292	0.0229	0.8785	65.8777
11392000000.0000	11.9578	1.8810	1.0333	0.0258	0.8930	66.3129
11394625000.0000	11.8738	1.8580	1.0385	0.0174	0.8908	65.1663
11397250000.0000	11.9059	1.9174	1.0259	0.0181	0.8676	65.3762
11399875000.0000	11.9274	1.9242	1.0381	0.0229	0.8992	64.6838
11402500000.0000	11.8949	1.9042	1.0202	0.0183	0.8566	66.1354
11405125000.0000	11.9265	1.9219	1.0299	0.0186	0.8806	64.7375
11407750000.0000	11.9208	1.8900	1.0291	0.0190	0.8803	65.3637
11410375000.0000	11.9737	1.8984	1.0355	0.0137	0.8977	63.3264
11413000000.0000	11.8741	1.8766	1.0196	0.0186	0.8572	66.6046
11415625000.0000	11.9121	1.8725	1.0237	0.0248	0.8740	67.0798
11418250000.0000	11.8763	1.8325	1.0315	0.0202	0.8858	66.3260
11420875000.0000	11.8750	1.9074	1.0359	0.0154	0.8908	63.8686
11423500000.0000	11.9081	1.9139	1.0402	0.0131	0.9032	62.6937
11426125000.0000	11.9293	1.9212	1.0422	0.0298	0.9216	65.0076
11428750000.0000	11.9304	1.9261	1.0354	0.0184	0.9001	63.6347
11431375000.0000	11.9478	1.8757	1.0342	0.0228	0.9047	65.1519
11434000000.0000	11.9055	1.8805	1.0198	0.0262	0.8713	67.3085
11436625000.0000	11.9195	1.9210	1.0325	0.0245	0.8988	64.9620
11439250000.0000	11.8660	1.9140	1.0316	0.0182	0.8879	64.3808
11441875000.0000	11.8846	1.9589	1.0350	0.0061	0.8890	61.2773
11444500000.0000	11.8928	1.9605	1.0415	0.0106	0.9076	61.1568
11447125000.0000	11.8865	1.9196	1.0379	0.0124	0.9026	62.4317
11449750000.0000	11.9041	1.9457	1.0382	0.0178	0.9086	62.7194
11452375000.0000	11.8966	1.9281	1.0296	0.0150	0.8887	63.4157
11455000000.0000	11.9214	1.8956	1.0310	0.0166	0.8975	63.8396
11457625000.0000	11.9162	1.9163	1.0316	0.0194	0.9001	63.9069
11460250000.0000	11.9232	1.9251	1.0331	0.0189	0.9045	63.4375
11462875000.0000	11.9052	1.9384	1.0377	0.0223	0.9152	63.3714
11465500000.0000	11.8930	1.8821	1.0300	0.0150	0.8949	63.8756
11468125000.0000	11.9142	1.9614	1.0396	0.0168	0.9179	61.7437
11470750000.0000	11.8952	1.9178	1.0410	0.0208	0.9235	63.0298
11473375000.0000	11.9409	1.9469	1.0312	0.0215	0.9077	63.3779
11476000000.0000	11.9092	1.9561	1.0315	0.0250	0.9074	63.9534
11478625000.0000	11.9174	1.9495	1.0359	0.0155	0.9128	61.8953
11481250000.0000	11.9567	1.9210	1.0325	0.0259	0.9187	64.1847
11483875000.0000	11.9016	1.9106	1.0275	0.0258	0.9019	65.1398
11486500000.0000	11.9546	1.9288	1.0414	0.0248	0.9400	62.8158
11489125000.0000	11.9464	1.9995	1.0288	0.0069	0.8966	60.1616
11491750000.0000	11.8929	1.9477	1.0433	0.0191	0.9333	61.6229
11494375000.0000	11.9360	1.9677	1.0424	0.0170	0.9355	60.7185
11497000000.0000	11.9207	1.9490	1.0482	0.0144	0.9467	59.9933
11499625000.0000	11.9026	1.9455	1.0441	0.0182	0.9386	61.2008
11502250000.0000	11.9088	1.9325	1.0245	0.0228	0.8995	64.2105
11504875000.0000	11.9194	1.8939	1.0324	0.0132	0.9143	62.2434
11507500000.0000	11.9112	1.9379	1.0449	0.0225	0.9477	61.7637
11510125000.0000	11.9218	1.8960	1.0266	0.0253	0.9111	64.7918
11512750000.0000	11.9631	1.9415	1.0459	0.0170	0.9546	60.2050
11515375000.0000	11.9313	1.9012	1.0240	0.0201	0.9046	63.9246
11518000000.0000	11.9335	1.9071	1.0284	0.0208	0.9158	63.4240
11520625000.0000	11.9378	1.8932	1.0257	0.0165	0.9087	63.1180
11523250000.0000	11.9591	1.9205	1.0346	0.0235	0.9366	62.7298
11525875000.0000	11.9238	1.9325	1.0279	0.0178	0.9133	62.4725
11528500000.0000	11.9353	1.9736	1.0444	0.0175	0.9520	59.8103
11531125000.0000	11.9069	1.9485	1.0368	0.0167	0.9317	61.0713
11533750000.0000	11.8774	1.9309	1.0321	0.0108	0.9147	61.0507
11536375000.0000	11.9508	1.9318	1.0378	0.0233	0.9471	61.9637
11539000000.0000	11.9355	1.9177	1.0341	0.0158	0.9324	61.3573
11541625000.0000	11.8756	1.9391	1.0359	0.0114	0.9258	60.4560
11544250000.0000	11.9353	1.9526	1.0337	0.0132	0.9299	60.3207
11546875000.0000	11.8869	1.9626	1.0423	0.0149	0.9453	59.7796
11549500000.0000	11.8861	1.9478	1.0420	0.0104	0.9426	59.2596
11552125000.0000	11.8774	1.9715	1.0302	0.0098	0.9143	60.1204
11554750000.0000	11.8975	1.8864	1.0425	0.0168	0.9544	61.0549
11557375000.0000	11.8721	1.9903	1.0332	0.0029	0.9163	58.3814
11560000000.0000	11.8829	1.9131	1.0360	0.0132	0.9353	60.7410
11562625000.0000	11.9254	2.0279	1.0412	0.0144	0.9503	58.2175
11565250000.0000	11.9357	2.0256	1.0336	0.0104	0.9319	58.3651
11567875000.0000	11.8933	1.9711	1.0301	0.0143	0.9242	60.4605
11570500000.0000	11.9292	1.9503	1.0363	0.0095	0.9415	58.9820
11573125000.0000	11.9528	1.9767	1.0376	0.0065	0.9451	57.7260
11575750000.0000	11.9250	1.9346	1.0483	0.0113	0.9734	58.0677
11578375000.0000	11.8933	1.9521	1.0325	0.0088	0.9301	59.3729
11581000000.0000	11.9556	1.9471	1.0392	0.0072	0.9536	57.9280
11583625000.0000	11.9208	1.9981	1.0378	0.0038	0.9419	56.9881
11586250000.0000	11.9127	2.0298	1.0367	0.0067	0.9400	57.1138
11588875000.0000	11.9163	1.9535	1.0442	0.0113	0.9659	58.0392
11591500000.0000	11.9551	2.0452	1.0342	0.0113	0.9443	57.4625
11594125000.0000	11.9690	1.9627	1.0346	0.0122	0.9524	58.6712
11596750000.0000	11.8816	1.9743	1.0411	0.0058	0.9514	57.3062
11599375000.0000	11.9220	1.9840	1.0426	0.0116	0.9656	57.5392
11602000000.0000	11.9456	1.9542	1.0288	0.0130	0.9390	59.6076
11604625000.0000	11.9393	1.9907	1.0387	0.0120	0.9604	57.7224
11607250000.0000	11.9434	2.0571	1.0439	0.0159	0.9747	56.6323
11609875000.0000	11.9777	1.9865	1.0334	0.0172	0.9591	58.8869
11612500000.0000	11.9199	2.0398	1.0422	0.0135	0.9678	56.7763
11615125000.0000	11.9355	1.9733	1.0331	0.0131	0.9519	58.6373
11617750000.0000	11.8656	1.9491	1.0346	0.0015	0.9389	57.4515
11620375000.0000	11.9156	1.9845	1.0330	0.0099	0.9477	57.9886
11623000000.0000	11.9494	2.0044	1.0402	0.0213	0.9790	58.4280
11625625000.0000	12.0370	2.0017	1.0413	0.0160	0.9911	56.7083
11628250000.0000	11.9342	2.0497	1.0445	0.0129	0.9802	55.8113
11630875000.0000	11.9321	1.9856	1.0358	0.0146	0.9641	58.0856
11633500000.0000	11.9345	1.9702	1.0418	0.0218	0.9865	58.7681
11636125000.0000	11.9498	2.0008	1.0385	0.0089	0.9695	56.3574
11638750000.0000	11.9762	2.0544	1.0364	0.0194	0.9753	57.2172
11641375000.0000	12.0116	1.9794	1.0476	0.0138	1.0084	55.7760
11644000000.0000	11.9607	1.9876	1.0430	0.0165	0.9923	57.0083
11646625000.0000	11.9072	2.0409	1.0285	0.0183	0.9489	58.5441
11649250000.0000	11.9765	2.0929	1.0474	0.0190	1.0046	54.9560
11651875000.0000	11.9700	1.9795	1.0417	0.0114	0.9891	56.2018
11654500000.0000	11.9303	2.0072	1.0317	0.0162	0.9623	58.0232
11657125000.0000	11.9608	2.0596	1.0338	0.0098	0.9648	55.6419
11659750000.0000	11.8938	2.0186	1.0380	0.0074	0.9667	55.8409
11662375000.0000	11.9816	2.0329	1.0368	0.0150	0.9827	56.2439
11665000000.0000	11.9159	2.0397	1.0398	0.0123	0.9792	55.7857
11667625000.0000	11.8969	2.0327	1.0430	0.0044	0.9786	54.3916
11670250000.0000	11.9270	2.0039	1.0323	0.0069	0.9612	56.1995
11672875000.0000	11.9955	2.0297	1.0353	0.0197	0.9891	56.9384
11675500000.0000	11.9234	1.9936	1.0389	0.0004	0.9736	54.4693
11678125000.0000	11.9846	2.0471	1.0412	0.0204	1.0046	55.9925
11680750000.0000	11.9852	2.0687	1.0426	0.0175	1.0054	54.9297
11683375000.0000	11.9033	2.0545	1.0383	0.0040	0.9721	54.1911
11686000000.0000	11.9582	2.0434	1.0393	0.0105	0.9897	54.7245
11688625000.0000	11.9734	2.1353	1.0494	0.0138	1.0169	52.3758
11691250000.0000	11.9368	1.9766	1.0313	0.0086	0.9703	56.4856
11693875000.0000	11.9253	2.0570	1.0407	0.0047	0.9853	53.5504
11696500000.0000	11.9551	2.0908	1.0391	0.0064	0.9864	53.2100
11699125000.0000	11.9333	2.0217	1.0354	0.0105	0.9823	55.4467
11701750000.0000	11.8850	1.9901	1.0327	0.0072	0.9683	56.0776
11704375000.0000	11.9283	1.9921	1.0355	0.0085	0.9834	55.4966
11707000000.0000	11.8881	1.9649	1.0348	0.0069	0.9768	56.0048
11709625000.0000	11.9209	2.0317	1.0311	0.0033	0.9668	54.5809
11712250000.0000	11.9875	1.9988	1.0352	0.0129	0.9980	55.5116
11714875000.0000	11.9071	2.0741	1.0377	0.0049	0.9821	53.3903
11717500000.0000	11.9043	1.9896	1.0365	0.0102	0.9889	55.5903
11720125000.0000	11.9097	2.0727	1.0355	0.0120	0.9854	54.6277
11722750000.0000	12.0091	2.0143	1.0387	0.0123	1.0129	54.3029
11725375000.0000	11.9226	1.9555	1.0379	0.0163	1.0053	56.6763
11728000000.0000	11.9463	2.0798	1.0383	0.0037	0.9925	52.4423
11730625000.0000	11.9572	2.0621	1.0314	0.0069	0.9817	53.8951
11733250000.0000	11.8693	2.1142	1.0341	0.0000	0.9676	52.4829
11735875000.0000	11.8939	2.0701	1.0456	0.0023	1.0052	51.7168
11738500000.0000	11.9513	2.0960	1.0364	0.0023	0.9900	51.9618
11741125000.0000	11.9015	2.0944	1.0407	-0.0022	0.9901	51.1693
11743750000.0000	11.8882	2.1172	1.0353	-0.0065	0.9705	50.9904
11746375000.0000	11.9039	2.1038	1.0372	0.0086	0.9934	52.9123
11749000000.0000	11.9545	2.1057	1.0455	0.0090	1.0237	51.3873
11751625000.0000	11.8763	2.0924	1.0398	0.0020	0.9920	51.8834
11754250000.0000	11.8864	2.0865	1.0422	0.0092	1.0081	52.5831
11756875000.0000	11.8549	2.1133	1.0401	-0.0043	0.9843	50.7460
11759500000.0000	11.9115	2.1589	1.0445	0.0066	1.0128	50.5064
11762125000.0000	11.9129	2.1177	1.0393	0.0079	1.0044	51.9059
11764750000.0000	11.9411	2.1250	1.0427	0.0127	1.0231	51.7728
11767375000.0000	11.8654	2.0746	1.0403	0.0019	0.9984	51.7918
11770000000.0000	11.8410	2.1132	1.0411	0.0039	0.9976	51.5851
11772625000.0000	11.8936	2.0889	1.0391	0.0115	1.0101	52.8197
11775250000.0000	11.9402	2.1889	1.0482	0.0124	1.0371	49.8165
11777875000.0000	11.9446	2.1386	1.0406	0.0095	1.0188	51.0421
11780500000.0000	11.8941	2.1290	1.0386	0.0066	1.0046	51.3810
11783125000.0000	11.8958	2.1193	1.0403	0.0064	1.0107	51.1948
11785750000.0000	11.9371	2.0865	1.0465	0.0080	1.0380	50.6742
11788375000.0000	11.9071	2.0748	1.0406	0.0079	1.0192	51.8190
11791000000.0000	11.9798	2.1374	1.0502	0.0063	1.0515	48.6812
11793625000.0000	11.8927	2.0691	1.0295	-0.0002	0.9829	52.1241
11796250000.0000	11.8944	2.1586	1.0440	0.0069	1.0227	49.9361
11798875000.0000	11.9549	2.1085	1.0301	0.0168	1.0100	53.4297
11801500000.0000	11.9225	2.0806	1.0435	0.0080	1.0340	50.9335
11804125000.0000	11.9225	2.0529	1.0413	0.0109	1.0341	52.0294
11806750000.0000	11.9498	2.1389	1.0436	0.0128	1.0423	50.4169
11809375000.0000	11.9109	2.1061	1.0443	0.0115	1.0395	50.9081
11812000000.0000	11.9011	2.1571	1.0429	0.0063	1.0264	49.5844
11814625000.0000	11.9052	2.1096	1.0354	0.0092	1.0145	51.5865
11817250000.0000	11.8993	2.1105	1.0437	0.0098	1.0372	50.5674
11819875000.0000	11.9192	2.1093	1.0422	0.0052	1.0323	49.8644
11822500000.0000	11.8634	2.0660	1.0432	0.0004	1.0249	50.0994
11825125000.0000	11.8987	2.1006	1.0340	0.0068	1.0117	51.3723
11827750000.0000	11.9093	2.1234	1.0338	0.0056	1.0110	50.7366
11830375000.0000	11.9428	2.1067	1.0368	0.0072	1.0281	50.4540
11833000000.0000	11.9398	2.0682	1.0204	-0.0003	0.9805	52.0131
11835625000.0000	11.9151	2.0841	1.0393	0.0095	1.0364	50.9343
11838250000.0000	11.9256	2.1473	1.0433	0.0093	1.0454	49.2672
11840875000.0000	11.8422	2.0828	1.0361	0.0003	1.0089	50.5389
11843500000.0000	11.9251	2.1815	1.0439	0.0068	1.0437	48.2195
11846125000.0000	11.9275	2.1534	1.0410	0.0096	1.0426	49.3395
11848750000.0000	11.8968	2.1751	1.0449	0.0080	1.0457	48.4832
11851375000.0000	11.9622	2.1012	1.0375	0.0119	1.0467	50.5019
11854000000.0000	11.9347	2.1456	1.0371	0.0120	1.0395	50.0964
11856625000.0000	11.8323	2.1286	1.0366	-0.0079	1.0027	48.4571
11859250000.0000	11.9204	2.1265	1.0385	0.0036	1.0348	48.9422
11861875000.0000	11.8341	2.1608	1.0332	-0.0004	1.0022	49.3306
11864500000.0000	11.9073	2.0962	1.0307	0.0024	1.0148	50.2369
11867125000.0000	11.9538	2.1362	1.0337	0.0032	1.0291	48.8982
11869750000.0000	11.9015	2.0644	1.0415	0.0095	1.0547	50.2787
11872375000.0000	11.8159	2.1593	1.0266	0.0000	0.9870	50.1940
11875000000.0000	11.9102	2.2016	1.0412	-0.0030	1.0334	46.3824
11877625000.0000	11.8322	2.1425	1.0324	0.0017	1.0089	49.6362
11880250000.0000	11.8380	2.1501	1.0340	-0.0037	1.0083	48.4714
11882875000.0000	11.8329	2.1565	1.0338	-0.0004	1.0112	48.8451
11885500000.0000	11.8236	2.1988	1.0389	0.0002	1.0216	47.7119
11888125000.0000	11.8995	2.1310	1.0383	0.0111	1.0501	49.5242
11890750000.0000	11.9005	2.1792	1.0445	0.0007	1.0528	46.4257
11893375000.0000	11.9135	2.1564	1.0409	0.0062	1.0543	47.8254
11896000000.0000	11.8345	2.1543	1.0335	0.0123	1.0295	50.4191
11898625000.0000	11.8620	2.1839	1.0424	0.0022	1.0451	47.0390
11901250000.0000	11.8302	2.1515	1.0320	-0.0010	1.0125	48.6792
11903875000.0000	11.8372	2.1729	1.0412	-0.0019	1.0361	46.9131
11906500000.0000	11.8435	2.1352	1.0388	0.0041	1.0414	48.4439
11909125000.0000	11.8402	2.1448	1.0399	0.0048	1.0450	48.2248
11911750000.0000	11.8470	2.1383	1.0382	0.0036	1.0414	48.2562
11914375000.0000	11.8420	2.1652	1.0424	0.0055	1.0534	47.5660
11917000000.0000	11.8354	2.1732	1.0378	0.0049	1.0395	47.9922
11919625000.0000	11.8599	2.2233	1.0433	0.0098	1.0617	46.9310
11922250000.0000	11.8511	2.2055	1.0445	0.0072	1.0628	46.6652
11924875000.0000	11.8585	2.1626	1.0415	0.0098	1.0631	47.9252
11927500000.0000	11.8420	2.1470	1.0423	0.0090	1.0638	48.0306
11930125000.0000	11.8338	2.1949	1.0451	0.0053	1.0631	46.4420
11932750000.0000	11.8680	2.1567	1.0358	0.0093	1.0518	48.4607
11935375000.0000	11.7995	2.1909	1.0370	0.0016	1.0336	47.3101
11938000000.0000	11.7843	2.1859	1.0415	0.0023	1.0452	46.9364
11940625000.0000	11.8118	2.2037	1.0447	0.0017	1.0574	45.8529
11943250000.0000	11.8335	2.1381	1.0431	0.0096	1.0723	47.8246
11945875000.0000	11.8492	2.1499	1.0463	0.0111	1.0862	47.2074
11948500000.0000	11.8283	2.1802	1.0401	0.0005	1.0508	46.3112
11951125000.0000	11.8022	2.2115	1.0432	-0.0008	1.0521	45.4668
11953750000.0000	11.7041	2.1819	1.0390	-0.0006	1.0286	47.3273
11956375000.0000	11.7913	2.1487	1.0419	0.0006	1.0553	46.6566
11959000000.0000	11.8315	2.1948	1.0433	-0.0028	1.0589	44.9449
11961625000.0000	11.7481	2.1726	1.0387	0.0045	1.0444	47.5802
11964250000.0000	11.8120	2.2091	1.0361	-0.0034	1.0366	45.7394
11966875000.0000	11.7568	2.1872	1.0438	-0.0057	1.0481	45.1539
11969500000.0000	11.7580	2.1741	1.0417	-0.0034	1.0475	45.8170
11972125000.0000	11.8831	2.1138	1.0351	0.0003	1.0603	46.7819
11974750000.0000	11.8062	2.1971	1.0424	-0.0061	1.0540	44.4864
11977375000.0000	11.8217	2.1297	1.0423	0.0006	1.0711	46.0635
11980000000.0000	11.8210	2.1817	1.0377	-0.0037	1.0501	45.3725
11982625000.0000	11.8586	2.1470	1.0420	-0.0015	1.0746	45.0952
11985250000.0000	11.7709	2.1632	1.0423	0.0051	1.0686	46.5312
11987875000.0000	11.7800	2.1510	1.0432	0.0041	1.0734	46.2887
11990500000.0000	11.8001	2.1353	1.0421	0.0015	1.0728	46.0321
11993125000.0000	11.8159	2.1628	1.0398	0.0026	1.0693	45.9174
11995750000.0000	11.7924	2.1419	1.0411	-0.0034	1.0642	45.3742
11998375000.0000	11.7735	2.1845	1.0453	-0.0011	1.0731	44.6457
12001000000.0000	11.8483	2.1643	1.0426	0.0057	1.0899	45.4079
12003625000.0000	11.7991	2.1970	1.0480	0.0014	1.0894	44.0388
12006250000.0000	11.7833	2.1942	1.0451	-0.0004	1.0773	44.3488
12008875000.0000	11.7803	2.1534	1.0417	-0.0020	1.0698	45.1119
12011500000.0000	11.7645	2.2165	1.0448	-0.0053	1.0669	43.5424
12014125000.0000	11.8019	2.1991	1.0457	0.0014	1.0874	44.0418
12016750000.0000	11.7705	2.1423	1.0390	-0.0019	1.0648	45.5612
12019375000.0000	11.7569	2.2021	1.0475	-0.0031	1.0804	43.5012
12022000000.0000	11.7125	2.1652	1.0394	-0.0019	1.0561	45.6465
12024625000.0000	11.7596	2.2353	1.0495	-0.0106	1.0753	41.7701
12027250000.0000	11.8652	2.1359	1.0484	0.0089	1.1284	44.6189
12029875000.0000	11.7966	2.2179	1.0465	-0.0048	1.0848	42.5698
12032500000.0000	11.8080	2.2835	1.0655	0.0005	1.1438	39.4734
12035125000.0000	11.8258	2.1679	1.0523	0.0142	1.1410	44.5292
12037750000.0000	11.7197	2.2153	1.0455	-0.0017	1.0764	43.7164
12040375000.0000	11.7458	2.1184	1.0389	0.0073	1.0832	46.8629
12043000000.0000	11.8515	2.1902	1.0535	0.0048	1.1369	42.2539
12045625000.0000	11.7599	2.2324	1.0466	0.0093	1.1032	44.1410
