Fre(Hz)  	er	ei	ur	ui	Zin	Reflectivity
9160750000.0000	11.9793	1.7979	1.0044	-0.0004	0.4476	87.1641
9163375000.0000	11.9842	1.8154	1.0089	0.0129	0.4521	87.9517
9166000000.0000	12.0574	1.7942	1.0072	0.0221	0.4536	88.7941
9168625000.0000	12.0430	1.7765	1.0053	0.0167	0.4518	88.5302
9171250000.0000	12.0356	1.7968	1.0067	0.0142	0.4527	88.1490
9173875000.0000	12.0132	1.7636	1.0021	0.0114	0.4490	88.2661
9176500000.0000	12.0476	1.8165	1.0057	0.0053	0.4521	87.3131
9179125000.0000	12.0354	1.7953	0.9947	0.0173	0.4452	88.6418
9181750000.0000	11.9813	1.7633	1.0075	0.0173	0.4534	88.6043
9184375000.0000	12.0851	1.7366	1.0051	0.0308	0.4555	89.8465
9187000000.0000	12.0590	1.7999	1.0095	0.0106	0.4567	87.6891
9189625000.0000	12.0526	1.7538	1.0094	0.0192	0.4575	88.6866
9192250000.0000	11.9964	1.8000	1.0090	0.0236	0.4565	88.7614
9194875000.0000	12.0693	1.8118	1.0089	0.0233	0.4583	88.5929
9197500000.0000	11.9889	1.7826	1.0086	0.0183	0.4562	88.4436
9200125000.0000	12.0550	1.8025	1.0070	0.0280	0.4576	89.0636
9202750000.0000	11.9891	1.7812	1.0181	0.0180	0.4637	88.1849
9205375000.0000	12.0612	1.8084	1.0049	0.0233	0.4564	88.6621
9208000000.0000	12.0431	1.8137	1.0095	0.0155	0.4590	87.8890
9210625000.0000	12.0441	1.8171	1.0191	0.0227	0.4669	88.2129
9213250000.0000	12.0448	1.8589	1.0335	0.0219	0.4779	87.4873
9215875000.0000	11.9992	1.7944	1.0055	0.0012	0.4549	86.9861
9218500000.0000	12.0499	1.7924	1.0075	0.0244	0.4596	88.7582
9221125000.0000	12.0236	1.7977	1.0058	0.0120	0.4570	87.7622
9223750000.0000	12.0382	1.7604	1.0013	0.0211	0.4551	88.8294
9226375000.0000	12.0517	1.8097	1.0060	0.0285	0.4597	88.9694
9229000000.0000	12.0308	1.8300	1.0302	0.0278	0.4775	88.1960
9231625000.0000	12.0581	1.7908	1.0101	0.0333	0.4639	89.3768
9234250000.0000	12.0241	1.8199	1.0218	0.0255	0.4714	88.2624
9236875000.0000	12.0564	1.7925	1.0099	0.0259	0.4637	88.7304
9239500000.0000	12.0452	1.8215	1.0113	0.0149	0.4638	87.5866
9242125000.0000	12.0343	1.8374	1.0164	0.0240	0.4683	88.0953
9244750000.0000	12.0126	1.8381	1.0175	0.0211	0.4687	87.8278
9247375000.0000	11.9923	1.8274	1.0116	0.0125	0.4634	87.3533
9250000000.0000	12.0576	1.8701	1.0075	0.0184	0.4626	87.5655
9252625000.0000	12.0412	1.8462	1.0178	0.0320	0.4714	88.6044
9255250000.0000	12.0432	1.8010	1.0198	0.0210	0.4724	87.9531
9257875000.0000	12.0250	1.8137	1.0068	0.0213	0.4625	88.2031
9260500000.0000	12.0319	1.7822	1.0051	0.0141	0.4613	87.8502
9263125000.0000	12.0366	1.8238	1.0068	0.0068	0.4623	86.9164
9265750000.0000	11.9904	1.7440	1.0086	0.0355	0.4652	89.8238
9268375000.0000	12.0606	1.7725	1.0190	0.0314	0.4747	88.9763
9271000000.0000	11.9882	1.8491	1.0085	0.0227	0.4645	87.9881
9273625000.0000	12.0569	1.8019	1.0085	0.0211	0.4664	88.1218
9276250000.0000	12.0541	1.8444	0.9946	0.0095	0.4552	87.2084
9278875000.0000	12.0584	1.8066	1.0088	0.0335	0.4683	89.1052
9281500000.0000	12.0285	1.7918	1.0075	0.0253	0.4662	88.5535
9284125000.0000	12.0412	1.7909	1.0004	0.0292	0.4618	89.0335
9286750000.0000	12.0850	1.7865	1.0067	0.0271	0.4677	88.7029
9289375000.0000	12.0532	1.8303	1.0199	0.0294	0.4774	88.2695
9292000000.0000	12.0963	1.7808	1.0008	0.0305	0.4645	89.1348
9294625000.0000	12.0324	1.7925	1.0106	0.0258	0.4702	88.4516
9297250000.0000	12.0297	1.8138	1.0130	0.0184	0.4715	87.6092
9299875000.0000	12.0133	1.8299	1.0192	0.0126	0.4756	86.8593
9302500000.0000	12.0353	1.8089	1.0091	0.0243	0.4698	88.2040
9305125000.0000	12.0166	1.8359	1.0170	0.0214	0.4753	87.5763
9307750000.0000	12.0063	1.8183	1.0067	0.0119	0.4668	87.1653
9310375000.0000	12.0441	1.8054	1.0125	0.0311	0.4741	88.6811
9313000000.0000	12.0734	1.8141	1.0258	0.0319	0.4856	88.3286
9315625000.0000	11.9625	1.8131	1.0062	0.0194	0.4669	87.8288
9318250000.0000	12.0175	1.8489	1.0089	0.0150	0.4701	87.0843
9320875000.0000	12.0782	1.7623	1.0087	0.0293	0.4733	88.8644
9323500000.0000	12.0388	1.7321	1.0049	0.0366	0.4703	89.8255
9326125000.0000	12.0289	1.8567	1.0193	0.0283	0.4805	87.8305
9328750000.0000	12.0481	1.8080	1.0161	0.0213	0.4783	87.6463
9331375000.0000	11.9955	1.8095	1.0180	0.0349	0.4799	88.7765
9334000000.0000	12.0053	1.8171	1.0055	0.0302	0.4705	88.6025
9336625000.0000	12.0014	1.7999	1.0086	0.0166	0.4719	87.4959
9339250000.0000	11.9638	1.7719	1.0129	0.0283	0.4755	88.6050
9341875000.0000	11.9895	1.8168	1.0272	0.0260	0.4874	87.6860
9344500000.0000	12.0172	1.7465	1.0179	0.0240	0.4811	88.2350
9347125000.0000	12.0551	1.8058	1.0118	0.0214	0.4773	87.6773
9349750000.0000	12.0082	1.7737	1.0122	0.0214	0.4768	87.9293
9352375000.0000	12.0215	1.7921	1.0204	0.0233	0.4840	87.7261
9355000000.0000	11.9724	1.8496	1.0098	0.0203	0.4744	87.3443
9357625000.0000	12.0399	1.7881	1.0127	0.0142	0.4782	87.1308
9360250000.0000	12.0384	1.7852	1.0033	0.0272	0.4724	88.4933
9362875000.0000	11.9682	1.8206	1.0265	0.0215	0.4884	87.2000
9365500000.0000	12.0218	1.8514	1.0313	0.0379	0.4955	88.2077
9368125000.0000	12.0233	1.8219	1.0280	0.0231	0.4918	87.2053
9370750000.0000	12.0382	1.8101	1.0197	0.0326	0.4869	88.3164
9373375000.0000	12.0110	1.7832	1.0151	0.0274	0.4824	88.1826
9376000000.0000	12.0189	1.8168	1.0228	0.0237	0.4886	87.3937
9378625000.0000	12.0291	1.8031	1.0097	0.0182	0.4784	87.3389
9381250000.0000	12.0251	1.7970	1.0167	0.0217	0.4845	87.4971
9383875000.0000	12.0427	1.7961	1.0163	0.0347	0.4861	88.6286
9386500000.0000	12.0261	1.8267	1.0179	0.0273	0.4865	87.6994
9389125000.0000	12.0445	1.8115	1.0213	0.0286	0.4902	87.8147
9391750000.0000	12.0494	1.8431	1.0194	0.0316	0.4893	87.8679
9394375000.0000	12.0537	1.7464	1.0091	0.0404	0.4826	89.6414
9397000000.0000	12.0250	1.8007	1.0135	0.0261	0.4842	87.8490
9399625000.0000	12.0247	1.8452	1.0170	0.0268	0.4872	87.4696
9402250000.0000	12.0115	1.8209	1.0072	0.0318	0.4800	88.3485
9404875000.0000	12.0486	1.7914	1.0140	0.0294	0.4865	88.1405
9407500000.0000	12.0265	1.8428	1.0259	0.0197	0.4947	86.5850
9410125000.0000	12.0528	1.8251	1.0155	0.0356	0.4890	88.3684
9412750000.0000	12.0268	1.8830	1.0140	0.0199	0.4857	86.5993
9415375000.0000	12.0204	1.8438	1.0129	0.0217	0.4853	87.0680
9418000000.0000	12.0113	1.8224	1.0121	0.0377	0.4863	88.6524
9420625000.0000	12.0514	1.8620	1.0228	0.0191	0.4944	86.3738
9423250000.0000	12.0220	1.8076	1.0210	0.0339	0.4940	88.1631
9425875000.0000	12.0193	1.8382	1.0261	0.0279	0.4978	87.2452
9428500000.0000	12.0557	1.8445	1.0243	0.0245	0.4973	86.8986
9431125000.0000	12.0444	1.7926	1.0188	0.0360	0.4941	88.4787
9433750000.0000	12.0455	1.8430	1.0265	0.0217	0.4992	86.5802
9436375000.0000	12.0200	1.8513	1.0285	0.0301	0.5012	87.2189
9439000000.0000	12.0665	1.8528	1.0236	0.0246	0.4984	86.7933
9441625000.0000	12.0323	1.8446	1.0300	0.0296	0.5034	87.1413
9444250000.0000	12.0331	1.8221	1.0210	0.0281	0.4963	87.4150
9446875000.0000	12.0333	1.8773	1.0297	0.0360	0.5045	87.4413
9449500000.0000	12.0136	1.8431	1.0269	0.0153	0.4999	85.9465
9452125000.0000	12.0054	1.8427	1.0289	0.0207	0.5022	86.3618
9454750000.0000	12.0383	1.8661	1.0273	0.0290	0.5029	86.9203
9457375000.0000	12.0279	1.7924	1.0157	0.0308	0.4938	87.9712
9460000000.0000	12.0114	1.8421	1.0179	0.0184	0.4942	86.4224
9462625000.0000	12.0299	1.8368	1.0275	0.0202	0.5030	86.3124
9465250000.0000	12.0727	1.8381	1.0278	0.0325	0.5062	87.3547
9467875000.0000	12.0046	1.8638	1.0299	0.0184	0.5047	85.8749
9470500000.0000	12.0234	1.8045	1.0236	0.0250	0.5012	87.0728
9473125000.0000	12.0736	1.8700	1.0303	0.0361	0.5096	87.3137
9475750000.0000	12.0260	1.8002	1.0215	0.0275	0.5005	87.3583
9478375000.0000	12.0457	1.7883	1.0148	0.0351	0.4966	88.3012
9481000000.0000	11.9985	1.8858	1.0295	0.0181	0.5057	85.6171
9483625000.0000	12.0381	1.7784	1.0197	0.0387	0.5015	88.5629
9486250000.0000	12.0339	1.7614	1.0264	0.0317	0.5066	87.8648
9488875000.0000	12.0450	1.8065	1.0168	0.0276	0.4987	87.3593
9491500000.0000	12.0022	1.8566	1.0229	0.0175	0.5018	85.9174
9494125000.0000	11.9613	1.8413	1.0171	0.0238	0.4968	86.7875
9496750000.0000	12.0239	1.8589	1.0291	0.0161	0.5080	85.5380
9499375000.0000	12.0653	1.7645	1.0160	0.0310	0.5005	87.9507
9502000000.0000	12.0196	1.8330	1.0187	0.0260	0.5011	86.9016
9504625000.0000	12.0752	1.8108	1.0159	0.0402	0.5022	88.4134
9507250000.0000	12.0583	1.8089	1.0214	0.0348	0.5061	87.7705
9509875000.0000	12.0687	1.8057	1.0144	0.0315	0.5006	87.6604
9512500000.0000	12.0452	1.8212	1.0188	0.0268	0.5033	86.9879
9515125000.0000	11.9900	1.8312	1.0164	0.0225	0.4995	86.6233
9517750000.0000	12.0202	1.8238	1.0240	0.0282	0.5077	86.9436
9520375000.0000	12.0095	1.8443	1.0151	0.0247	0.4999	86.7068
9523000000.0000	12.0653	1.8528	1.0121	0.0241	0.4993	86.5958
9525625000.0000	12.0394	1.8462	1.0137	0.0304	0.5008	87.1933
9528250000.0000	12.0098	1.8411	1.0141	0.0285	0.5004	87.0661
9530875000.0000	12.0166	1.7900	1.0156	0.0187	0.5013	86.5097
9533500000.0000	12.0556	1.8586	1.0158	0.0381	0.5049	87.6965
9536125000.0000	12.0198	1.8350	1.0254	0.0227	0.5107	86.1957
9538750000.0000	12.0283	1.7875	1.0079	0.0323	0.4977	87.9440
9541375000.0000	11.9998	1.8525	1.0133	0.0220	0.5004	86.3437
9544000000.0000	12.0290	1.8323	1.0201	0.0283	0.5081	86.8386
9546625000.0000	12.0598	1.8004	1.0099	0.0386	0.5019	88.3084
9549250000.0000	12.0294	1.8651	1.0229	0.0284	0.5111	86.4691
9551875000.0000	11.9979	1.8071	1.0041	0.0340	0.4954	88.0051
9554500000.0000	12.0535	1.7906	1.0162	0.0306	0.5072	87.4240
9557125000.0000	12.0230	1.8271	1.0359	0.0331	0.5237	86.8037
9559750000.0000	11.9733	1.7854	1.0038	0.0319	0.4952	87.9749
9562375000.0000	12.0203	1.8235	1.0237	0.0341	0.5139	87.2572
9565000000.0000	12.0291	1.9048	1.0312	0.0243	0.5196	85.4230
9567625000.0000	12.0207	1.8020	1.0155	0.0383	0.5081	88.0342
9570250000.0000	12.0278	1.8367	1.0225	0.0364	0.5144	87.3528
9572875000.0000	12.0166	1.8726	1.0345	0.0281	0.5237	85.9014
9575500000.0000	12.0217	1.8783	1.0320	0.0308	0.5223	86.1699
9578125000.0000	12.0223	1.7924	1.0225	0.0343	0.5151	87.4816
9580750000.0000	12.0099	1.8563	1.0211	0.0316	0.5134	86.7309
9583375000.0000	11.9912	1.8449	1.0238	0.0247	0.5147	86.1095
9586000000.0000	12.0060	1.8068	1.0225	0.0382	0.5160	87.7048
9588625000.0000	11.9969	1.8022	1.0266	0.0296	0.5187	86.7982
9591250000.0000	11.9973	1.8330	1.0238	0.0244	0.5160	86.1207
9593875000.0000	12.0160	1.8079	1.0227	0.0283	0.5164	86.6934
9596500000.0000	12.0151	1.8447	1.0214	0.0278	0.5154	86.3713
9599125000.0000	12.0255	1.8220	1.0188	0.0246	0.5136	86.3003
9601750000.0000	12.0051	1.8233	1.0206	0.0302	0.5155	86.7723
9604375000.0000	12.0183	1.8277	1.0192	0.0304	0.5151	86.7725
9607000000.0000	12.0110	1.8129	1.0216	0.0325	0.5175	87.0104
9609625000.0000	12.0207	1.8342	1.0260	0.0277	0.5215	86.2233
9612250000.0000	12.0045	1.8048	1.0156	0.0289	0.5124	86.8960
9614875000.0000	12.0343	1.8274	1.0220	0.0237	0.5186	85.9720
9617500000.0000	11.9867	1.8060	1.0184	0.0197	0.5140	85.9151
9620125000.0000	12.0191	1.8395	1.0261	0.0222	0.5222	85.5879
9622750000.0000	12.0338	1.8646	1.0283	0.0367	0.5266	86.6669
9625375000.0000	12.0266	1.8255	1.0140	0.0352	0.5141	87.2746
9628000000.0000	12.0434	1.8474	1.0275	0.0352	0.5268	86.6531
9630625000.0000	12.0129	1.8942	1.0220	0.0165	0.5190	84.6748
9633250000.0000	12.0147	1.8096	1.0304	0.0339	0.5291	86.7673
9635875000.0000	12.0594	1.7802	1.0305	0.0437	0.5323	87.9333
9638500000.0000	12.0244	1.8342	1.0166	0.0281	0.5172	86.3719
9641125000.0000	11.9836	1.8504	1.0116	0.0249	0.5114	86.1181
9643750000.0000	11.9588	1.8128	1.0097	0.0220	0.5092	86.2227
9646375000.0000	12.0268	1.8592	1.0189	0.0235	0.5197	85.5997
9649000000.0000	12.0689	1.8278	1.0241	0.0339	0.5274	86.6560
9651625000.0000	11.9734	1.7674	1.0181	0.0400	0.5201	88.0295
9654250000.0000	12.0169	1.8249	1.0202	0.0395	0.5235	87.3637
9656875000.0000	12.0879	1.8086	1.0274	0.0407	0.5329	87.3318
9659500000.0000	12.0395	1.7931	1.0147	0.0452	0.5209	88.3237
9662125000.0000	12.0314	1.8384	1.0157	0.0378	0.5209	87.1626
9664750000.0000	12.0184	1.8647	1.0177	0.0259	0.5211	85.7203
9667375000.0000	12.0160	1.8097	1.0231	0.0234	0.5260	85.7584
9670000000.0000	12.0169	1.8061	1.0145	0.0345	0.5201	87.1207
9672625000.0000	12.0122	1.8448	1.0161	0.0284	0.5209	86.1389
9675250000.0000	12.0026	1.8183	1.0110	0.0286	0.5165	86.5274
9677875000.0000	12.0172	1.8393	1.0160	0.0275	0.5216	86.0641
9680500000.0000	12.0288	1.8234	1.0220	0.0349	0.5286	86.7129
9683125000.0000	12.0194	1.8387	1.0164	0.0267	0.5226	85.9496
9685750000.0000	12.0217	1.8326	1.0181	0.0334	0.5253	86.5753
9688375000.0000	12.0130	1.8270	1.0202	0.0282	0.5267	86.0500
9691000000.0000	12.0202	1.8267	1.0149	0.0313	0.5229	86.4968
9693625000.0000	12.0024	1.8409	1.0154	0.0301	0.5229	86.2477
9696250000.0000	12.0189	1.8066	1.0158	0.0335	0.5247	86.8281
9698875000.0000	11.9939	1.8232	1.0169	0.0229	0.5239	85.6240
9701500000.0000	11.9975	1.8181	1.0088	0.0293	0.5180	86.5223
9704125000.0000	12.0069	1.8038	1.0144	0.0323	0.5240	86.7468
9706750000.0000	12.0299	1.8259	1.0303	0.0293	0.5391	85.7136
9709375000.0000	12.0359	1.8116	1.0241	0.0363	0.5349	86.7101
9712000000.0000	12.0580	1.8282	1.0260	0.0388	0.5380	86.7193
9714625000.0000	12.0332	1.8525	1.0108	0.0228	0.5217	85.4232
9717250000.0000	12.0262	1.8230	1.0278	0.0453	0.5402	87.3775
9719875000.0000	11.9872	1.8105	1.0095	0.0217	0.5198	85.7313
9722500000.0000	11.9875	1.7496	0.9982	0.0293	0.5112	87.3092
9725125000.0000	12.0186	1.8427	1.0205	0.0246	0.5316	85.3160
9727750000.0000	11.9586	1.7679	0.9992	0.0287	0.5117	87.0625
9730375000.0000	12.0234	1.8175	1.0242	0.0353	0.5374	86.4446
9733000000.0000	12.0087	1.8163	1.0191	0.0313	0.5320	86.2208
9735625000.0000	11.9941	1.7537	0.9985	0.0374	0.5142	87.9950
9738250000.0000	11.9878	1.8169	1.0102	0.0224	0.5229	85.6038
9740875000.0000	11.9740	1.8195	1.0113	0.0170	0.5232	85.0310
9743500000.0000	12.0028	1.8685	1.0175	0.0146	0.5296	84.1296
9746125000.0000	11.9932	1.8221	1.0087	0.0257	0.5232	85.8810
9748750000.0000	11.9910	1.8375	1.0115	0.0141	0.5245	84.5174
9751375000.0000	11.9909	1.8328	1.0146	0.0264	0.5292	85.6365
9754000000.0000	11.9919	1.8102	1.0229	0.0229	0.5369	85.2050
9756625000.0000	11.9389	1.8027	1.0013	0.0181	0.5154	85.5378
9759250000.0000	11.9852	1.7979	1.0068	0.0210	0.5225	85.6108
9761875000.0000	11.9876	1.7759	1.0041	0.0282	0.5214	86.5824
9764500000.0000	11.9928	1.8295	1.0166	0.0189	0.5320	84.7747
9767125000.0000	11.9959	1.8095	1.0182	0.0287	0.5352	85.8518
9769750000.0000	11.9917	1.8294	1.0142	0.0229	0.5310	85.2200
9772375000.0000	11.9599	1.8372	1.0182	0.0179	0.5332	84.5515
9775000000.0000	12.0533	1.7970	1.0143	0.0370	0.5357	86.8263
9777625000.0000	12.0124	1.7761	1.0097	0.0274	0.5293	86.1985
9780250000.0000	12.0076	1.8507	1.0179	0.0236	0.5364	84.8884
9782875000.0000	12.0107	1.8151	1.0175	0.0259	0.5368	85.4283
9785500000.0000	11.9859	1.8286	1.0179	0.0226	0.5363	84.9824
9788125000.0000	12.0044	1.8557	0.9966	0.0291	0.5185	86.0530
9790750000.0000	11.9678	1.7875	1.0089	0.0287	0.5289	86.2338
9793375000.0000	12.0305	1.7536	1.0233	0.0195	0.5439	85.0347
9796000000.0000	12.0636	1.8758	1.0115	0.0228	0.5343	84.6325
9798625000.0000	12.0359	1.8625	1.0179	0.0271	0.5403	84.9818
9801250000.0000	12.0012	1.8582	1.0300	0.0241	0.5505	84.3224
9803875000.0000	12.0285	1.8101	1.0196	0.0541	0.5462	88.2097
9806500000.0000	12.0235	1.8164	1.0118	0.0355	0.5365	86.4178
9809125000.0000	11.9818	1.8405	1.0109	0.0338	0.5343	86.0940
9811750000.0000	12.0308	1.8309	1.0101	0.0313	0.5354	85.8784
9814375000.0000	12.0177	1.8312	1.0095	0.0317	0.5347	85.9372
9817000000.0000	12.0029	1.7875	1.0012	0.0388	0.5279	87.3197
9819625000.0000	12.0185	1.8561	1.0180	0.0283	0.5430	85.0373
9822250000.0000	12.0006	1.8506	1.0226	0.0282	0.5470	84.9280
9824875000.0000	12.0165	1.8635	1.0232	0.0327	0.5492	85.2187
9827500000.0000	12.0276	1.8335	1.0202	0.0310	0.5469	85.3880
9830125000.0000	11.9943	1.8358	1.0137	0.0257	0.5392	85.0720
9832750000.0000	12.0353	1.9064	1.0403	0.0369	0.5682	84.5661
9835375000.0000	11.9966	1.8294	1.0122	0.0283	0.5390	85.4016
9838000000.0000	12.0184	1.8481	1.0190	0.0336	0.5472	85.5115
9840625000.0000	11.9741	1.8755	1.0266	0.0215	0.5516	83.7993
9843250000.0000	11.9973	1.8291	1.0127	0.0211	0.5397	84.6042
9845875000.0000	11.9984	1.8666	1.0194	0.0328	0.5478	85.2209
9848500000.0000	12.0077	1.8274	1.0168	0.0383	0.5470	86.2156
9851125000.0000	11.9811	1.8546	1.0252	0.0232	0.5523	84.1232
9853750000.0000	11.9683	1.8546	1.0268	0.0383	0.5558	85.6288
9856375000.0000	12.0112	1.8552	1.0146	0.0301	0.5450	85.1193
9859000000.0000	11.9968	1.8180	1.0149	0.0348	0.5458	85.9465
9861625000.0000	11.9857	1.8362	1.0106	0.0194	0.5396	84.3419
9864250000.0000	11.9966	1.8484	1.0133	0.0346	0.5449	85.6660
9866875000.0000	11.9955	1.8255	1.0173	0.0322	0.5489	85.4727
9869500000.0000	12.0363	1.8272	1.0175	0.0273	0.5502	84.8692
9872125000.0000	11.9835	1.8099	1.0122	0.0310	0.5441	85.6397
9874750000.0000	11.9888	1.7846	1.0191	0.0291	0.5511	85.4167
9877375000.0000	11.9914	1.8502	1.0123	0.0203	0.5437	84.1288
9880000000.0000	12.0227	1.7956	1.0114	0.0337	0.5463	85.9930
9882625000.0000	11.9965	1.8286	1.0064	0.0422	0.5420	86.7689
9885250000.0000	11.9563	1.8093	1.0031	0.0295	0.5361	85.7511
9887875000.0000	12.0051	1.7803	1.0136	0.0292	0.5484	85.5526
9890500000.0000	11.9838	1.8270	0.9967	0.0194	0.5304	84.7091
9893125000.0000	12.0105	1.8300	1.0182	0.0322	0.5540	85.2144
9895750000.0000	12.0164	1.8068	1.0029	0.0367	0.5405	86.4027
9898375000.0000	12.0314	1.7986	1.0149	0.0557	0.5557	88.1298
9901000000.0000	11.9675	1.8426	1.0120	0.0191	0.5457	83.9582
9903625000.0000	11.9831	1.8462	1.0188	0.0252	0.5541	84.2692
9906250000.0000	12.0006	1.7673	0.9937	0.0350	0.5325	86.8423
9908875000.0000	11.9851	1.8532	1.0206	0.0323	0.5577	84.8486
9911500000.0000	12.0193	1.8535	1.0208	0.0412	0.5609	85.7376
9914125000.0000	11.9611	1.8163	1.0079	0.0251	0.5444	84.8774
9916750000.0000	11.9765	1.7278	0.9949	0.0378	0.5347	87.4176
9919375000.0000	11.9140	1.8311	1.0148	0.0220	0.5496	84.2140
9922000000.0000	11.9706	1.8888	1.0156	0.0315	0.5539	84.5443
9924625000.0000	11.9198	1.8290	1.0117	0.0291	0.5484	85.0349
9927250000.0000	11.9702	1.8656	1.0162	0.0356	0.5559	85.1372
9929875000.0000	11.9664	1.8995	1.0192	0.0275	0.5578	83.8439
9932500000.0000	11.9600	1.8657	1.0174	0.0291	0.5566	84.3833
9935125000.0000	12.0083	1.9078	1.0271	0.0318	0.5687	83.8238
9937750000.0000	11.9948	1.8328	1.0195	0.0297	0.5609	84.5957
9940375000.0000	11.9694	1.8453	1.0238	0.0331	0.5651	84.6941
9943000000.0000	12.0107	1.8238	1.0236	0.0259	0.5659	84.0624
9945625000.0000	11.9477	1.8717	1.0192	0.0368	0.5608	85.0131
9948250000.0000	11.9287	1.8606	1.0256	0.0346	0.5667	84.6424
9950875000.0000	11.9791	1.8707	1.0314	0.0367	0.5752	84.4785
9953500000.0000	11.9660	1.8517	1.0389	0.0283	0.5815	83.4659
9956125000.0000	11.9079	1.9061	1.0166	0.0462	0.5596	85.7674
9958750000.0000	11.9796	1.8919	1.0277	0.0306	0.5717	83.6932
9961375000.0000	11.9544	1.8668	1.0264	0.0334	0.5703	84.3054
9964000000.0000	11.9645	1.8678	1.0163	0.0335	0.5609	84.6548
9966625000.0000	11.9787	1.8421	1.0248	0.0236	0.5690	83.4710
9969250000.0000	11.9426	1.8676	1.0222	0.0309	0.5664	84.1444
9971875000.0000	11.9366	1.8728	1.0386	0.0291	0.5829	83.2702
9974500000.0000	11.9980	1.8814	1.0326	0.0313	0.5800	83.5339
9977125000.0000	12.0020	1.8622	1.0279	0.0444	0.5779	85.3378
9979750000.0000	11.9670	1.7973	1.0147	0.0247	0.5607	84.3165
9982375000.0000	11.9827	1.8293	1.0188	0.0353	0.5673	84.9738
9985000000.0000	12.0293	1.8350	1.0194	0.0443	0.5716	85.8221
9987625000.0000	11.9384	1.8454	1.0249	0.0174	0.5697	82.6949
9990250000.0000	11.9907	1.9007	1.0405	0.0391	0.5918	83.7837
9992875000.0000	11.9290	1.8493	1.0290	0.0169	0.5743	82.4192
9995500000.0000	11.9781	1.8673	1.0317	0.0291	0.5813	83.3449
9998125000.0000	11.9429	1.8378	1.0222	0.0219	0.5695	83.2562
10000750000.0000	12.0179	1.7748	1.0163	0.0410	0.5700	86.0654
10003375000.0000	11.9710	1.8193	1.0202	0.0325	0.5711	84.5826
10006000000.0000	11.9554	1.8156	1.0166	0.0232	0.5658	83.7435
10008625000.0000	11.9539	1.8819	1.0299	0.0330	0.5810	83.6438
10011250000.0000	11.9590	1.8397	1.0092	0.0309	0.5603	84.5869
10013875000.0000	11.9841	1.7887	1.0205	0.0287	0.5731	84.3564
10016500000.0000	11.9506	1.9391	1.0150	0.0264	0.5656	82.9188
10019125000.0000	12.0009	1.8946	1.0128	0.0258	0.5658	83.2557
10021750000.0000	11.9822	1.7909	1.0203	0.0315	0.5745	84.6034
10024375000.0000	11.9859	1.8394	1.0154	0.0285	0.5693	83.9529
10027000000.0000	11.9560	1.8961	1.0148	0.0290	0.5677	83.5255
10029625000.0000	11.9841	1.8313	1.0205	0.0289	0.5753	83.8487
10032250000.0000	11.9924	1.8587	1.0194	0.0284	0.5747	83.5377
10034875000.0000	11.9828	1.8051	1.0118	0.0373	0.5685	85.3376
10037500000.0000	12.0185	1.8748	1.0181	0.0364	0.5765	84.2503
10040125000.0000	11.9765	1.8282	1.0262	0.0267	0.5823	83.3529
10042750000.0000	11.9700	1.8068	1.0148	0.0384	0.5724	85.2966
10045375000.0000	11.9647	1.8233	1.0194	0.0429	0.5780	85.4600
10048000000.0000	11.9340	1.8395	1.0244	0.0267	0.5798	83.3202
10050625000.0000	11.9461	1.8405	1.0185	0.0254	0.5744	83.3543
10053250000.0000	11.9560	1.8374	1.0157	0.0414	0.5748	85.2433
10055875000.0000	11.9416	1.8300	1.0233	0.0247	0.5799	83.1692
10058500000.0000	11.9431	1.8564	1.0215	0.0274	0.5788	83.2479
10061125000.0000	11.9710	1.8373	1.0243	0.0352	0.5847	84.1356
10063750000.0000	11.9572	1.8532	1.0249	0.0295	0.5842	83.3199
10066375000.0000	11.8819	1.8519	1.0249	0.0106	0.5784	81.4012
10069000000.0000	11.9335	1.8206	1.0199	0.0199	0.5774	82.7814
10071625000.0000	11.9384	1.8389	1.0297	0.0301	0.5899	83.3049
10074250000.0000	11.9169	1.8570	1.0283	0.0188	0.5859	81.9582
10076875000.0000	11.9915	1.8947	1.0288	0.0343	0.5925	83.1333
10079500000.0000	11.9072	1.8337	1.0337	0.0188	0.5922	81.9292
10082125000.0000	11.9071	1.8228	1.0274	0.0302	0.5878	83.5413
10084750000.0000	11.9451	1.8772	1.0280	0.0247	0.5894	82.2842
10087375000.0000	11.8994	1.8442	1.0166	0.0233	0.5757	82.9791
10090000000.0000	12.0056	1.8991	1.0369	0.0273	0.6029	81.8123
10092625000.0000	11.9388	1.8335	1.0246	0.0298	0.5878	83.3694
10095250000.0000	12.0184	1.9889	1.0469	0.0202	0.6136	79.5900
10097875000.0000	12.0062	1.8884	1.0307	0.0200	0.5962	81.3109
10100500000.0000	11.8866	1.8302	1.0214	0.0198	0.5818	82.4593
10103125000.0000	11.9308	1.8973	1.0343	0.0185	0.5973	81.0028
10105750000.0000	11.9661	1.8477	1.0353	0.0306	0.6028	82.7337
10108375000.0000	11.9292	1.9031	1.0282	0.0224	0.5922	81.5997
10111000000.0000	11.9224	1.8516	1.0266	0.0191	0.5903	81.8057
10113625000.0000	11.9238	1.9046	1.0377	0.0173	0.6021	80.5797
10116250000.0000	12.0011	1.8470	1.0218	0.0259	0.5906	82.6196
10118875000.0000	12.0061	1.8938	1.0318	0.0150	0.6000	80.4691
10121500000.0000	11.9317	1.8686	1.0239	0.0153	0.5887	81.2324
