HORA H'F QD FOF1 QD H'F2 QD FOF2 QD HPF2 QD 
 0.00 206 00  0.00 00   0 00  0.00  R   0  R
 0.08 193 00  0.00 00   0 00  0.00  R   0  R
 0.17 208 00  0.00 00   0 00  9.76 00 266 00
 0.25 213 00  0.00 00   0 00  9.91 00 291 00
 0.33 206 00  0.00 00   0 00  9.62 00 276 00
 0.42 213 00  0.00 00   0 00  0.00  R   0  R
 0.50 229 00  0.00 00   0 00  0.00  R   0  R
 0.58 226 00  0.00 00   0 00  0.00  R   0  R
 0.67 198 00  0.00 00   0 00  0.00  R   0  R
 0.75 221 00  0.00 00   0 00  0.00  R   0  R
 0.83 211 00  0.00 00   0 00  0.00  R   0  R
 0.92 224 00  0.00 00   0 00  0.00  R   0  R
 1.00 249 00  0.00 00   0 00  0.00  R   0  R
 1.08 251 00  0.00 00   0 00  0.00  R   0  R
 1.17 246 00  0.00 00   0 00  0.00  R   0  R
 1.25 234 00  0.00 00   0 00  0.00  R   0  R
 1.33 229 00  0.00 00   0 00  0.00  R   0  R
 1.42 213 00  0.00 00   0 00  0.00  R   0  R
 1.50 231 00  0.00 00   0 00  0.00  R   0  R
 1.58 216 00  0.00 00   0 00  0.00  R   0  R
 1.67 213 00  0.00 00   0 00  0.00  R   0  R
 1.75 206 00  0.00 00   0 00  0.00  R   0  R
 1.83 193 00  0.00 00   0 00  0.00  R   0  R
 1.92 201 00  0.00 00   0 00  0.00  R   0  R
 2.00 191 00  0.00 00   0 00  0.00  R   0 00
 2.08 201 00  0.00 00   0 00  7.97 00 256 00
 2.17 203 00  0.00 00   0 00  7.38 00 254 00
 2.25 203 00  0.00 00   0 00  7.12 00 269 00
 2.33 193 00  0.00 00   0 00  6.87 00 279 00
 2.42 216 00  0.00 00   0 00  6.91 00 256 00
 2.50 211 00  0.00 00   0 00  7.27 00 269 00
 2.58 206 00  0.00 00   0 00  6.94 00 274 00
 2.67 208 00  0.00 00   0 00  0.00  R   0  R
 2.75 218 00  0.00 00   0 00  0.00  M   0  M
 2.83 211 00  0.00 00   0 00  0.00  M   0  M
 2.92 216 00  0.00 00   0 00  0.00  M   0  M
 3.00 221 00  0.00 00   0 00  0.00  R   0  R
 3.08 213 00  0.00 00   0 00  0.00  M   0  M
 3.17 203 00  0.00 00   0 00  0.00  M   0  M
 3.25 208 00  0.00 00   0 00  0.00  M   0 00
 3.33 201 00  0.00 00   0 00  0.00  R   0  R
 3.42 211 00  0.00 00   0 00  0.00  R   0  R
 3.50 201 00  0.00 00   0 00  0.00  R   0  R
 3.58 218 00  0.00 00   0 00  0.00  R   0  R
 3.67 229 00  0.00 00   0 00  0.00  R   0  R
 3.75 221 00  0.00 00   0 00  0.00  M   0  M
 3.83 203 00  0.00 00   0 00  0.00  M   0  M
 3.92 191 00  0.00 00   0 00  0.00  M   0  M
 4.00 201 00  0.00 00   0 00  0.00  M   0  M
 4.08 208 00  0.00 00   0 00  0.00  M   0  M
 4.17 206 00  0.00 00   0 00  0.00  M   0  M
 4.25 198 00  0.00 00   0 00  0.00  M   0  M
 4.33 216 00  0.00 00   0 00  0.00  M   0  M
 4.42 208 00  0.00 00   0 00  0.00  M   0  M
 4.50 211 00  0.00 00   0 00  0.00  M   0  M
 4.58 229 00  0.00 00   0 00  0.00  M   0  M
 4.67 231 00  0.00 00   0 00  0.00  M   0  M
 4.83 206 00  0.00 00   0 00  0.00  M   0  M
 4.92 221 00  0.00 00   0 00  0.00  M   0  M
 5.00 241 00  0.00 00   0 00  0.00  M   0  M
 5.08 229 00  0.00 00   0 00  0.00  M   0  M
 5.17 246 00  0.00 00   0 00  2.64 00 276 00
 5.25 241 00  0.00 00   0 00  2.78 00 251 00
 5.42 239 00  0.00 00   0 00  2.52 00 236 00
 5.50 246 00  0.00 00   0 00  0.00  R   0  R
 5.58 241 00  0.00 00   0 00  0.00  R   0  R
 5.67 251 00  0.00 00   0 00  0.00  R   0  R
 5.75 246 00  0.00 00   0 00  0.00  M   0  M
