HORA H'F QD FOF1 QD H'F2 QD FOF2 QD HPF2 QD 
 0.00 224 00  0.00 00   0 00  0.00  R   0  R
 0.07 218 00  0.00 00   0 00  0.00  R   0  R
 0.13 206 00  0.00 00   0 00  0.00  R   0  R
 0.20 206 00  0.00 00   0 00  0.00  R   0  R
 0.27 206 00  0.00 00   0 00  0.00  R   0  R
 0.33 191 00  0.00 00   0 00  0.00  R   0  R
 0.40 218 00  0.00 00   0 00  0.00  R   0  R
 0.47 198 00  0.00 00   0 00  0.00  R   0 00
 0.53 206 00  0.00 00   0 00  0.00  R   0  R
 0.60 208 00  0.00 00   0 00  0.00  R   0  R
 0.67 218 00  0.00 00   0 00  0.00  R   0  R
 0.73 226 00  0.00 00   0 00  0.00  R   0  R
 0.80 229 00  0.00 00   0 00  0.00  R   0  R
 0.87 246 00  0.00 00   0 00  0.00  R   0  R
 0.93 218 00  0.00 00   0 00  0.00  R   0  R
 1.00 226 00  0.00 00   0 00  0.00  R   0  R
 1.07 208 00  0.00 00   0 00  0.00  R   0  R
 1.13 203 00  0.00 00   0 00  0.00  E   0  E
 1.20 208 00  0.00 00   0 00  0.00  R   0  R
 1.27 203 00  0.00 00   0 00  0.00  R   0  R
 1.33 211 00  0.00 00   0 00  0.00  R   0  R
 1.40 193 00  0.00 00   0 00  0.00  R   0  R
 1.47 201 00  0.00 00   0 00  0.00  R   0  R
 1.53 208 00  0.00 00   0 00  0.00  R   0 00
 1.60 211 00  0.00 00   0 00  0.00  R   0  R
 1.67 208 00  0.00 00   0 00  0.00  R   0  R
 1.73 224 00  0.00 00   0 00  0.00  R   0  R
 1.80 201 00  0.00 00   0 00  0.00  R   0 00
 1.87 203 00  0.00 00   0 00  0.00  R   0  R
 1.93 221 00  0.00 00   0 00  0.00  R   0  R
 2.00 211 00  0.00 00   0 00  0.00  R   0  R
 2.07 188 00  0.00 00   0 00  0.00  R   0  R
 2.13 193 00  0.00 00   0 00  0.00  R   0  R
 2.20   0 00  0.00 00   0 00  0.00  R   0  R
 2.27 201 00  0.00 00   0 00  0.00  R   0  R
 2.40 198 00  0.00 00   0 00  0.00  R   0  R
 2.47 191 00  0.00 00   0 00  0.00  R   0  R
 2.53 203 00  0.00 00   0 00  0.00  R   0 00
 2.60 203 00  0.00 00   0 00  0.00  R   0  R
 2.67 203 00  0.00 00   0 00  0.00  R   0  R
 2.73 196 00  0.00 00   0 00  0.00  R   0  R
 2.80 203 00  0.00 00   0 00  0.00  R   0  R
 2.87 191 00  0.00 00   0 00  0.00  R   0  R
 2.93 206 00  0.00 00   0 00  0.00  R   0  R
 3.00 193 00  0.00 00   0 00  0.00  R   0  R
 3.07 198 00  0.00 00   0 00  0.00  R   0  R
 3.13 218 00  0.00 00   0 00  0.00  R   0  R
 3.20 203 00  0.00 00   0 00  0.00  R   0  R
 3.27 208 00  0.00 00   0 00  0.00  M   0  M
 3.33 208 00  0.00 00   0 00  0.00  M   0  M
 3.40 203 00  0.00 00   0 00  0.00  M   0  M
 3.47 191 00  0.00 00   0 00  0.00  M   0  M
 3.53 206 00  0.00 00   0 00  0.00  M   0  M
 3.60 203 00  0.00 00   0 00  0.00  M   0  M
 3.67 211 00  0.00 00   0 00  0.00  M   0  M
 3.73 218 00  0.00 00   0 00  0.00  M   0  M
 3.80 206 00  0.00 00   0 00  0.00  R   0  R
 3.87 201 00  0.00 00   0 00  0.00  M   0  M
 3.93 218 00  0.00 00   0 00  0.00  M   0  M
 4.00 211 00  0.00 00   0 00  0.00  M   0  M
 4.13 193 00  0.00 00   0 00  0.00  M   0  M
