HORA H'F QD FOF1 QD H'F2 QD FOF2 QD HPF2 QD 
 0.00 206 00  0.00 00   0 00 13.00 00 249 00
 0.07 203 00  0.00 00   0 00 12.60 00 246 00
 0.13 198 00  0.00 00   0 00 13.00 00 254 00
 0.20 206 00  0.00 00   0 00 12.70 00 246 00
 0.27 203 00  0.00 00   0 00 12.50 00 244 00
 0.33 206 00  0.00 00   0 00 12.70 00 251 00
 0.40 203 00  0.00 00   0 00 12.10 00 234 00
 0.53 203 00  0.00 00   0 00 11.80 00 239 00
 0.60 198 00  0.00 00   0 00 11.40 00 231 00
 0.73 196 00  0.00 00   0 00 11.40 00 239 00
 0.80 198 00  0.00 00   0 00 10.50 00 236 00
 0.87 201 00  0.00 00   0 00 10.30 00 239 00
 0.93 206 00  0.00 00   0 00 10.00 00 241 00
 1.00 201 00  0.00 00   0 00  9.57 00 236 00
 1.07 201 00  0.00 00   0 00  9.47 00 241 00
 1.20 198 00  0.00 00   0 00  9.33 00 256 00
 1.27 203 00  0.00 00   0 00  9.14 00 249 00
 1.33 206 00  0.00 00   0 00  9.00 00 251 00
 1.40 198 00  0.00 00   0 00  9.28 00 256 00
 1.47 211 00  0.00 00   0 00  9.09 00 249 00
 1.53 206 00  0.00 00   0 00  8.91 00 251 00
 1.60 206 00  0.00 00   0 00  8.73 00 254 00
 1.67 203 00  0.00 00   0 00  8.64 00 261 00
 1.73 208 00  0.00 00   0 00  8.64 00 254 00
 1.80 206 00  0.00 00   0 00  8.30 00 254 00
 1.87 206 00  0.00 00   0 00  8.64 00 261 00
 1.93 208 00  0.00 00   0 00  8.77 00 254 00
 2.00 211 00  0.00 00   0 00  8.60 00 251 00
 2.07 206 00  0.00 00   0 00  8.64 00 249 00
 2.13 203 00  0.00 00   0 00  8.60 00 254 00
 2.20 206 00  0.00 00   0 00  8.86 00 251 00
 2.27 211 00  0.00 00   0 00  8.55 00 249 00
 2.33 208 00  0.00 00   0 00  8.30 00 241 00
 2.40 208 00  0.00 00   0 00  8.34 00 246 00
 2.47 208 00  0.00 00   0 00  8.05 00 234 00
 2.53 203 00  0.00 00   0 00  7.97 00 236 00
 2.60 198 00  0.00 00   0 00  7.73 00 241 00
 2.67 198 00  0.00 00   0 00  7.49 00 241 00
 2.73 203 00  0.00 00   0 00  7.53 00 249 00
 2.80 203 00  0.00 00   0 00  7.38 00 239 00
 2.87 206 00  0.00 00   0 00  7.20 00 249 00
 2.93 203 00  0.00 00   0 00  7.09 00 249 00
 3.00 201 00  0.00 00   0 00  7.01 00 239 00
 3.07 201 00  0.00 00   0 00  7.05 00 244 00
 3.13 196 00  0.00 00   0 00  7.23 00 246 00
 3.20 198 00  0.00 00   0 00  6.80 00 244 00
 3.27 201 00  0.00 00   0 00  7.05 00 241 00
 3.33 198 00  0.00 00   0 00  6.80 00 239 00
 3.40 203 00  0.00 00   0 00  6.63 00 241 00
 3.47 198 00  0.00 00   0 00  6.50 00 236 00
 3.53 203 00  0.00 00   0 00  6.47 00 226 00
 3.60 203 00  0.00 00   0 00  6.18 00 231 00
 3.67 196 00  0.00 00   0 00  6.08 00 231 00
 3.73 193 00  0.00 00   0 00  5.90 00 409 00
 3.80 201 00  0.00 00   0 00  5.61 00 229 00
 3.87 206 00  0.00 00   0 00  5.47 00 236 00
 3.93 198 00  0.00 00   0 00  5.58 00 249 00
 4.00 203 00  0.00 00   0 00  5.36 00 254 00
 4.07 206 00  0.00 00   0 00  5.17 00 234 00
 4.13 201 00  0.00 00   0 00  4.79 00 234 00
 4.20 201 00  0.00 00   0 00  4.51 00 229 00
 4.27 198 00  0.00 00   0 00  4.53 00 234 00
 4.33 198 00  0.00 00   0 00  4.30 00 246 00
 4.40 201 00  0.00 00   0 00  4.13 00 241 00
 4.47 218 00  0.00 00   0 00  3.95 00 244 00
 4.53 221 00  0.00 00   0 00  3.89 00 259 00
 4.60 229 00  0.00 00   0 00  3.87 00 259 00
 4.67 224 00  0.00 00   0 00  3.87 00 276 00
 4.73 221 00  0.00 00   0 00  3.64 00 251 00
 4.80 226 00  0.00 00   0 00  3.64 00 251 00
 4.87 229 00  0.00 00   0 00  3.60 00 264 00
 4.93 229 00  0.00 00   0 00  3.48 00 269 00
 5.00 236 00  0.00 00   0 00  3.39 00 264 00
 5.07 231 00  0.00 00   0 00  3.49 00 264 00
 5.13 239 00  0.00 00   0 00  3.32 00 264 00
