HORA H'F QD FOF1 QD H'F2 QD FOF2 QD HPF2 QD 
 2.27 216 00  0.00 00   0 00  0.00 00   0 00
 2.33 218 00  0.00 00   0 00  0.00 00   0 00
 2.40 211 00  0.00 00   0 00  0.00 00   0 00
 2.47 211 00  0.00 00   0 00  0.00 00   0 00
 2.53 211 00  0.00 00   0 00  0.00 00   0 00
 2.60 218 00  0.00 00   0 00  0.00 00   0 00
 2.67 208 00  0.00 00   0 00  0.00 00   0 00
 2.73 208 00  0.00 00   0 00  0.00 00   0 00
 2.80 211 00  0.00 00   0 00  0.00 00   0 00
 2.87 208 00  0.00 00   0 00  0.00 00   0 00
 2.93 206 00  0.00 00   0 00  0.00 00   0 00
 3.00 208 00  0.00 00   0 00  0.00 00   0 00
 3.07 208 00  0.00 00   0 00 11.10 00 254 00
 3.13 206 00  0.00 00   0 00 10.80 00 246 00
 3.20 211 00  0.00 00   0 00 10.40 00 241 00
 3.27 208 00  0.00 00   0 00 10.30 00 244 00
 3.33 203 00  0.00 00   0 00  9.96 00 239 00
 3.40 201 00  0.00 00   0 00  9.86 00 239 00
 3.47 203 00  0.00 00   0 00  9.57 00 241 00
 3.53 203 00  0.00 00   0 00  9.62 00 236 00
 3.60 196 00  0.00 00   0 00  9.18 00 236 00
 3.67 193 00  0.00 00   0 00  8.91 00 234 00
 3.73 193 00  0.00 00   0 00  8.55 00 236 00
 3.80 193 00  0.00 00   0 00  8.30 00 229 00
 3.87 193 00  0.00 00   0 00  8.17 00 236 00
 3.93 193 00  0.00 00   0 00  8.09 00 239 00
 4.00 201 00  0.00 00   0 00  7.93 00 234 00
 4.07 196 00  0.00 00   0 00  7.65 00 234 00
 4.13 196 00  0.00 00   0 00  7.53 00 229 00
 4.20 196 00  0.00 00   0 00  7.05 00 224 00
 4.27 188 00  0.00 00   0 00  6.73 00 221 00
 4.33 188 00  0.00 00   0 00  6.24 00 229 00
 4.40 188 00  0.00 00   0 00  5.67 00 218 00
 4.47 188 00  0.00 00   0 00  5.30 00 221 00
 4.53 183 00  0.00 00   0 00  4.91 00 229 00
 4.60 186 00  0.00 00   0 00  4.53 00 221 00
 4.67 198 00  0.00 00   0 00  4.46 00 254 00
 4.73 198 00  0.00 00   0 00  4.35 00 254 00
 4.80 208 00  0.00 00   0 00  4.11 00 249 00
 4.87 216 00  0.00 00   0 00  4.20 00 264 00
 4.93 221 00  0.00 00   0 00  4.15 00 271 00
 5.00 221 00  0.00 00   0 00  4.09 00 256 00
 5.07 221 00  0.00 00   0 00  3.99 00 259 00
 5.13 216 00  0.00 00   0 00  3.89 00 261 00
 5.20 224 00  0.00 00   0 00  3.75 00 251 00
 5.27 224 00  0.00 00   0 00  3.75 00 259 00
 5.33 221 00  0.00 00   0 00  3.68 00 254 00
 5.40 221 00  0.00 00   0 00  3.62 00 256 00
 5.47 224 00  0.00 00   0 00  3.55 00 251 00
 5.53 226 00  0.00 00   0 00  3.48 00 249 00
 5.60 218 00  0.00 00   0 00  3.36 00 249 00
 5.67 226 00  0.00 00   0 00  3.21 00 251 00
 5.73 231 00  0.00 00   0 00  3.14 00 261 00
 5.80 239 00  0.00 00   0 00  3.09 00 269 00
 5.87 234 00  0.00 00   0 00  3.05 00 259 00
 5.93 231 00  0.00 00   0 00  3.08 00 266 00
 6.00 234 00  0.00 00   0 00  3.06 00 269 00
 6.07 234 00  0.00 00   0 00  3.11 00 264 00
 6.13 234 00  0.00 00   0 00  3.05 00 261 00
 6.20 234 00  0.00 00   0 00  2.97 00 259 00
 6.27 234 00  0.00 00   0 00  2.95 00 271 00
 6.33 236 00  0.00 00   0 00  2.94 00 269 00
 6.40 241 00  0.00 00   0 00  2.97 00 274 00
 6.47 239 00  0.00 00   0 00  2.82 00 259 00
 6.53 234 00  0.00 00   0 00  2.78 00 251 00
 6.60 231 00  0.00 00   0 00  2.71 00 256 00
 6.67 229 00  0.00 00   0 00  2.70 00 259 00
 6.73 226 00  0.00 00   0 00  2.72 00 256 00
 6.80 234 00  0.00 00   0 00  2.71 00 251 00
 6.87 226 00  0.00 00   0 00  2.90 00 244 00
 6.93 226 00  0.00 00   0 00  2.81 00 236 00
 7.00 221 00  0.00 00   0 00  2.82 00 241 00
 7.07 226 00  0.00 00   0 00  2.88 00 234 00
 7.13 216 00  0.00 00   0 00  2.82 00 229 00
 7.20 216 00  0.00 00   0 00  2.77 00 229 00
 7.27 211 00  0.00 00   0 00  2.60 00 224 00
 7.33 218 00  0.00 00   0 00  2.54 00 229 00
 7.40 203 00  0.00 00   0 00  2.49 00 231 00
 7.47 213 00  0.00 00   0 00  2.36 00 216 00
 7.53 216 00  0.00 00   0 00  2.23 00 224 00
 7.60 218 00  0.00 00   0 00  2.16 00 224 00
 7.67 218 00  0.00 00   0 00  2.19 00 226 00
 7.73 216 00  0.00 00   0 00  2.09 00 216 00
 7.80 216 00  0.00 00   0 00  1.98 00 216 00
 7.87 218 00  0.00 00   0 00  1.85 00 216 00
 7.93 213 00  0.00 00   0 00  1.75 00 218 00
 8.00 216 00  0.00 00   0 00  1.84 00 218 00
 8.07 244 00  0.00 00   0 00  1.89 00 269 00
 8.13 266 00  0.00 00   0 00  2.07 00 311 00
 8.20 271 00  0.00 00   0 00  2.35 00 314 00
 8.27 261 00  0.00 00   0 00  2.54 00 294 00
 8.33 251 00  0.00 00   0 00  2.72 00 276 00
 8.40 239 00  0.00 00   0 00  3.09 00 269 00
 8.47 241 00  0.00 00   0 00  3.37 00 271 00
 8.53 241 00  0.00 00   0 00  3.66 00 266 00
 8.60 239 00  0.00 00   0 00  3.95 00 264 00
 8.67 236 00  0.00 00   0 00  4.13 00 266 00
 8.73 239 00  0.00 00   0 00  4.48 00 266 00
 8.80 234 00  0.00 00   0 00  4.58 00 259 00
 8.87 231 00  0.00 00   0 00  4.91 00 261 00
 8.93 229 00  0.00 00   0 00  5.09 00 266 00
 9.00 234 00  0.00 00   0 00  5.20 00 269 00
 9.07 231 00  0.00 00   0 00  5.50 00 269 00
 9.13 229 00  0.00 00   0 00  5.64 00 261 00
 9.20 221 00  0.00 00   0 00  5.81 00 269 00
 9.27 224 00  0.00 00   0 00  6.05 00 266 00
 9.33 221 00  0.00 00   0 00  6.11 00 246 00
 9.40 218 00  0.00 00   0 00  6.18 00 256 00
 9.47 226 00  0.00 00   0 00  6.18 00 264 00
 9.53 216 00  0.00 00   0 00  6.40 00 271 00
 9.60 218 00  0.00 00   0 00  6.53 00 269 00
 9.67 221 00  0.00 00   0 00  6.53 00 274 00
 9.73 211 00  0.00 00   0 00  6.63 00 281 00
 9.80 208 00  4.22 00 256 00  6.77 00 284 00
 9.87 213 00  3.95 00 246 00  6.91 00 279 00
 9.93 218 00  4.74 00 261 00  6.91 00 284 00
10.00 203 00  4.65 00 264 00  6.98 00 289 00
10.07 216 00  4.44 00 261 00  7.01 00 294 00
10.13 213 00  4.62 00 269 00  7.27 00 299 00
10.20 208 00  4.42 00 266 00  7.61 00 309 00
10.27 203 00  4.51 00 266 00  7.57 00 304 00
10.33 203 00  4.44 00 271 00  7.61 00 299 00
10.40 203 00  4.42 00 271 00  7.57 00 299 00
10.47 208 00  4.51 00 276 00  7.85 00 304 00
10.53 203 00  4.69 00 271 00  7.85 00 299 00
10.60 203 00  4.51 00 271 00  7.89 00 304 00
10.67 211 00  4.72 00 284 00  8.09 00 326 00
10.73 201 00  4.55 00 274 00  8.05 00 331 00
10.80 201 00  4.72 00 289 00  8.30 00 336 00
10.87 201 00  4.69 00 291 00  8.30 00 329 00
10.93 198 00  4.53 00 286 00  8.51 00 349 00
11.00 191 00  4.89 00 286 00  8.38 00 329 00
11.07 183 00  4.86 00 296 00  8.42 00 341 00
11.13 221 00  4.99 00 299 00  8.42 00 366 00
11.20 196 00  4.81 00 294 00  8.69 00 369 00
11.27 208 00  4.74 00 286 00  8.47 00 359 00
11.33 213 00  4.94 00 304 00  8.69 00 384 00
11.40 191 00  4.81 00 306 00  8.82 00 384 00
11.47 203 00  4.89 00 306 00  9.05 00 391 00
11.53 203 00  4.96 00 311 00  9.05 00 399 00
11.60 196 00  4.55 00 304 00  8.86 00 386 00
11.67 206 00  4.86 00 309 00  8.86 00 391 00
11.73 201 00  4.96 00 311 00  9.14 00 406 00
11.80 201 00  4.94 00 314 00  9.23 00 404 00
11.87 201 00  4.86 00 311 00  9.33 00 404 00
11.93 188 00  4.62 00 304 00  9.28 00 409 00
12.00 193 00  4.96 00 319 00  9.62 00 421 00
12.07 188 00  4.79 00 311 00  9.47 00 416 00
12.13 201 00  4.81 00 319 00  9.37 00 429 00
12.20 196 00  4.72 00 311 00  9.57 00 421 00
12.33 198 00  4.79 00 309 00  9.57 00 434 00
12.40 191 00  4.94 00 336 00 10.00 00 442 00
12.47 198 00  4.96 00 331 00  9.76 00 439 00
12.53 196 00  4.86 00 336 00  9.96 00 447 00
12.60 206 00  4.74 00 336 00  9.66 00 449 00
12.67 188 00  4.65 00 329 00 10.10 00 449 00
12.73 196 00  4.99 00 339 00 10.20 00 447 00
12.80 191 00  4.91 00 329 00 10.20 00 452 00
12.87 181 00  4.94 00 351 00 10.40 00 442 00
12.93 186 00  4.86 00 344 00 10.50 00 447 00
13.00 196 00  4.84 00 346 00 10.50 00 452 00
13.07 191 00  4.65 00 341 00 10.50 00 449 00
13.13 196 00  4.62 00 334 00 10.30 00 454 00
13.20 208 00  4.67 00 346 00 10.30 00 459 00
13.27 191 00  4.72 00 329 00 10.20 00 457 00
13.33 198 00  4.72 00 331 00 10.80 00 464 00
13.40 181 00  4.72 00 319 00 10.50 00 467 00
13.47 183 00  4.77 00 326 00 10.90 00 479 00
13.53 193 00  4.74 00 326 00 10.70 00 469 00
14.07 181 00  4.86 00 351 00 11.40 00 479 00
14.13 186 00  4.86 00 356 00 10.80 00 444 00
14.20 191 00  4.84 00 346 00 10.80 00 454 00
14.27 188 00  4.84 00 339 00 11.00 00 457 00
14.60 188 00  4.67 00 316 00 11.10 00 452 00
14.67 188 00  4.74 00 326 00 10.40 00 442 00
14.73 178 00  4.84 00 334 00 10.60 00 439 00
14.80 183 00  5.07 00 351 00 10.60 00 447 00
14.87 186 00  4.69 00 336 00 10.90 00 454 00
14.93 176 00  4.96 00 346 00 10.50 00 439 00
15.13 178 00  4.72 00 359 00 10.90 00 442 00
15.20 171 00  4.77 00 366 00 10.60 00 429 00
15.27 176 00  5.01 00 369 00 10.90 00 434 00
15.33 183 00  4.72 00 364 00 10.90 00 447 00
15.40 171 00  4.86 00 354 00 10.90 00 444 00
15.47 176 00  4.69 00 354 00 10.80 00 442 00
15.53 173 00  4.48 00 336 00 11.00 00 444 00
15.60 178 00  5.01 00 364 00 10.50 00 434 00
15.67 193 00  5.04 00 374 00 11.00 00 436 00
15.73 186 00  4.81 00 364 00 11.30 00 449 00
15.80 178 00  4.81 00 369 00 11.10 00 439 00
15.87 176 00  4.89 00 374 00 11.20 00 436 00
15.93 183 00  4.77 00 376 00 11.00 00 431 00
16.00 198 00  5.01 00 379 00 11.40 00 434 00
16.07 176 00  4.89 00 371 00 11.10 00 429 00
16.13 191 00  4.86 00 369 00 11.10 00 431 00
16.20 181 00  4.77 00 361 00 11.20 00 419 00
16.27 193 00  4.72 00 371 00 11.70 00 429 00
16.33 193 00  4.86 00 361 00 11.80 00 416 00
16.40 198 00  5.01 00 364 00 11.50 00 404 00
16.47 208 00  4.89 00 369 00 11.50 00 404 00
16.53 201 00  4.77 00 346 00 11.50 00 401 00
16.60 196 00  4.69 00 341 00 11.40 00 401 00
16.67 203 00  4.89 00 329 00 11.50 00 401 00
16.73 221 00  4.62 00 326 00 11.40 00 389 00
16.80 186 00  4.48 00 326 00 11.60 00 391 00
16.87 176 00  4.58 00 329 00 11.70 00 396 00
16.93 193 00  4.74 00 324 00 11.60 00 379 00
17.00 193 00  4.67 00 324 00 11.40 00 376 00
17.07 191 00  4.62 00 316 00 11.30 00 386 00
17.13 201 00  4.62 00 326 00 11.50 00 371 00
17.20 211 00  4.91 00 326 00 11.70 00 384 00
17.27 193 00  4.62 00 316 00 11.50 00 371 00
17.33 196 00  4.94 00 324 00 11.80 00 374 00
17.40 198 00  4.99 00 319 00 11.80 00 354 00
17.47 181 00  4.65 00 321 00 11.80 00 359 00
17.53 201 00  4.65 00 324 00 12.10 00 366 00
17.60 196 00  4.77 00 316 00 12.20 00 356 00
17.67 221 00  4.94 00 319 00 11.80 00 349 00
17.73 218 00  4.77 00 306 00 12.00 00 349 00
17.80 213 00  4.67 00 304 00 12.50 00 344 00
17.87 208 00  4.72 00 316 00 12.30 00 346 00
17.93 211 00  4.69 00 309 00 12.10 00 341 00
18.00 211 00  4.65 00 294 00 12.00 00 336 00
18.07 203 00  4.51 00 304 00 12.20 00 334 00
18.13 203 00  4.60 00 286 00 11.80 00 334 00
18.20 218 00  4.77 00 296 00 12.40 00 331 00
18.27 216 00  4.89 00 299 00 11.70 00 319 00
18.33 224 00  4.89 00 289 00 11.70 00 321 00
18.40 218 00  4.89 00 294 00 11.90 00 319 00
18.47 226 00  4.72 00 286 00 11.80 00 311 00
18.53 229 00  4.55 00 281 00 12.50 00 329 00
18.60 224 00  4.42 00 281 00 12.10 00 326 00
18.67 231 00  4.44 00 271 00 11.50 00 316 00
18.73 221 00  4.48 00 279 00 12.10 00 331 00
18.87 218 00  4.65 00 284 00 11.80 00 314 00
18.93 201 00  4.28 00 266 00 11.90 00 311 00
19.00 224 00  4.62 00 281 00 12.00 00 311 00
19.07 221 00  4.81 00 281 00 11.50 00 306 00
19.13 229 00  4.51 00 274 00 11.90 00 301 00
19.20 216 00  4.39 00 269 00 11.60 00 311 00
19.27 226 00  5.81 00 281 00 11.80 00 316 00
19.33 213 00  4.39 00 269 00 11.90 00 306 00
19.40 224 00  4.35 00 274 00 12.10 00 316 00
19.47 224 00  3.95 00 266 00 12.00 00 306 00
19.53 239 00  4.44 00 271 00 11.80 00 316 00
19.60 236 00  4.05 00 266 00 12.10 00 309 00
19.67 249 00  0.00 00   0 00 12.20 00 311 00
19.73 241 00  0.00 00   0 00 12.00 00 304 00
19.80 244 00  0.00 00   0 00 11.50 00 296 00
19.87 249 00  0.00 00   0 00 11.70 00 301 00
19.93 244 00  0.00 00   0 00 11.80 00 291 00
20.00 241 00  0.00 00   0 00 11.30 00 279 00
20.07 236 00  0.00 00   0 00 11.50 00 284 00
20.13 241 00  0.00 00   0 00 11.50 00 296 00
20.20 239 00  0.00 00   0 00 10.90 00 281 00
20.27 231 00  0.00 00   0 00 11.00 00 291 00
20.33 229 00  0.00 00   0 00 11.10 00 294 00
20.40 239 00  0.00 00   0 00 10.80 00 304 00
20.47 229 00  0.00 00   0 00 10.80 00 304 00
20.53 239 00  0.00 00   0 00 10.80 00 281 00
20.60 234 00  0.00 00   0 00 10.80 00 294 00
20.67 231 00  0.00 00   0 00 10.80 00 281 00
20.73 236 00  0.00 00   0 00 10.90 00 294 00
20.80 241 00  0.00 00   0 00 10.50 00 304 00
20.87 229 00  0.00 00   0 00 10.40 00 299 00
20.93 234 00  0.00 00   0 00 10.30 00 311 00
21.07 239 00  0.00 00   0 00 10.30 00 306 00
21.13 226 00  0.00 00   0 00 10.60 00 324 00
21.20 236 00  0.00 00   0 00 10.60 00 311 00
21.27 249 00  0.00 00   0 00 10.30 00 311 00
21.33 246 00  0.00 00   0 00 10.20 00 321 00
21.40 254 00  0.00 00   0 00 10.80 00 321 00
21.47 239 00  0.00 00   0 00 10.90 00 319 00
21.53 249 00  0.00 00   0 00 10.60 00 316 00
21.60 244 00  0.00 00   0 00 10.30 00 309 00
21.67 256 00  0.00 00   0 00 10.40 00 311 00
21.80 246 00  0.00 00   0 00 10.80 00 331 00
21.87 244 00  0.00 00   0 00 11.20 00 344 00
21.93 249 00  0.00 00   0 00 10.90 00 329 00
22.00 246 00  0.00 00   0 00 10.90 00 321 00
22.07 259 00  0.00 00   0 00 11.60 00 326 00
22.13 256 00  0.00 00   0 00 11.50 00 326 00
22.20 244 00  0.00 00   0 00 11.10 00 311 00
22.27 269 00  0.00 00   0 00 11.30 00 314 00
22.33 241 00  0.00 00   0 00 11.50 00 314 00
22.40 251 00  0.00 00   0 00 11.30 00 306 00
22.47 241 00  0.00 00   0 00 11.70 00 304 00
22.53 241 00  0.00 00   0 00 11.60 00 301 00
22.60 251 00  0.00 00   0 00 11.60 00 301 00
22.67 254 00  0.00 00   0 00 11.70 00 299 00
22.73 239 00  0.00 00   0 00 11.90 00 306 00
22.80 236 00  0.00 00   0 00 12.10 00 301 00
22.87 244 00  0.00 00   0 00 12.30 00 304 00
22.93 239 00  0.00 00   0 00 13.00 00 291 00
23.00 221 00  0.00 00   0 00 13.10 00 291 00
23.07 224 00  0.00 00   0 00 13.30 00 291 00
23.13 216 00  0.00 00   0 00 13.20 00 294 00
23.20 221 00  0.00 00   0 00 12.60 00 286 00
23.27 229 00  0.00 00   0 00 13.60 00 286 00
23.33 224 00  0.00 00   0 00 13.10 00 269 00
23.40 216 00  0.00 00   0 00 15.30 00 279 00
23.47 213 00  0.00 00   0 00  0.00 00   0 00
23.53 211 00  0.00 00   0 00  0.00 00   0 00
23.60 208 00  0.00 00   0 00  0.00 00   0 00
23.67 226 00  0.00 00   0 00  0.00 00   0 00
23.73 213 00  0.00 00   0 00  0.00 00   0 00
23.80 211 00  0.00 00   0 00  0.00 00   0 00
23.87 211 00  0.00 00   0 00  0.00 00   0 00
23.93 226 00  0.00 00   0 00  0.00 00   0 00
