HORA H'F QD FOF1 QD H'F2 QD FOF2 QD HPF2 QD 
 0.00 229 00  0.00 00   0 00  0.00  R   0  R
 0.08 229 00  0.00 00   0 00  0.00  R   0  R
 0.17 226 00  0.00 00   0 00  0.00  R   0  R
 0.25 213 00  0.00 00   0 00  0.00  R   0  R
 0.33 203 00  0.00 00   0 00  0.00  R   0  R
 0.42 249 00  0.00 00   0 00  0.00  R   0  R
 0.50 224 00  0.00 00   0 00  0.00  R   0  R
 0.58 208 00  0.00 00   0 00  0.00  R   0  R
 0.67 206 00  0.00 00   0 00 10.50 00 304 00
 0.75 206 00  0.00 00   0 00 10.00 00 304 00
 0.83 208 00  0.00 00   0 00  9.81 00 289 00
 0.92 203 00  0.00 00   0 00  9.47 00 301 00
 1.00 211 00  0.00 00   0 00  9.00 00 284 00
 1.08 213 00  0.00 00   0 00  9.09 00 304 00
 1.17 213 00  0.00 00   0 00  8.82 00 294 00
 1.25 229 00  0.00 00   0 00  0.00  R   0  R
 1.33 216 00  0.00 00   0 00  0.00  R   0  R
 1.42 236 00  0.00 00   0 00  0.00  R   0  R
 1.50 216 00  0.00 00   0 00  0.00  R   0  R
 1.58 226 00  0.00 00   0 00  0.00  R   0  R
 1.67 221 00  0.00 00   0 00  0.00  R   0  R
 1.75 229 00  0.00 00   0 00  0.00  R   0  R
 1.83 224 00  0.00 00   0 00  0.00  R   0  R
 1.92 226 00  0.00 00   0 00  0.00  R   0  R
 2.00 224 00  0.00 00   0 00  0.00  R   0  R
 2.08 208 00  0.00 00   0 00  0.00  R   0  R
 2.17 203 00  0.00 00   0 00  0.00  R   0  R
 2.25 211 00  0.00 00   0 00  0.00  R   0  R
 2.33 206 00  0.00 00   0 00  0.00  R   0  R
 2.42 206 00  0.00 00   0 00  0.00  R   0  R
 2.50 211 00  0.00 00   0 00  0.00  R   0  R
 2.58 213 00  0.00 00   0 00  0.00  R   0  R
 2.67 211 00  0.00 00   0 00  0.00  R   0  R
 2.75 211 00  0.00 00   0 00  0.00  R   0  R
 2.83 221 00  0.00 00   0 00  6.47 00 239 00
 2.92 211 00  0.00 00   0 00  6.70 00 241 00
 3.00 211 00  0.00 00   0 00  6.60 00 261 00
 3.08 213 00  0.00 00   0 00  0.00  R   0  R
 3.17 201 00  0.00 00   0 00  5.96 00 244 00
 3.25 203 00  0.00 00   0 00  6.11 00 246 00
 3.33 206 00  0.00 00   0 00  5.52 00 226 00
 3.42 206 00  0.00 00   0 00  5.17 00 236 00
 3.50 201 00  0.00 00   0 00  4.91 00 231 00
 3.58 193 00  0.00 00   0 00  4.84 00 231 00
 3.67 188 00  0.00 00   0 00  4.74 00 241 00
 3.75 191 00  0.00 00   0 00  5.20 00 266 00
 3.83 211 00  0.00 00   0 00  4.20 00 229 00
 3.92 203 00  0.00 00   0 00  4.35 00 259 00
 4.00 221 00  0.00 00   0 00  4.13 00 251 00
 4.08 203 00  0.00 00   0 00  4.39 00 259 00
 4.17 213 00  0.00 00   0 00  3.97 00 241 00
 4.25 208 00  0.00 00   0 00  3.87 00 236 00
 4.33 206 00  0.00 00   0 00  3.71 00 236 00
 4.42 201 00  0.00 00   0 00  3.57 00 236 00
 4.50 208 00  0.00 00   0 00  3.60 00 231 00
 4.58 218 00  0.00 00   0 00  3.46 00 234 00
 4.67 226 00  0.00 00   0 00  3.29 00 239 00
 4.75 208 00  0.00 00   0 00  3.27 00 241 00
 4.83 211 00  0.00 00   0 00  3.19 00 236 00
 4.92 211 00  0.00 00   0 00  3.06 00 254 00
 5.00 218 00  0.00 00   0 00  2.97 00 236 00
 5.08 236 00  0.00 00   0 00  2.94 00 241 00
 5.17 234 00  0.00 00   0 00  3.00 00 244 00
 5.25 213 00  0.00 00   0 00  3.11 00 256 00
 5.33 216 00  0.00 00   0 00  3.09 00 254 00
 5.42 211 00  0.00 00   0 00  3.08 00 244 00
 5.50 218 00  0.00 00   0 00  2.84 00 236 00
