HORA H'F QD FOF1 QD H'F2 QD FOF2 QD HPF2 QD 
 0.00 269 00  0.00 00   0 00  7.16 00 324 00
 0.08 261 00  0.00 00   0 00  7.46 00  43 00
 0.17 269 00  0.00 00   0 00  7.61 00 329 00
 0.25 266 00  0.00 00   0 00  7.69 00 329 00
 0.33 264 00  0.00 00   0 00  8.09 00 334 00
 0.42 246 00  0.00 00   0 00  7.73 00 299 00
 0.50 249 00  0.00 00   0 00  7.77 00 304 00
 0.58 244 00  0.00 00   0 00  7.89 00 296 00
 0.67 256 00  0.00 00   0 00  8.55 00 316 00
 0.75 251 00  0.00 00   0 00  8.05 00 304 00
 0.83 251 00  0.00 00   0 00  7.93 00 291 00
 0.92 241 00  0.00 00   0 00  7.93 00 301 00
 1.00 249 00  0.00 00   0 00  8.21 00 311 00
 1.08 251 00  0.00 00   0 00  8.09 00 291 00
 1.17 241 00  0.00 00   0 00  7.89 00 289 00
 1.25 254 00  0.00 00   0 00  7.73 00 296 00
 1.33 249 00  0.00 00   0 00  8.01 00 286 00
 1.42 236 00  0.00 00   0 00  8.64 00 279 00
 1.50 226 00  0.00 00   0 00  0.00  R   0  R
 1.58 229 00  0.00 00   0 00  0.00  R   0  R
 1.67 231 00  0.00 00   0 00  0.00  R   0  R
 1.75 201 00  0.00 00   0 00  0.00  R   0  R
 1.83 221 00  0.00 00   0 00  0.00  R   0  R
 1.92 231 00  0.00 00   0 00  7.93 00 259 00
 2.00 213 00  0.00 00   0 00  0.00  R   0  R
 2.08 218 00  0.00 00   0 00  0.00  R   0  R
 2.17 226 00  0.00 00   0 00  0.00  R   0  R
 2.25 213 00  0.00 00   0 00  0.00  R   0  R
 2.33 224 00  0.00 00   0 00  0.00  R   0  R
 2.42 213 00  0.00 00   0 00  0.00  R   0  R
 2.50 208 00  0.00 00   0 00  0.00  R   0  R
 2.58 211 00  0.00 00   0 00  0.00  R   0  R
 2.67 196 00  0.00 00   0 00  0.00  R   0  R
 2.75 221 00  0.00 00   0 00  0.00  R   0  R
 2.83 216 00  0.00 00   0 00  0.00  R   0  R
 2.92 198 00  0.00 00   0 00  0.00  R   0  R
 3.00 198 00  0.00 00   0 00  0.00  R   0  R
