HORA H'F QD FOF1 QD H'F2 QD FOF2 QD HPF2 QD 
 0.00 249 00  0.00 00   0 00  0.00  R   0  R
 0.08 244 00  0.00 00   0 00  0.00  R   0  R
 0.17 264 00  0.00 00   0 00  0.00  R   0  R
 0.25 241 00  0.00 00   0 00  0.00  R   0  R
 0.33 216 00  0.00 00   0 00  0.00  R   0  R
 0.42 239 00  0.00 00   0 00  0.00  R   0  R
 0.50 216 00  0.00 00   0 00  0.00  R   0  R
 0.58 239 00  0.00 00   0 00  0.00  R   0  R
 0.67 218 00  0.00 00   0 00  0.00  R   0  R
 0.75 224 00  0.00 00   0 00  0.00  R   0  R
 0.83 226 00  0.00 00   0 00  0.00  R   0  R
 0.92 213 00  0.00 00   0 00  0.00  R   0  R
 1.00 229 00  0.00 00   0 00  0.00  R   0 00
 1.08 236 00  0.00 00   0 00  0.00  R   0  R
 1.17 226 00  0.00 00   0 00  0.00  R   0  R
 1.25 226 00  0.00 00   0 00  0.00  R   0  R
 1.33 231 00  0.00 00   0 00  0.00  R   0  R
 1.42 221 00  0.00 00   0 00  0.00  R   0  R
 1.50 229 00  0.00 00   0 00  0.00  R   0  R
 1.58 226 00  0.00 00   0 00  0.00  R   0  R
 1.67 221 00  0.00 00   0 00  0.00  R   0  R
 1.75 221 00  0.00 00   0 00  0.00  R   0  R
 1.83 226 00  0.00 00   0 00  0.00  R   0  R
 1.92 218 00  0.00 00   0 00  0.00  R   0  R
 2.00 218 00  0.00 00   0 00  0.00  R   0  R
 2.08 234 00  0.00 00   0 00  0.00  R   0  R
 2.17 249 00  0.00 00   0 00  0.00  R   0  R
 2.25 226 00  0.00 00   0 00  0.00  R   0  R
 2.33 224 00  0.00 00   0 00  0.00  R   0  R
 2.42 221 00  0.00 00   0 00  0.00  R   0  R
 2.50 213 00  0.00 00   0 00  0.00  R   0  R
 2.58 206 00  0.00 00   0 00  0.00  R   0  R
 2.67 224 00  0.00 00   0 00  0.00  R   0  R
 2.75 208 00  0.00 00   0 00  0.00  R   0  R
 2.83 218 00  0.00 00   0 00  0.00  R   0  R
 2.92 208 00  0.00 00   0 00  0.00  R   0  R
 3.00 216 00  0.00 00   0 00  8.95 00 249 00
 3.08 206 00  0.00 00   0 00  8.64 00 246 00
 3.17 203 00  0.00 00   0 00  8.30 00 236 00
 3.33 206 00  0.00 00   0 00  7.38 00 244 00
 3.42 208 00  0.00 00   0 00  6.73 00 251 00
 3.50 208 00  0.00 00   0 00  6.43 00 256 00
 3.58 203 00  0.00 00   0 00  6.24 00 254 00
 3.67 221 00  0.00 00   0 00  6.18 00 259 00
 3.75 218 00  0.00 00   0 00  6.18 00 266 00
 3.83 234 00  0.00 00   0 00  6.30 00 261 00
 3.92 221 00  0.00 00   0 00  5.99 00 269 00
 4.00 221 00  0.00 00   0 00  6.11 00 269 00
 4.08 236 00  0.00 00   0 00  6.11 00 269 00
 4.17 226 00  0.00 00   0 00  6.18 00 251 00
 4.25 234 00  0.00 00   0 00  5.93 00 251 00
 4.33 226 00  0.00 00   0 00  5.84 00 249 00
 4.42 226 00  0.00 00   0 00  5.81 00 244 00
 4.50 216 00  0.00 00   0 00  5.64 00 239 00
 4.58 213 00  0.00 00   0 00  5.61 00 246 00
 4.67 221 00  0.00 00   0 00  5.17 00 236 00
 4.83 213 00  0.00 00   0 00  4.99 00 246 00
