HORA H'F QD FOF1 QD H'F2 QD FOF2 QD HPF2 QD 
 0.00 276 00  0.00 00   0 00  0.00  R   0  R
 0.08 271 00  0.00 00   0 00  0.00  R   0  R
 0.17 269 00  0.00 00   0 00  0.00  R   0  R
 0.25 289 00  0.00 00   0 00  0.00  R   0  R
 0.42 289 00  0.00 00   0 00  0.00  R   0  R
 0.50 261 00  0.00 00   0 00  0.00  R   0  R
 0.58 259 00  0.00 00   0 00  0.00  R   0  R
 0.67 271 00  0.00 00   0 00  0.00  R   0  R
 0.75 254 00  0.00 00   0 00  0.00  R   0  R
 0.83 244 00  0.00 00   0 00  0.00  R   0  R
 0.92 254 00  0.00 00   0 00  0.00  R   0  R
 1.00 236 00  0.00 00   0 00  0.00  R   0  R
 1.08 218 00  0.00 00   0 00  0.00  R   0  R
 1.17 236 00  0.00 00   0 00  0.00  R   0  R
 1.25 229 00  0.00 00   0 00  0.00  R   0  R
 1.33 236 00  0.00 00   0 00  0.00  R   0  R
 1.42 236 00  0.00 00   0 00  0.00  R   0  R
 1.50 241 00  0.00 00   0 00  0.00  R   0  R
 1.58 226 00  0.00 00   0 00  0.00  R   0  R
 1.67 236 00  0.00 00   0 00  0.00  R   0  R
 1.75 211 00  0.00 00   0 00  0.00  R   0  R
 1.83 206 00  0.00 00   0 00  0.00  R   0  R
 1.92 213 00  0.00 00   0 00  0.00  R   0  R
 2.00 201 00  0.00 00   0 00  0.00  R   0  R
 2.08 203 00  0.00 00   0 00  0.00  M   0  M
 2.17 213 00  0.00 00   0 00  0.00  M   0  M
 2.25 213 00  0.00 00   0 00  0.00  M   0  M
 2.33 198 00  0.00 00   0 00  0.00  M   0  M
 2.42 186 00  0.00 00   0 00  0.00  M   0  M
 2.50 203 00  0.00 00   0 00  0.00  R   0  R
 2.58 206 00  0.00 00   0 00  0.00  M   0  M
 2.67 193 00  0.00 00   0 00  0.00  M   0  M
 2.75 183 00  0.00 00   0 00  0.00  M   0  M
 2.83 183 00  0.00 00   0 00  0.00  M   0  M
 2.92 191 00  0.00 00   0 00  0.00  M   0  M
 3.00 193 00  0.00 00   0 00  0.00  M   0  M
 3.08 196 00  0.00 00   0 00  0.00  M   0 00
 3.17 198 00  0.00 00   0 00  0.00  M   0  M
 3.25 188 00  0.00 00   0 00  0.00  R   0  R
 3.33 186 00  0.00 00   0 00  0.00  R   0  R
 3.42 198 00  0.00 00   0 00  0.00  R   0  R
 3.50 196 00  0.00 00   0 00  0.00  R   0  R
 3.58 198 00  0.00 00   0 00  0.00  M   0  M
 3.67 211 00  0.00 00   0 00  0.00  M   0  M
 3.75 206 00  0.00 00   0 00  0.00  M   0  M
 3.83 213 00  0.00 00   0 00  0.00  M   0  M
 3.92 201 00  0.00 00   0 00  0.00  M   0  M
 4.00 218 00  0.00 00   0 00  0.00  M   0  M
 4.08 218 00  0.00 00   0 00  0.00  M   0  M
 4.17 216 00  0.00 00   0 00  0.00  M   0  M
 4.25 218 00  0.00 00   0 00  0.00  M   0  M
 4.33 231 00  0.00 00   0 00  0.00  M   0  M
 4.42 234 00  0.00 00   0 00  0.00  M   0  M
 4.50 208 00  0.00 00   0 00  0.00  M   0  M
 4.58 221 00  0.00 00   0 00  0.00  R   0  R
 4.67 224 00  0.00 00   0 00  0.00  M   0  M
 4.75 211 00  0.00 00   0 00  0.00  M   0  M
 4.83 218 00  0.00 00   0 00  0.00  M   0  M
 4.92 208 00  0.00 00   0 00  0.00  M   0  M
 5.00 216 00  0.00 00   0 00  0.00  M   0  M
 5.08 198 00  0.00 00   0 00  0.00  M   0  M
 5.17 206 00  0.00 00   0 00  0.00  M   0  M
 5.25 191 00  0.00 00   0 00  0.00  M   0  M
 5.33 203 00  0.00 00   0 00  0.00  M   0  M
 5.42 198 00  0.00 00   0 00  0.00  M   0  M
 5.58 206 00  0.00 00   0 00  0.00  M   0  M
 5.67 188 00  0.00 00   0 00  0.00  M   0  M
 5.75 198 00  0.00 00   0 00  0.00  M   0  M
 5.83 201 00  0.00 00   0 00  0.00  M   0  M
 5.92 191 00  0.00 00   0 00  0.00  M   0  M
 6.00 191 00  0.00 00   0 00  0.00  M   0  M
 6.08 198 00  0.00 00   0 00  0.00  M   0  M
 6.17 191 00  0.00 00   0 00  0.00  M   0  M
 6.25 196 00  0.00 00   0 00  0.00  M   0  M
 6.33 198 00  0.00 00   0 00  0.00  M   0 00
 6.42 198 00  0.00 00   0 00  0.00  M   0  M
 6.50 201 00  0.00 00   0 00  0.00  M   0  M
 6.58 201 00  0.00 00   0 00  0.00  M   0  M
 6.67 201 00  0.00 00   0 00  0.00  M   0  M
 6.75 201 00  0.00 00   0 00  0.00  M   0  M
 6.83 201 00  0.00 00   0 00  0.00  M   0  M
 6.92 206 00  0.00 00   0 00  0.00  M   0  M
 7.00 206 00  0.00 00   0 00  0.00  M   0  M
 7.08 218 00  0.00 00   0 00  0.00  M   0  M
 7.17 213 00  0.00 00   0 00  0.00  M   0  M
 7.25 216 00  0.00 00   0 00  0.00  R   0  R
 7.33 216 00  0.00 00   0 00  0.00  R   0  R
 7.42 231 00  0.00 00   0 00  0.00  M   0 00
 7.50 236 00  0.00 00   0 00  0.00  M   0  M
 7.58 239 00  0.00 00   0 00  0.00  M   0  M
 7.67 261 00  0.00 00   0 00  0.00  M   0  M
 7.75 259 00  0.00 00   0 00  0.00  M   0  M
 7.83 274 00  0.00 00   0 00  0.00  M   0  M
 7.92 264 00  0.00 00   0 00  0.00  M   0  M
 8.00 261 00  0.00 00   0 00  0.00  M   0  M
 8.08 246 00  0.00 00   0 00  0.00  M   0  M
 8.17 251 00  0.00 00   0 00  0.00  M   0  M
 8.25 241 00  0.00 00   0 00  0.00  M   0  M
 8.33 239 00  0.00 00   0 00  0.00  M   0  M
 8.42 234 00  0.00 00   0 00  0.00  M   0  M
 8.50 249 00  0.00 00   0 00  0.00  M   0  M
 8.58 231 00  0.00 00   0 00  3.99 00 259 00
 8.67 231 00  0.00 00   0 00  4.28 00 264 00
 8.75 236 00  0.00 00   0 00  4.26 00 276 00
 8.83 229 00  0.00 00   0 00  4.69 00 279 00
 8.92 236 00  0.00 00   0 00  5.04 00 281 00
 9.00 236 00  0.00 00   0 00  4.89 00 276 00
 9.08 244 00  0.00 00   0 00  4.89 00 274 00
 9.17 236 00  0.00  L   0  L  4.96 00 286 00
 9.25 229 00  0.00  L   0  L  4.99 00 294 00
 9.33 234 00  0.00  L   0  L  5.22 00 311 00
 9.42 234 00  0.00  L   0  L  5.25 00 311 00
 9.50 241 00  0.00  L   0  L  5.30 00 311 00
 9.58 234 00  0.00  L   0  L  5.36 00 309 00
 9.67 211 00  0.00  L   0  L  5.52 00 316 00
 9.75 208 00  0.00  L   0  L  5.50 00 324 00
 9.83 224 00  0.00  L   0  L  5.47 00 331 00
 9.92 226 00  3.97 00 324 00  5.64 00 329 00
10.00 218 00  4.30 00 326 00  5.72 00 339 00
10.08 234 00  4.20 00 324 00  5.72 00 326 00
10.17 224 00  4.33 00 314 00  5.72 00 319 00
10.25 241 00  4.53 00 329 00  5.84 00 331 00
10.33 226 00  0.00  L   0  L  5.81 00 339 00
10.42 311 UC  0.00  L   0  L  5.72 00 351 00
10.50   0  C  0.00  C   0  C  5.87 00 354 00
10.58   0  C  0.00  C   0  C  5.99 00 366 00
10.67   0  C  0.00  C   0  C  5.84 00 376 00
10.75   0  C  0.00  C   0  C  5.75 00 359 00
10.83   0  C  0.00  C   0  C  5.87 00 379 00
10.92 221 00  4.37 00 374 00  6.02 00 391 00
11.00 218 00  4.39 00 366 00  5.96 00 389 00
11.08 203 00  4.55 00 384 00  6.30 00 409 00
11.17 213 00  4.53 00 376 00  6.05 00 386 00
11.25 216 00  4.55 00 369 00  5.90 00 381 00
11.33 224 00  4.28 00 366 00  6.02 00 376 00
11.42   0  C  4.26 00 374 00  6.21 00 409 00
11.50   0  C  4.20 IC 379 00  5.99 00 406 00
11.58 201 00  4.26 00 396 00  6.05 00 426 00
11.67 191 00  4.35 00 414 00  6.43 00 462 00
11.75 206 00  4.58 00 431 00  6.37 00 472 00
