HORA H'F QD FOF1 QD H'F2 QD FOF2 QD HPF2 QD 
 0.00 229 00  0.00 00   0 00  6.43 00 289 00
 0.08 221 00  0.00 00   0 00  6.11 00 279 00
 0.17 229 00  0.00 00   0 00  6.18 00 291 00
 0.25 241 00  0.00 00   0 00  5.55 00 309 00
 0.33 249 00  0.00 00   0 00  5.75 00 311 00
 0.42 246 00  0.00 00   0 00  5.36 00 294 00
 0.50 254 00  0.00 00   0 00  5.52 00 321 00
 0.58 266 00  0.00 00   0 00  5.52 00 324 00
 0.67 264 00  0.00 00   0 00  5.67 00 321 00
 0.75 271 00  0.00 00   0 00  5.50 00 319 00
 0.83 249 00  0.00 00   0 00  5.75 00 304 00
 0.92 256 00  0.00 00   0 00  5.52 00 296 00
 1.00 254 00  0.00 00   0 00  5.47 00 291 00
 1.08 251 00  0.00 00   0 00  6.05 00 309 00
 1.17 256 00  0.00 00   0 00  6.27 00 314 00
 1.25 246 00  0.00 00   0 00  6.24 00 299 00
 1.33 251 00  0.00 00   0 00  6.30 00 294 00
 1.42 244 00  0.00 00   0 00  6.27 00 274 00
 1.50 229 00  0.00 00   0 00  5.75 00 276 00
 1.58 224 00  0.00 00   0 00  5.87 00 259 00
 1.67 211 00  0.00 00   0 00  5.96 00 271 00
 1.75 221 00  0.00 00   0 00  5.69 00 264 00
 1.83 216 00  0.00 00   0 00  5.55 00 259 00
 1.92 206 00  0.00 00   0 00  5.64 00 274 00
 2.00 216 00  0.00 00   0 00  6.67 00 304 00
 2.08 213 00  0.00 00   0 00  6.67 00 311 00
 2.17 216 00  0.00 00   0 00  0.00  R   0  R
 2.25 218 00  0.00 00   0 00  0.00  R   0  R
 2.33 216 00  0.00 00   0 00  0.00  R   0  R
 2.42 229 00  0.00 00   0 00  0.00  R   0  R
 2.50 218 00  0.00 00   0 00  0.00  R   0  R
 2.58 234 00  0.00 00   0 00  0.00  R   0  R
 2.67 239 00  0.00 00   0 00  0.00  R   0  R
 2.75 246 00  0.00 00   0 00  0.00  R   0  R
 2.83 246 00  0.00 00   0 00  0.00  R   0  R
 2.92 244 00  0.00 00   0 00  0.00  R   0  R
 3.00 236 00  0.00 00   0 00  0.00  R   0  R
 3.08 234 00  0.00 00   0 00  0.00  R   0  R
