Freq(Hz)	RL(%)
10063750000.0	93.8299924863
10066375000.0	94.0625343308
10069000000.0	94.0264737948
10071625000.0	93.889162094
10074250000.0	93.3823881255
10076875000.0	92.6877381663
10079500000.0	93.8631778025
10082125000.0	94.334793045
10084750000.0	93.4952759109
10087375000.0	92.7190467591
10090000000.0	93.1850759075
10092625000.0	93.6729628318
10095250000.0	93.5932837797
10097875000.0	92.7206239109
10100500000.0	92.8231149513
10103125000.0	92.0363745909
10105750000.0	92.5424754908
10108375000.0	92.7919121592
10111000000.0	94.2251168628
10113625000.0	92.960372094
10116250000.0	93.0009973557
10118875000.0	92.9465221539
10121500000.0	92.676358198
10124125000.0	92.2203181249
10126750000.0	93.1452358276
10129375000.0	92.8568755363
10132000000.0	92.525032455
10134625000.0	93.4558749772
10137250000.0	92.4702001271
10139875000.0	92.5359861174
10142500000.0	93.5247163399
10145125000.0	93.1180801276
10147750000.0	93.2098498843
10150375000.0	92.9451838983
10153000000.0	92.6282271199
10155625000.0	92.6162573044
10158250000.0	92.4766854653
10160875000.0	93.2310392554
10163500000.0	93.5161707085
10166125000.0	93.2132732468
10168750000.0	93.742515756
10171375000.0	93.1443908136
10174000000.0	93.2082372403
10176625000.0	92.4813193375
10179250000.0	93.3730075897
10181875000.0	92.864225494
10184500000.0	93.6565707997
10187125000.0	92.3930886147
10189750000.0	92.0360458086
10192375000.0	93.5215041859
10195000000.0	93.0342344891
10197625000.0	93.1154473356
10200250000.0	92.3255578514
10202875000.0	93.5126081282
10205500000.0	92.94297953
10208125000.0	92.493841368
10210750000.0	92.6627682448
10213375000.0	92.2081779824
10216000000.0	92.7997023623
10218625000.0	93.4798565624
10221250000.0	92.3652764427
10223875000.0	93.3401225265
10226500000.0	92.4458685502
10229125000.0	92.5915254631
10231750000.0	93.3918778096
10234375000.0	92.9769153889
10237000000.0	93.6215921952
10239625000.0	93.4753298664
10242250000.0	92.587489759
10244875000.0	93.0736295114
10247500000.0	93.0703263294
10250125000.0	92.7826246464
10252750000.0	92.4408041087
10255375000.0	91.7235553865
10258000000.0	93.0811055276
10260625000.0	92.8730672976
10263250000.0	92.2404606439
10265875000.0	93.1790748529
10268500000.0	93.4471531469
10271125000.0	91.5803166466
10273750000.0	92.4960034912
10276375000.0	93.050807315
10279000000.0	92.3015308379
10281625000.0	93.6812186692
10284250000.0	92.8166086358
10286875000.0	92.6448718374
10289500000.0	91.8783284705
10292125000.0	92.8484844241
10294750000.0	92.5181612123
10297375000.0	92.3527461058
10300000000.0	92.4135620775
10302625000.0	92.2639995695
10305250000.0	92.5404654821
10307875000.0	92.9824622331
10310500000.0	93.0785119274
10313125000.0	91.6804796123
10315750000.0	93.2656080168
10318375000.0	93.2701996605
10321000000.0	92.6608046627
10323625000.0	92.0952357991
10326250000.0	92.4013420968
10328875000.0	92.5912003615
10331500000.0	92.0046516938
10334125000.0	92.6140595689
10336750000.0	91.9145426879
10339375000.0	91.8968090094
10342000000.0	92.4767791367
10344625000.0	92.7882772468
10347250000.0	92.7015441565
10349875000.0	92.4404474023
10352500000.0	92.339375111
10355125000.0	92.017789357
10357750000.0	91.2536851985
10360375000.0	92.646580683
10363000000.0	93.2571232644
10365625000.0	92.7607003613
10368250000.0	92.7240062841
10370875000.0	92.2602240228
10373500000.0	91.5537940388
10376125000.0	92.1864114737
10378750000.0	90.9326007361
10381375000.0	91.47206931
10384000000.0	91.6932626999
10386625000.0	91.2042696996
10389250000.0	91.9770155768
10391875000.0	92.1636392546
10394500000.0	91.4545622783
10397125000.0	92.8753191778
10399750000.0	92.3491641695
10402375000.0	92.5250518995
10405000000.0	91.6861656941
10407625000.0	91.6437181139
10410250000.0	92.4090344963
10412875000.0	91.6631330851
10415500000.0	91.8509323719
10418125000.0	92.2420519644
10420750000.0	91.7035150257
10423375000.0	91.8437151611
10426000000.0	91.8604992129
10428625000.0	91.3106372283
10431250000.0	92.749238567
10433875000.0	92.4652526645
10436500000.0	91.4505466822
10439125000.0	91.8656755137
10441750000.0	92.4030124948
10444375000.0	91.5867187062
10447000000.0	92.7211887781
10449625000.0	91.2109697155
10452250000.0	91.2762748933
10454875000.0	91.7663635507
10457500000.0	92.5353089684
10460125000.0	92.1572778126
10462750000.0	92.0629586928
10465375000.0	92.1316744951
10468000000.0	91.8761543114
10470625000.0	91.2276572912
10473250000.0	90.3199105139
10475875000.0	91.4298305743
10478500000.0	91.3291483317
10481125000.0	92.422780155
10483750000.0	90.6108602412
10486375000.0	91.9271993692
10489000000.0	90.6534330897
10491625000.0	90.0188452069
10494250000.0	91.7755773452
10496875000.0	91.053343418
10499500000.0	90.8096930735
10502125000.0	91.1596615388
10504750000.0	89.5438729857
10507375000.0	90.5262862172
10510000000.0	90.762083183
10512625000.0	91.3568305744
10515250000.0	90.7407630156
10517875000.0	90.7285012994
10520500000.0	91.3523469012
10523125000.0	91.9840286867
10525750000.0	91.0924750109
10528375000.0	91.8982705513
10531000000.0	92.538690559
10533625000.0	92.2658592486
10536250000.0	91.5338262889
10538875000.0	90.3123452464
10541500000.0	92.2448067881
10544125000.0	89.7276306334
10546750000.0	91.9324267624
10549375000.0	91.1818434688
10552000000.0	90.693392143
10554625000.0	93.1457444016
10557250000.0	91.8701101413
10559875000.0	90.2561382618
10562500000.0	90.7339437816
10565125000.0	92.5722505691
10567750000.0	91.2205267751
10570375000.0	90.0871086653
10573000000.0	90.5464456124
10575625000.0	91.7765549315
10578250000.0	92.0419071252
10580875000.0	92.0247504426
10583500000.0	92.0888853257
10586125000.0	90.9863750708
10588750000.0	91.2158483007
10591375000.0	92.3159232529
10594000000.0	90.6114435016
10596625000.0	92.2780957135
10599250000.0	90.1917421304
10601875000.0	92.186833482
10604500000.0	91.2338032513
10607125000.0	92.319802942
10609750000.0	90.4258153712
10612375000.0	90.6292011463
10615000000.0	89.8483497343
10617625000.0	89.9578198712
10620250000.0	91.1444579849
10622875000.0	89.1428718513
10625500000.0	90.4036611126
10628125000.0	90.6819117356
10630750000.0	88.6018414978
10633375000.0	89.5606908504
10636000000.0	91.6289091128
10638625000.0	91.8470416305
10641250000.0	91.5155934407
10643875000.0	90.3611610413
10646500000.0	90.7094527596
10649125000.0	90.8974482151
10651750000.0	90.294128096
10654375000.0	90.42086996
10657000000.0	90.7014169679
10659625000.0	89.8850730543
10662250000.0	90.3424165978
10664875000.0	90.0113615964
10667500000.0	89.5257774118
10670125000.0	89.1195940855
10672750000.0	90.3085894389
10675375000.0	90.2857981388
10678000000.0	91.5443505402
10680625000.0	89.5067112721
10683250000.0	90.9697487464
10685875000.0	89.158768442
10688500000.0	90.3073904943
10691125000.0	91.1692339845
10693750000.0	90.1093817677
10696375000.0	89.6059179202
10699000000.0	89.7315615225
10701625000.0	89.9386039205
10704250000.0	91.2140673581
10706875000.0	91.6049213226
10709500000.0	91.0330790089
10712125000.0	90.3095307777
10714750000.0	89.5767703739
10717375000.0	90.3551553387
10720000000.0	90.9120703519
10722625000.0	90.8279757888
10725250000.0	89.5540603177
10727875000.0	89.8104304402
10730500000.0	90.3766963618
10733125000.0	89.0714642492
10735750000.0	90.6942786184
10738375000.0	90.117455332
10741000000.0	89.1733746435
10743625000.0	90.2456542359
10746250000.0	89.568393767
10748875000.0	90.1515722057
10751500000.0	90.5280456553
10754125000.0	90.4243799673
10756750000.0	89.398075683
10759375000.0	89.2704045889
10762000000.0	90.2034089084
10764625000.0	89.2567151134
10767250000.0	90.5190536731
10769875000.0	90.7277636377
10772500000.0	89.0018128931
10775125000.0	89.6121785348
10777750000.0	89.8793802099
10780375000.0	88.0360611773
10783000000.0	89.6443190422
10785625000.0	87.9808316064
10788250000.0	89.3173356685
10790875000.0	87.9690959746
10793500000.0	88.4095431059
10796125000.0	87.984374171
10798750000.0	88.3790823427
10801375000.0	87.5127857508
10804000000.0	89.2226880333
10806625000.0	89.3177366549
10809250000.0	88.8143474082
10811875000.0	88.701363243
10814500000.0	89.5667049309
10817125000.0	88.8453578579
10819750000.0	88.7604667677
10822375000.0	87.3721597976
10825000000.0	89.183041274
