Freq(Hz)	RL(%)
8202625000.0	99.8006422945
8205250000.0	97.3341731333
8207875000.0	98.1888640069
8210500000.0	98.385505339
8213125000.0	98.849273845
8215750000.0	99.2825775539
8218375000.0	98.5820537995
8221000000.0	99.510709945
8223625000.0	98.2872522817
8226250000.0	99.4013560307
8228875000.0	98.8918749258
8231500000.0	97.1794746298
8234125000.0	97.6191735033
8236750000.0	98.8657814244
8239375000.0	98.5769235759
8242000000.0	97.4812736615
8244625000.0	99.3679957298
8247250000.0	98.2043749898
8249875000.0	97.8956812657
8252500000.0	98.458077433
8255125000.0	98.7535351287
8257750000.0	97.5372705963
8260375000.0	98.9204628066
8263000000.0	99.3222401181
8265625000.0	98.5832371237
8268250000.0	97.6146672625
8270875000.0	99.2875853327
8273500000.0	98.8061530149
8276125000.0	98.4012463682
8278750000.0	98.6388729474
8281375000.0	99.1094186582
8284000000.0	97.1976337077
8286625000.0	98.6771969418
8289250000.0	98.0426232642
8291875000.0	98.7550227964
8294500000.0	97.8210281783
8297125000.0	98.7991699853
8299750000.0	99.6632727837
8302375000.0	98.2078183024
8305000000.0	98.6587828749
8307625000.0	98.9166408364
8310250000.0	98.740996169
8312875000.0	99.339911571
8315500000.0	99.63744635
8318125000.0	99.3345197871
8320750000.0	98.451249296
8323375000.0	98.3475727636
8326000000.0	99.1810653642
8328625000.0	98.51274218
8331250000.0	98.5836284423
8333875000.0	98.6497396056
8336500000.0	97.8705785402
8339125000.0	97.2265398313
8341750000.0	97.2109321232
8344375000.0	97.9316565002
8347000000.0	97.3714525261
8349625000.0	99.1711580124
8352250000.0	97.2622287639
8354875000.0	98.4126279115
8357500000.0	95.839122702
8360125000.0	98.2451632987
8362750000.0	98.3195740306
8365375000.0	97.252850167
8368000000.0	96.9768690242
8370625000.0	97.8235257298
8373250000.0	97.8630282474
8375875000.0	99.3371009161
8378500000.0	98.086678813
8381125000.0	97.2627027326
8383750000.0	98.591733629
8386375000.0	98.6389718489
8389000000.0	97.5642990598
8391625000.0	96.9101732688
8394250000.0	97.2921019139
8396875000.0	97.217165966
8399500000.0	98.2473847785
8402125000.0	98.178968087
8404750000.0	97.2971617826
8407375000.0	98.3607339066
8410000000.0	98.7225109162
8412625000.0	98.4689252779
8415250000.0	97.0773284913
8417875000.0	99.1156671339
8420500000.0	98.4778808275
8423125000.0	98.3914114109
8425750000.0	98.9387965567
8428375000.0	99.3186245298
8431000000.0	98.2899421621
8433625000.0	97.7311388696
8436250000.0	98.3568977235
8438875000.0	97.8932660651
8441500000.0	98.4436828693
8444125000.0	98.2786956567
8446750000.0	98.0596491414
8449375000.0	97.9254563981
8452000000.0	98.5068070503
8454625000.0	99.7908563117
8457250000.0	97.7076207037
8459875000.0	99.3343631083
8462500000.0	99.2441826168
8465125000.0	98.5008302379
8467750000.0	98.8388301977
8470375000.0	97.9474550526
8473000000.0	98.156383475
8475625000.0	97.736270302
8478250000.0	98.2868721132
8480875000.0	98.2778844472
8483500000.0	96.9575216982
8486125000.0	96.438598596
8488750000.0	98.3702657545
8491375000.0	96.7000538604
8494000000.0	98.2590758037
8496625000.0	95.5543665438
8499250000.0	97.7829314841
8501875000.0	96.9132949495
8504500000.0	96.5321382675
8507125000.0	96.3230005282
8509750000.0	95.7002182305
8512375000.0	97.8961838316
8515000000.0	96.7956654693
8517625000.0	96.9267249969
8520250000.0	96.4484331361
8522875000.0	97.2800688827
8525500000.0	95.871950922
8528125000.0	96.9446130512
8530750000.0	97.3192930767
8533375000.0	97.5542410331
8536000000.0	98.0350221053
8538625000.0	97.4905394226
8541250000.0	97.4067653687
8543875000.0	97.1358499081
8546500000.0	95.780979074
8549125000.0	97.3935793868
8551750000.0	97.2347714445
8554375000.0	96.1894402327
8557000000.0	97.8700273299
8559625000.0	97.2955409292
8562250000.0	97.3988122007
8564875000.0	97.7457412206
8567500000.0	97.7564177881
8570125000.0	99.2161110567
8572750000.0	97.4304012247
8575375000.0	96.7693435246
8578000000.0	97.8164733583
8580625000.0	98.8119492959
8583250000.0	97.5264703529
8585875000.0	97.9686736541
8588500000.0	97.983515436
8591125000.0	96.4361421014
8593750000.0	96.9240227354
8596375000.0	97.9454613203
8599000000.0	96.0074541901
8601625000.0	98.0347893678
8604250000.0	96.2071901025
8606875000.0	96.737972138
8609500000.0	97.6186125939
8612125000.0	96.258666088
8614750000.0	96.5619101604
8617375000.0	97.7718060235
8620000000.0	96.9349011617
8622625000.0	96.319736606
8625250000.0	97.4090075957
8627875000.0	96.8485616837
8630500000.0	95.1037022612
8633125000.0	96.5748819355
8635750000.0	96.7179584859
8638375000.0	97.6809248257
8641000000.0	95.306423238
8643625000.0	96.9301834319
8646250000.0	97.5600237608
8648875000.0	94.9646308946
8651500000.0	97.1119429777
8654125000.0	97.3874015048
8656750000.0	96.1818073742
8659375000.0	97.104615497
8662000000.0	97.4027589583
8664625000.0	96.4154361071
8667250000.0	96.9147968236
8669875000.0	96.6652090135
8672500000.0	95.5062856051
8675125000.0	97.515756589
8677750000.0	96.2320346406
8680375000.0	97.5059445637
8683000000.0	96.7388910565
8685625000.0	96.9900117254
8688250000.0	97.9926590131
8690875000.0	96.1773110335
8693500000.0	96.5912067093
8696125000.0	97.9245078072
8698750000.0	96.989117643
8701375000.0	97.2510801698
8704000000.0	98.097805375
8706625000.0	96.6938845488
8709250000.0	96.6295290298
8711875000.0	98.6705293288
8714500000.0	97.2918683988
8717125000.0	96.1205036078
8719750000.0	96.5675157222
8722375000.0	97.5963003756
8725000000.0	96.3105666605
8727625000.0	95.8786983398
8730250000.0	98.241223707
8732875000.0	96.3273678571
8735500000.0	95.6554820414
8738125000.0	96.3698723372
8740750000.0	96.8397605364
8743375000.0	95.7712967478
8746000000.0	96.3751496472
8748625000.0	96.0415461751
8751250000.0	96.0327736164
8753875000.0	95.4186523336
8756500000.0	95.4677484716
8759125000.0	97.0357872169
8761750000.0	96.1271411164
8764375000.0	96.0114816048
8767000000.0	96.4302302325
8769625000.0	96.73844856
8772250000.0	97.0112027367
