9397000000.0000,   3.4331,   0.0510,   0.9756,   0.0204
9418000000.0000,   3.4364,   0.0509,   0.9701,   0.0240
9439000000.0000,   3.4318,   0.0508,   0.9738,   0.0187
9460000000.0000,   3.4375,   0.0575,   0.9665,   0.0224
9481000000.0000,   3.4323,   0.0554,   0.9684,   0.0157
9502000000.0000,   3.4306,   0.0549,   0.9714,   0.0152
9523000000.0000,   3.4383,   0.0530,   0.9665,   0.0168
9544000000.0000,   3.4340,   0.0485,   0.9719,   0.0184
9565000000.0000,   3.4342,   0.0473,   0.9716,   0.0193
9586000000.0000,   3.4343,   0.0497,   0.9691,   0.0229
9607000000.0000,   3.4265,   0.0511,   0.9761,   0.0152
9628000000.0000,   3.4352,   0.0528,   0.9646,   0.0233
9649000000.0000,   3.4310,   0.0534,   0.9655,   0.0115
9670000000.0000,   3.4318,   0.0485,   0.9699,   0.0154
9691000000.0000,   3.4325,   0.0493,   0.9700,   0.0144
9712000000.0000,   3.4317,   0.0475,   0.9718,   0.0152
9733000000.0000,   3.4415,   0.0504,   0.9651,   0.0210
9754000000.0000,   3.4380,   0.0525,   0.9651,   0.0190
9775000000.0000,   3.4363,   0.0552,   0.9665,   0.0184
9796000000.0000,   3.4375,   0.0565,   0.9620,   0.0141
9817000000.0000,   3.4368,   0.0534,   0.9725,   0.0115
9838000000.0000,   3.4380,   0.0505,   0.9739,   0.0126
9859000000.0000,   3.4407,   0.0488,   0.9729,   0.0171
9880000000.0000,   3.4448,   0.0501,   0.9694,   0.0178
9901000000.0000,   3.4450,   0.0540,   0.9634,   0.0142
9922000000.0000,   3.4446,   0.0553,   0.9645,   0.0137
9943000000.0000,   3.4406,   0.0551,   0.9655,   0.0063
9964000000.0000,   3.4399,   0.0514,   0.9686,   0.0088
9985000000.0000,   3.4402,   0.0502,   0.9717,   0.0120
10006000000.0000,   3.4418,   0.0529,   0.9694,   0.0131
10027000000.0000,   3.4418,   0.0563,   0.9631,   0.0112
10048000000.0000,   3.4414,   0.0590,   0.9640,   0.0064
10069000000.0000,   3.4403,   0.0614,   0.9660,  -0.0004
10090000000.0000,   3.4398,   0.0588,   0.9729,   0.0012
10111000000.0000,   3.4410,   0.0583,   0.9728,   0.0030
10132000000.0000,   3.4415,   0.0585,   0.9718,   0.0044
10153000000.0000,   3.4424,   0.0565,   0.9693,   0.0072
10174000000.0000,   3.4428,   0.0575,   0.9667,   0.0027
10195000000.0000,   3.4429,   0.0595,   0.9693,   0.0017
10216000000.0000,   3.4444,   0.0615,   0.9717,   0.0037
10237000000.0000,   3.4433,   0.0604,   0.9727,   0.0042
10258000000.0000,   3.4415,   0.0643,   0.9715,   0.0010
10279000000.0000,   3.4442,   0.0630,   0.9702,   0.0010
10300000000.0000,   3.4440,   0.0647,   0.9672,   0.0002
10321000000.0000,   3.4427,   0.0658,   0.9686,  -0.0027
10342000000.0000,   3.4413,   0.0676,   0.9716,  -0.0061
10363000000.0000,   3.4419,   0.0667,   0.9771,  -0.0020
10384000000.0000,   3.4417,   0.0677,   0.9748,   0.0015
10405000000.0000,   3.4403,   0.0685,   0.9710,   0.0028
10426000000.0000,   3.4372,   0.0699,   0.9683,  -0.0039
10447000000.0000,   3.4352,   0.0685,   0.9700,  -0.0069
10468000000.0000,   3.4308,   0.0649,   0.9789,  -0.0057
10489000000.0000,   3.4326,   0.0646,   0.9842,  -0.0003
10510000000.0000,   3.4349,   0.0649,   0.9861,   0.0046
10531000000.0000,   3.4328,   0.0719,   0.9775,   0.0042
10552000000.0000,   3.4316,   0.0747,   0.9761,  -0.0002
10573000000.0000,   3.4292,   0.0721,   0.9807,  -0.0068
10594000000.0000,   3.4286,   0.0712,   0.9866,  -0.0068
10615000000.0000,   3.4238,   0.0668,   0.9902,  -0.0021
10636000000.0000,   3.4296,   0.0677,   0.9905,   0.0045
10657000000.0000,   3.4301,   0.0717,   0.9872,   0.0108
10678000000.0000,   3.4287,   0.0718,   0.9836,   0.0083
10699000000.0000,   3.4302,   0.0737,   0.9792,   0.0016
10720000000.0000,   3.4212,   0.0743,   0.9811,  -0.0009
10741000000.0000,   3.4231,   0.0718,   0.9846,  -0.0049
10762000000.0000,   3.4231,   0.0689,   0.9847,   0.0002
10783000000.0000,   3.4218,   0.0674,   0.9899,   0.0029
10804000000.0000,   3.4241,   0.0722,   0.9857,   0.0073
10825000000.0000,   3.4247,   0.0736,   0.9834,   0.0096
10846000000.0000,   3.4221,   0.0708,   0.9811,   0.0034
10867000000.0000,   3.4213,   0.0720,   0.9780,  -0.0009
10888000000.0000,   3.4216,   0.0706,   0.9845,   0.0009
10909000000.0000,   3.4183,   0.0707,   0.9855,   0.0026
10930000000.0000,   3.4244,   0.0723,   0.9827,   0.0106
10951000000.0000,   3.4207,   0.0731,   0.9847,   0.0060
10972000000.0000,   3.4171,   0.0748,   0.9826,   0.0024
10993000000.0000,   3.4174,   0.0753,   0.9842,   0.0072
11014000000.0000,   3.4150,   0.0719,   0.9848,   0.0038
11035000000.0000,   3.4196,   0.0673,   0.9818,   0.0074
11056000000.0000,   3.4150,   0.0705,   0.9833,   0.0051
11077000000.0000,   3.4151,   0.0703,   0.9850,   0.0022
11098000000.0000,   3.4168,   0.0725,   0.9862,   0.0067
11119000000.0000,   3.4136,   0.0723,   0.9837,   0.0048
11140000000.0000,   3.4156,   0.0739,   0.9841,   0.0042
11161000000.0000,   3.4130,   0.0713,   0.9814,   0.0046
11182000000.0000,   3.4151,   0.0722,   0.9812,   0.0008
11203000000.0000,   3.4137,   0.0695,   0.9867,   0.0041
11224000000.0000,   3.4165,   0.0707,   0.9855,   0.0066
11245000000.0000,   3.4136,   0.0704,   0.9839,   0.0078
11266000000.0000,   3.4140,   0.0750,   0.9775,   0.0032
11287000000.0000,   3.4105,   0.0743,   0.9818,   0.0013
11308000000.0000,   3.4097,   0.0756,   0.9827,   0.0006
11329000000.0000,   3.4106,   0.0748,   0.9863,   0.0020
11350000000.0000,   3.4097,   0.0737,   0.9858,   0.0054
11371000000.0000,   3.4096,   0.0721,   0.9861,   0.0038
11392000000.0000,   3.4101,   0.0742,   0.9828,  -0.0015
11413000000.0000,   3.4147,   0.0761,   0.9812,   0.0020
11434000000.0000,   3.4067,   0.0745,   0.9882,   0.0011
11455000000.0000,   3.4084,   0.0771,   0.9848,   0.0020
11476000000.0000,   3.4011,   0.0733,   0.9878,   0.0017
11497000000.0000,   3.4054,   0.0708,   0.9884,   0.0051
11518000000.0000,   3.4024,   0.0714,   0.9881,   0.0048
11539000000.0000,   3.4090,   0.0709,   0.9861,   0.0062
11560000000.0000,   3.4069,   0.0735,   0.9828,   0.0052
11581000000.0000,   3.4046,   0.0737,   0.9900,  -0.0032
11602000000.0000,   3.3995,   0.0736,   0.9932,   0.0008
11623000000.0000,   3.3996,   0.0770,   0.9922,   0.0033
11644000000.0000,   3.4037,   0.0688,   0.9883,   0.0076
11665000000.0000,   3.4064,   0.0699,   0.9832,   0.0064
11686000000.0000,   3.4069,   0.0724,   0.9843,   0.0020
11707000000.0000,   3.4079,   0.0721,   0.9863,   0.0037
11728000000.0000,   3.4075,   0.0715,   0.9914,   0.0030
11749000000.0000,   3.4056,   0.0716,   0.9907,   0.0051
11770000000.0000,   3.3992,   0.0722,   0.9920,   0.0063
11791000000.0000,   3.4016,   0.0734,   0.9889,   0.0045
11812000000.0000,   3.4075,   0.0735,   0.9892,   0.0061
11833000000.0000,   3.4059,   0.0752,   0.9912,   0.0055
11854000000.0000,   3.4053,   0.0732,   0.9940,   0.0012
11875000000.0000,   3.4042,   0.0774,   0.9938,   0.0074
11896000000.0000,   3.4025,   0.0780,   0.9906,   0.0054
11917000000.0000,   3.4029,   0.0756,   0.9928,   0.0052
11938000000.0000,   3.4063,   0.0787,   0.9898,   0.0084
11959000000.0000,   3.4092,   0.0832,   0.9914,   0.0043
11980000000.0000,   3.4121,   0.0891,   0.9874,   0.0051
12001000000.0000,   3.4146,   0.0954,   0.9909,   0.0057
12022000000.0000,   3.4071,   0.1035,   0.9921,   0.0092
12043000000.0000,   3.3953,   0.1114,   0.9881,   0.0083
12064000000.0000,   3.3755,   0.1077,   0.9887,   0.0087
12085000000.0000,   3.3660,   0.0986,   0.9852,   0.0074
12106000000.0000,   3.3631,   0.0892,   0.9866,   0.0038
12127000000.0000,   3.3632,   0.0823,   0.9894,   0.0085
12148000000.0000,   3.3660,   0.0765,   0.9910,   0.0096
12169000000.0000,   3.3670,   0.0762,   0.9902,   0.0063
12190000000.0000,   3.3719,   0.0749,   0.9891,   0.0073
12211000000.0000,   3.3718,   0.0747,   0.9885,   0.0064
12232000000.0000,   3.3698,   0.0732,   0.9910,   0.0020
12253000000.0000,   3.3720,   0.0722,   0.9922,   0.0090
12274000000.0000,   3.3744,   0.0689,   0.9926,   0.0077
12295000000.0000,   3.3734,   0.0662,   0.9902,   0.0055
12316000000.0000,   3.3738,   0.0681,   0.9898,   0.0048
12337000000.0000,   3.3710,   0.0722,   0.9932,   0.0052
12358000000.0000,   3.3710,   0.0709,   0.9926,   0.0082
12379000000.0000,   3.3724,   0.0700,   0.9931,   0.0066
12400000000.0000,   3.3722,   0.0695,   0.9914,   0.0064
