

-----------------------------------------------------------------------------
            Gamma-Scout    -- Calculation of Raw-Data --
                   with Gamma-Scout ToolBox-Application
            "Version 3.30  Rev. K5     November  2008"
                 This version with dynamic calibration factor                
-----------------------------------------------------------------------------
            "File : GAMMA_2010_07_20_22-11-37.DAT"
-----------------------------------------------------------------------------
The ID of your Gamma-Scout is : 011344
-----------------------------------------------------------------------------
Measurements with overflow
of the counter-tube
(max.1000 Microsievert per hour) are signed with '*'.

Measurements where the choosen interval was not terminated
are signed with 'x'.

[cps] means 'counts per second' (recognized impulses per second).
Rate      in [cps]            means 'counts per second'
This value represents the measured pulses per second.

Dose      in [microSievert/h] means 'microSievert per hour'.

-----------------------
x1	Set/Tm.	20:27 15.07.10	20:27 15.07.10	0000000008	0.133 	0.001 x 	138.300
 270	10 min	17:07 17.07.10	17:17 17.07.10	0000000299	0.498 	0.216   	138.300
 271	10 min	17:17 17.07.10	17:27 17.07.10	0000000304	0.507 	0.220   	138.300
 272	10 min	17:27 17.07.10	17:37 17.07.10	0000000282	0.470 	0.204   	138.300
 273	10 min	17:37 17.07.10	17:47 17.07.10	0000000295	0.492 	0.213   	138.300
 274	10 min	17:47 17.07.10	17:57 17.07.10	0000000310	0.517 	0.224   	138.300
 275	10 min	17:57 17.07.10	18:07 17.07.10	0000000287	0.478 	0.208   	138.300
 276	10 min	18:07 17.07.10	18:17 17.07.10	0000000295	0.492 	0.213   	138.300
 277	10 min	18:17 17.07.10	18:27 17.07.10	0000000319	0.532 	0.231   	138.300
 278	10 min	18:27 17.07.10	18:37 17.07.10	0000000306	0.510 	0.221   	138.300
 279	10 min	18:37 17.07.10	18:47 17.07.10	0000000303	0.505 	0.219   	138.300
 280	10 min	18:47 17.07.10	18:57 17.07.10	0000000289	0.482 	0.209   	138.300
 281	10 min	18:57 17.07.10	19:07 17.07.10	0000000298	0.497 	0.215   	138.300
 282	10 min	19:07 17.07.10	19:17 17.07.10	0000000301	0.502 	0.218   	138.300
 283	10 min	19:17 17.07.10	19:27 17.07.10	0000000316	0.527 	0.228   	138.300
 284	10 min	19:27 17.07.10	19:37 17.07.10	0000000307	0.512 	0.222   	138.300
 285	10 min	19:37 17.07.10	19:47 17.07.10	0000000286	0.477 	0.207   	138.300
 286	10 min	19:47 17.07.10	19:57 17.07.10	0000000290	0.483 	0.210   	138.300
 287	10 min	19:57 17.07.10	20:07 17.07.10	0000000281	0.468 	0.203   	138.300
 288	10 min	20:07 17.07.10	20:17 17.07.10	0000000307	0.512 	0.222   	138.300
 289	10 min	20:17 17.07.10	20:27 17.07.10	0000000296	0.493 	0.214   	138.300
 290	10 min	20:27 17.07.10	20:37 17.07.10	0000000303	0.505 	0.219   	138.300
 291	10 min	20:37 17.07.10	20:47 17.07.10	0000000295	0.492 	0.213   	138.300
 292	10 min	20:47 17.07.10	20:57 17.07.10	0000000300	0.500 	0.217   	138.300
 293	10 min	20:57 17.07.10	21:07 17.07.10	0000000314	0.523 	0.227   	138.300
 294	10 min	21:07 17.07.10	21:17 17.07.10	0000000293	0.488 	0.212   	138.300
 295	10 min	21:17 17.07.10	21:27 17.07.10	0000000300	0.500 	0.217   	138.300
 296	10 min	21:27 17.07.10	21:37 17.07.10	0000000294	0.490 	0.213   	138.300
 297	10 min	21:37 17.07.10	21:47 17.07.10	0000000304	0.507 	0.220   	138.300
 298	10 min	21:47 17.07.10	21:57 17.07.10	0000000289	0.482 	0.209   	138.300
 299	10 min	21:57 17.07.10	22:07 17.07.10	0000000292	0.487 	0.211   	138.300
 300	10 min	22:07 17.07.10	22:17 17.07.10	0000000288	0.480 	0.208   	138.300
 301	10 min	22:17 17.07.10	22:27 17.07.10	0000000307	0.512 	0.222   	138.300
 302	10 min	22:27 17.07.10	22:37 17.07.10	0000000288	0.480 	0.208   	138.300
 303	10 min	22:37 17.07.10	22:47 17.07.10	0000000309	0.515 	0.223   	138.300
 304	10 min	22:47 17.07.10	22:57 17.07.10	0000000294	0.490 	0.213   	138.300
 305	10 min	22:57 17.07.10	23:07 17.07.10	0000000321	0.535 	0.232   	138.300
 306	10 min	23:07 17.07.10	23:17 17.07.10	0000000289	0.482 	0.209   	138.300
 307	10 min	23:17 17.07.10	23:27 17.07.10	0000000303	0.505 	0.219   	138.300
 308	10 min	23:27 17.07.10	23:37 17.07.10	0000000296	0.493 	0.214   	138.300
 309	10 min	23:37 17.07.10	23:47 17.07.10	0000000308	0.513 	0.223   	138.300
 310	10 min	23:47 17.07.10	23:57 17.07.10	0000000291	0.485 	0.210   	138.300
 311	10 min	23:57 17.07.10	00:07 18.07.10	0000000345	0.575 	0.249   	138.300
 312	10 min	00:07 18.07.10	00:17 18.07.10	0000000324	0.540 	0.234   	138.300
 313	10 min	00:17 18.07.10	00:27 18.07.10	0000000287	0.478 	0.208   	138.300
 314	10 min	00:27 18.07.10	00:37 18.07.10	0000000314	0.523 	0.227   	138.300
 315	10 min	00:37 18.07.10	00:47 18.07.10	0000000305	0.508 	0.221   	138.300
 316	10 min	00:47 18.07.10	00:57 18.07.10	0000000302	0.503 	0.218   	138.300
 317	10 min	00:57 18.07.10	01:07 18.07.10	0000000317	0.528 	0.229   	138.300
 318	10 min	01:07 18.07.10	01:17 18.07.10	0000000287	0.478 	0.208   	138.300
 319	10 min	01:17 18.07.10	01:27 18.07.10	0000000320	0.533 	0.231   	138.300
 320	10 min	01:27 18.07.10	01:37 18.07.10	0000000295	0.492 	0.213   	138.300
 321	10 min	01:37 18.07.10	01:47 18.07.10	0000000314	0.523 	0.227   	138.300
 322	10 min	01:47 18.07.10	01:57 18.07.10	0000000310	0.517 	0.224   	138.300
 323	10 min	01:57 18.07.10	02:07 18.07.10	0000000313	0.522 	0.226   	138.300
 324	10 min	02:07 18.07.10	02:17 18.07.10	0000000299	0.498 	0.216   	138.300
 325	10 min	02:17 18.07.10	02:27 18.07.10	0000000257	0.428 	0.186   	138.300
 326	10 min	02:27 18.07.10	02:37 18.07.10	0000000309	0.515 	0.223   	138.300
 327	10 min	02:37 18.07.10	02:47 18.07.10	0000000274	0.457 	0.198   	138.300
 328	10 min	02:47 18.07.10	02:57 18.07.10	0000000271	0.452 	0.196   	138.300
 329	10 min	02:57 18.07.10	03:07 18.07.10	0000000299	0.498 	0.216   	138.300
 330	10 min	03:07 18.07.10	03:17 18.07.10	0000000305	0.508 	0.221   	138.300
 331	10 min	03:17 18.07.10	03:27 18.07.10	0000000304	0.507 	0.220   	138.300
 332	10 min	03:27 18.07.10	03:37 18.07.10	0000000302	0.503 	0.218   	138.300
 333	10 min	03:37 18.07.10	03:47 18.07.10	0000000290	0.483 	0.210   	138.300
 334	10 min	03:47 18.07.10	03:57 18.07.10	0000000306	0.510 	0.221   	138.300
 335	10 min	03:57 18.07.10	04:07 18.07.10	0000000267	0.445 	0.193   	138.300
 336	10 min	04:07 18.07.10	04:17 18.07.10	0000000312	0.520 	0.226   	138.300
 337	10 min	04:17 18.07.10	04:27 18.07.10	0000000283	0.472 	0.205   	138.300
 338	10 min	04:27 18.07.10	04:37 18.07.10	0000000328	0.547 	0.237   	138.300
 339	10 min	04:37 18.07.10	04:47 18.07.10	0000000293	0.488 	0.212   	138.300
 340	10 min	04:47 18.07.10	04:57 18.07.10	0000000314	0.523 	0.227   	138.300
 341	10 min	04:57 18.07.10	05:07 18.07.10	0000000295	0.492 	0.213   	138.300
 342	10 min	05:07 18.07.10	05:17 18.07.10	0000000283	0.472 	0.205   	138.300
 343	10 min	05:17 18.07.10	05:27 18.07.10	0000000300	0.500 	0.217   	138.300
 344	10 min	05:27 18.07.10	05:37 18.07.10	0000000308	0.513 	0.223   	138.300
 345	10 min	05:37 18.07.10	05:47 18.07.10	0000000309	0.515 	0.223   	138.300
 346	10 min	05:47 18.07.10	05:57 18.07.10	0000000292	0.487 	0.211   	138.300
 347	10 min	05:57 18.07.10	06:07 18.07.10	0000000300	0.500 	0.217   	138.300
 348	10 min	06:07 18.07.10	06:17 18.07.10	0000000294	0.490 	0.213   	138.300
 349	10 min	06:17 18.07.10	06:27 18.07.10	0000000296	0.493 	0.214   	138.300
 350	10 min	06:27 18.07.10	06:37 18.07.10	0000000300	0.500 	0.217   	138.300
 351	10 min	06:37 18.07.10	06:47 18.07.10	0000000287	0.478 	0.208   	138.300
 352	10 min	06:47 18.07.10	06:57 18.07.10	0000000293	0.488 	0.212   	138.300
 353	10 min	06:57 18.07.10	07:07 18.07.10	0000000308	0.513 	0.223   	138.300
 354	10 min	07:07 18.07.10	07:17 18.07.10	0000000307	0.512 	0.222   	138.300
 355	10 min	07:17 18.07.10	07:27 18.07.10	0000000321	0.535 	0.232   	138.300
 356	10 min	07:27 18.07.10	07:37 18.07.10	0000000310	0.517 	0.224   	138.300
 357	10 min	07:37 18.07.10	07:47 18.07.10	0000000314	0.523 	0.227   	138.300
 358	10 min	07:47 18.07.10	07:57 18.07.10	0000000303	0.505 	0.219   	138.300
 359	10 min	07:57 18.07.10	08:07 18.07.10	0000000309	0.515 	0.223   	138.300
 360	10 min	08:07 18.07.10	08:17 18.07.10	0000000285	0.475 	0.206   	138.300
 361	10 min	08:17 18.07.10	08:27 18.07.10	0000000292	0.487 	0.211   	138.300
 362	10 min	08:27 18.07.10	08:37 18.07.10	0000000316	0.527 	0.228   	138.300
 363	10 min	08:37 18.07.10	08:47 18.07.10	0000000320	0.533 	0.231   	138.300
 364	10 min	08:47 18.07.10	08:57 18.07.10	0000000274	0.457 	0.198   	138.300
 365	10 min	08:57 18.07.10	09:07 18.07.10	0000000303	0.505 	0.219   	138.300
 366	10 min	09:07 18.07.10	09:17 18.07.10	0000000325	0.542 	0.235   	138.300
 367	10 min	09:17 18.07.10	09:27 18.07.10	0000000302	0.503 	0.218   	138.300
 368	10 min	09:27 18.07.10	09:37 18.07.10	0000000297	0.495 	0.215   	138.300
 369	10 min	09:37 18.07.10	09:47 18.07.10	0000000318	0.530 	0.230   	138.300
 370	10 min	09:47 18.07.10	09:57 18.07.10	0000000314	0.523 	0.227   	138.300
 371	10 min	09:57 18.07.10	10:07 18.07.10	0000000296	0.493 	0.214   	138.300
 372	10 min	10:07 18.07.10	10:17 18.07.10	0000000296	0.493 	0.214   	138.300
 373	10 min	10:17 18.07.10	10:27 18.07.10	0000000302	0.503 	0.218   	138.300
 374	10 min	10:27 18.07.10	10:37 18.07.10	0000000340	0.567 	0.246   	138.300
 375	10 min	10:37 18.07.10	10:47 18.07.10	0000000318	0.530 	0.230   	138.300
 376	10 min	10:47 18.07.10	10:57 18.07.10	0000000286	0.477 	0.207   	138.300
 377	10 min	10:57 18.07.10	11:07 18.07.10	0000000296	0.493 	0.214   	138.300
 378	10 min	11:07 18.07.10	11:17 18.07.10	0000000279	0.465 	0.202   	138.300
 379	10 min	11:17 18.07.10	11:27 18.07.10	0000000306	0.510 	0.221   	138.300
 380	10 min	11:27 18.07.10	11:37 18.07.10	0000000340	0.567 	0.246   	138.300
 381	10 min	11:37 18.07.10	11:47 18.07.10	0000000295	0.492 	0.213   	138.300
 382	10 min	11:47 18.07.10	11:57 18.07.10	0000000326	0.543 	0.236   	138.300
 383	10 min	11:57 18.07.10	12:07 18.07.10	0000000295	0.492 	0.213   	138.300
 384	10 min	12:07 18.07.10	12:17 18.07.10	0000000293	0.488 	0.212   	138.300
 385	10 min	12:17 18.07.10	12:27 18.07.10	0000000328	0.547 	0.237   	138.300
 386	10 min	12:27 18.07.10	12:37 18.07.10	0000000300	0.500 	0.217   	138.300
 387	10 min	12:37 18.07.10	12:47 18.07.10	0000000332	0.553 	0.240   	138.300
 388	10 min	12:47 18.07.10	12:57 18.07.10	0000000297	0.495 	0.215   	138.300
 389	10 min	12:57 18.07.10	13:07 18.07.10	0000000295	0.492 	0.213   	138.300
 390	10 min	13:07 18.07.10	13:17 18.07.10	0000000310	0.517 	0.224   	138.300
 391	10 min	13:17 18.07.10	13:27 18.07.10	0000000255	0.425 	0.184   	138.300
 392	10 min	13:27 18.07.10	13:37 18.07.10	0000000283	0.472 	0.205   	138.300
 393	10 min	13:37 18.07.10	13:47 18.07.10	0000000279	0.465 	0.202   	138.300
 394	10 min	13:47 18.07.10	13:57 18.07.10	0000000323	0.538 	0.234   	138.300
 395	10 min	13:57 18.07.10	14:07 18.07.10	0000000281	0.468 	0.203   	138.300
 396	10 min	14:07 18.07.10	14:17 18.07.10	0000000302	0.503 	0.218   	138.300
 397	10 min	14:17 18.07.10	14:27 18.07.10	0000000294	0.490 	0.213   	138.300
 398	10 min	14:27 18.07.10	14:37 18.07.10	0000000304	0.507 	0.220   	138.300
 399	10 min	14:37 18.07.10	14:47 18.07.10	0000000313	0.522 	0.226   	138.300
 400	10 min	14:47 18.07.10	14:57 18.07.10	0000000299	0.498 	0.216   	138.300
 401	10 min	14:57 18.07.10	15:07 18.07.10	0000000303	0.505 	0.219   	138.300
 402	10 min	15:07 18.07.10	15:17 18.07.10	0000000310	0.517 	0.224   	138.300
 403	10 min	15:17 18.07.10	15:27 18.07.10	0000000299	0.498 	0.216   	138.300
 404	10 min	15:27 18.07.10	15:37 18.07.10	0000000319	0.532 	0.231   	138.300
 405	10 min	15:37 18.07.10	15:47 18.07.10	0000000283	0.472 	0.205   	138.300
 406	10 min	15:47 18.07.10	15:57 18.07.10	0000000291	0.485 	0.210   	138.300
 407	10 min	15:57 18.07.10	16:07 18.07.10	0000000289	0.482 	0.209   	138.300
 408	10 min	16:07 18.07.10	16:17 18.07.10	0000000305	0.508 	0.221   	138.300
 409	10 min	16:17 18.07.10	16:27 18.07.10	0000000301	0.502 	0.218   	138.300
 410	10 min	16:27 18.07.10	16:37 18.07.10	0000000278	0.463 	0.201   	138.300
 411	10 min	16:37 18.07.10	16:47 18.07.10	0000000314	0.523 	0.227   	138.300
 412	10 min	16:47 18.07.10	16:57 18.07.10	0000000317	0.528 	0.229   	138.300
 413	10 min	16:57 18.07.10	17:07 18.07.10	0000000319	0.532 	0.231   	138.300
 414	10 min	17:07 18.07.10	17:17 18.07.10	0000000289	0.482 	0.209   	138.300
 415	10 min	17:17 18.07.10	17:27 18.07.10	0000000277	0.462 	0.200   	138.300
 416	10 min	17:27 18.07.10	17:37 18.07.10	0000000286	0.477 	0.207   	138.300
 417	10 min	17:37 18.07.10	17:47 18.07.10	0000000280	0.467 	0.202   	138.300
 418	10 min	17:47 18.07.10	17:57 18.07.10	0000000288	0.480 	0.208   	138.300
 419	10 min	17:57 18.07.10	18:07 18.07.10	0000000318	0.530 	0.230   	138.300
 420	10 min	18:07 18.07.10	18:17 18.07.10	0000000314	0.523 	0.227   	138.300
 421	10 min	18:17 18.07.10	18:27 18.07.10	0000000310	0.517 	0.224   	138.300
 422	10 min	18:27 18.07.10	18:37 18.07.10	0000000298	0.497 	0.215   	138.300
 423	10 min	18:37 18.07.10	18:47 18.07.10	0000000314	0.523 	0.227   	138.300
 424	10 min	18:47 18.07.10	18:57 18.07.10	0000000285	0.475 	0.206   	138.300
 425	10 min	18:57 18.07.10	19:07 18.07.10	0000000307	0.512 	0.222   	138.300
 426	10 min	19:07 18.07.10	19:17 18.07.10	0000000300	0.500 	0.217   	138.300
 427	10 min	19:17 18.07.10	19:27 18.07.10	0000000295	0.492 	0.213   	138.300
 428	10 min	19:27 18.07.10	19:37 18.07.10	0000000281	0.468 	0.203   	138.300
 429	10 min	19:37 18.07.10	19:47 18.07.10	0000000274	0.457 	0.198   	138.300
 430	10 min	19:47 18.07.10	19:57 18.07.10	0000000314	0.523 	0.227   	138.300
 431	10 min	19:57 18.07.10	20:07 18.07.10	0000000348	0.580 	0.252   	138.300
 432	10 min	20:07 18.07.10	20:17 18.07.10	0000000291	0.485 	0.210   	138.300
 433	10 min	20:17 18.07.10	20:27 18.07.10	0000000307	0.512 	0.222   	138.300
 434	10 min	20:27 18.07.10	20:37 18.07.10	0000000282	0.470 	0.204   	138.300
 435	10 min	20:37 18.07.10	20:47 18.07.10	0000000298	0.497 	0.215   	138.300
 436	10 min	20:47 18.07.10	20:57 18.07.10	0000000323	0.538 	0.234   	138.300
 437	10 min	20:57 18.07.10	21:07 18.07.10	0000000295	0.492 	0.213   	138.300
 438	10 min	21:07 18.07.10	21:17 18.07.10	0000000306	0.510 	0.221   	138.300
 439	10 min	21:17 18.07.10	21:27 18.07.10	0000000323	0.538 	0.234   	138.300
 440	10 min	21:27 18.07.10	21:37 18.07.10	0000000311	0.518 	0.225   	138.300
 441	10 min	21:37 18.07.10	21:47 18.07.10	0000000292	0.487 	0.211   	138.300
 442	10 min	21:47 18.07.10	21:57 18.07.10	0000000304	0.507 	0.220   	138.300
 443	10 min	21:57 18.07.10	22:07 18.07.10	0000000302	0.503 	0.218   	138.300
 444	10 min	22:07 18.07.10	22:17 18.07.10	0000000320	0.533 	0.231   	138.300
 445	10 min	22:17 18.07.10	22:27 18.07.10	0000000262	0.437 	0.189   	138.300
 446	10 min	22:27 18.07.10	22:37 18.07.10	0000000296	0.493 	0.214   	138.300
 447	10 min	22:37 18.07.10	22:47 18.07.10	0000000265	0.442 	0.192   	138.300
 448	10 min	22:47 18.07.10	22:57 18.07.10	0000000299	0.498 	0.216   	138.300
 449	10 min	22:57 18.07.10	23:07 18.07.10	0000000273	0.455 	0.197   	138.300
 450	10 min	23:07 18.07.10	23:17 18.07.10	0000000306	0.510 	0.221   	138.300
 451	10 min	23:17 18.07.10	23:27 18.07.10	0000000321	0.535 	0.232   	138.300
 452	10 min	23:27 18.07.10	23:37 18.07.10	0000000301	0.502 	0.218   	138.300
 453	10 min	23:37 18.07.10	23:47 18.07.10	0000000307	0.512 	0.222   	138.300
 454	10 min	23:47 18.07.10	23:57 18.07.10	0000000303	0.505 	0.219   	138.300
 455	10 min	23:57 18.07.10	00:07 19.07.10	0000000282	0.470 	0.204   	138.300
 456	10 min	00:07 19.07.10	00:17 19.07.10	0000000289	0.482 	0.209   	138.300
 457	10 min	00:17 19.07.10	00:27 19.07.10	0000000302	0.503 	0.218   	138.300
 458	10 min	00:27 19.07.10	00:37 19.07.10	0000000329	0.548 	0.238   	138.300
 459	10 min	00:37 19.07.10	00:47 19.07.10	0000000326	0.543 	0.236   	138.300
 460	10 min	00:47 19.07.10	00:57 19.07.10	0000000296	0.493 	0.214   	138.300
 461	10 min	00:57 19.07.10	01:07 19.07.10	0000000297	0.495 	0.215   	138.300
 462	10 min	01:07 19.07.10	01:17 19.07.10	0000000309	0.515 	0.223   	138.300
 463	10 min	01:17 19.07.10	01:27 19.07.10	0000000276	0.460 	0.200   	138.300
 464	10 min	01:27 19.07.10	01:37 19.07.10	0000000292	0.487 	0.211   	138.300
 465	10 min	01:37 19.07.10	01:47 19.07.10	0000000295	0.492 	0.213   	138.300
 466	10 min	01:47 19.07.10	01:57 19.07.10	0000000292	0.487 	0.211   	138.300
 467	10 min	01:57 19.07.10	02:07 19.07.10	0000000306	0.510 	0.221   	138.300
 468	10 min	02:07 19.07.10	02:17 19.07.10	0000000282	0.470 	0.204   	138.300
 469	10 min	02:17 19.07.10	02:27 19.07.10	0000000329	0.548 	0.238   	138.300
 470	10 min	02:27 19.07.10	02:37 19.07.10	0000000335	0.558 	0.242   	138.300
 471	10 min	02:37 19.07.10	02:47 19.07.10	0000000293	0.488 	0.212   	138.300
 472	10 min	02:47 19.07.10	02:57 19.07.10	0000000298	0.497 	0.215   	138.300
 473	10 min	02:57 19.07.10	03:07 19.07.10	0000000295	0.492 	0.213   	138.300
 474	10 min	03:07 19.07.10	03:17 19.07.10	0000000293	0.488 	0.212   	138.300
 475	10 min	03:17 19.07.10	03:27 19.07.10	0000000286	0.477 	0.207   	138.300
 476	10 min	03:27 19.07.10	03:37 19.07.10	0000000321	0.535 	0.232   	138.300
 477	10 min	03:37 19.07.10	03:47 19.07.10	0000000306	0.510 	0.221   	138.300
 478	10 min	03:47 19.07.10	03:57 19.07.10	0000000308	0.513 	0.223   	138.300
 479	10 min	03:57 19.07.10	04:07 19.07.10	0000000276	0.460 	0.200   	138.300
 480	10 min	04:07 19.07.10	04:17 19.07.10	0000000317	0.528 	0.229   	138.300
 481	10 min	04:17 19.07.10	04:27 19.07.10	0000000287	0.478 	0.208   	138.300
 482	10 min	04:27 19.07.10	04:37 19.07.10	0000000306	0.510 	0.221   	138.300
 483	10 min	04:37 19.07.10	04:47 19.07.10	0000000295	0.492 	0.213   	138.300
 484	10 min	04:47 19.07.10	04:57 19.07.10	0000000297	0.495 	0.215   	138.300
 485	10 min	04:57 19.07.10	05:07 19.07.10	0000000317	0.528 	0.229   	138.300
 486	10 min	05:07 19.07.10	05:17 19.07.10	0000000293	0.488 	0.212   	138.300
 487	10 min	05:17 19.07.10	05:27 19.07.10	0000000316	0.527 	0.228   	138.300
 488	10 min	05:27 19.07.10	05:37 19.07.10	0000000280	0.467 	0.202   	138.300
 489	10 min	05:37 19.07.10	05:47 19.07.10	0000000289	0.482 	0.209   	138.300
 490	10 min	05:47 19.07.10	05:57 19.07.10	0000000271	0.452 	0.196   	138.300
 491	10 min	05:57 19.07.10	06:07 19.07.10	0000000300	0.500 	0.217   	138.300
 492	10 min	06:07 19.07.10	06:17 19.07.10	0000000293	0.488 	0.212   	138.300
 493	10 min	06:17 19.07.10	06:27 19.07.10	0000000293	0.488 	0.212   	138.300
 494	10 min	06:27 19.07.10	06:37 19.07.10	0000000271	0.452 	0.196   	138.300
 495	10 min	06:37 19.07.10	06:47 19.07.10	0000000293	0.488 	0.212   	138.300
 496	10 min	06:47 19.07.10	06:57 19.07.10	0000000307	0.512 	0.222   	138.300
 497	10 min	06:57 19.07.10	07:07 19.07.10	0000000308	0.513 	0.223   	138.300
 498	10 min	07:07 19.07.10	07:17 19.07.10	0000000306	0.510 	0.221   	138.300
 499	10 min	07:17 19.07.10	07:27 19.07.10	0000000298	0.497 	0.215   	138.300
 500	10 min	07:27 19.07.10	07:37 19.07.10	0000000307	0.512 	0.222   	138.300
 501	10 min	07:37 19.07.10	07:47 19.07.10	0000000284	0.473 	0.205   	138.300
 502	10 min	07:47 19.07.10	07:57 19.07.10	0000000299	0.498 	0.216   	138.300
 503	10 min	07:57 19.07.10	08:07 19.07.10	0000000302	0.503 	0.218   	138.300
 504	10 min	08:07 19.07.10	08:17 19.07.10	0000000281	0.468 	0.203   	138.300
 505	10 min	08:17 19.07.10	08:27 19.07.10	0000000310	0.517 	0.224   	138.300
 506	10 min	08:27 19.07.10	08:37 19.07.10	0000000307	0.512 	0.222   	138.300
 507	10 min	08:37 19.07.10	08:47 19.07.10	0000000301	0.502 	0.218   	138.300
 508	10 min	08:47 19.07.10	08:57 19.07.10	0000000308	0.513 	0.223   	138.300
 509	10 min	08:57 19.07.10	09:07 19.07.10	0000000291	0.485 	0.210   	138.300
 510	10 min	09:07 19.07.10	09:17 19.07.10	0000000282	0.470 	0.204   	138.300
 511	10 min	09:17 19.07.10	09:27 19.07.10	0000000300	0.500 	0.217   	138.300
 512	10 min	09:27 19.07.10	09:37 19.07.10	0000000278	0.463 	0.201   	138.300
 513	10 min	09:37 19.07.10	09:47 19.07.10	0000000296	0.493 	0.214   	138.300
 514	10 min	09:47 19.07.10	09:57 19.07.10	0000000312	0.520 	0.226   	138.300
 515	10 min	09:57 19.07.10	10:07 19.07.10	0000000295	0.492 	0.213   	138.300
 516	10 min	10:07 19.07.10	10:17 19.07.10	0000000314	0.523 	0.227   	138.300
 517	10 min	10:17 19.07.10	10:27 19.07.10	0000000307	0.512 	0.222   	138.300
 518	10 min	10:27 19.07.10	10:37 19.07.10	0000000292	0.487 	0.211   	138.300
 519	10 min	10:37 19.07.10	10:47 19.07.10	0000000280	0.467 	0.202   	138.300
 520	10 min	10:47 19.07.10	10:57 19.07.10	0000000308	0.513 	0.223   	138.300
 521	10 min	10:57 19.07.10	11:07 19.07.10	0000000292	0.487 	0.211   	138.300
 522	10 min	11:07 19.07.10	11:17 19.07.10	0000000298	0.497 	0.215   	138.300
 523	10 min	11:17 19.07.10	11:27 19.07.10	0000000287	0.478 	0.208   	138.300
 524	10 min	11:27 19.07.10	11:37 19.07.10	0000000311	0.518 	0.225   	138.300
 525	10 min	11:37 19.07.10	11:47 19.07.10	0000000287	0.478 	0.208   	138.300
 526	10 min	11:47 19.07.10	11:57 19.07.10	0000000332	0.553 	0.240   	138.300
 527	10 min	11:57 19.07.10	12:07 19.07.10	0000000283	0.472 	0.205   	138.300
 528	10 min	12:07 19.07.10	12:17 19.07.10	0000000323	0.538 	0.234   	138.300
 529	10 min	12:17 19.07.10	12:27 19.07.10	0000000296	0.493 	0.214   	138.300
 530	10 min	12:27 19.07.10	12:37 19.07.10	0000000331	0.552 	0.239   	138.300
 531	10 min	12:37 19.07.10	12:47 19.07.10	0000000290	0.483 	0.210   	138.300
 532	10 min	12:47 19.07.10	12:57 19.07.10	0000000271	0.452 	0.196   	138.300
 533	10 min	12:57 19.07.10	13:07 19.07.10	0000000306	0.510 	0.221   	138.300
 534	10 min	13:07 19.07.10	13:17 19.07.10	0000000314	0.523 	0.227   	138.300
 535	10 min	13:17 19.07.10	13:27 19.07.10	0000000271	0.452 	0.196   	138.300
 536	10 min	13:27 19.07.10	13:37 19.07.10	0000000274	0.457 	0.198   	138.300
 537	10 min	13:37 19.07.10	13:47 19.07.10	0000000275	0.458 	0.199   	138.300
 538	10 min	13:47 19.07.10	13:57 19.07.10	0000000301	0.502 	0.218   	138.300
 539	10 min	13:57 19.07.10	14:07 19.07.10	0000000287	0.478 	0.208   	138.300
 540	10 min	14:07 19.07.10	14:17 19.07.10	0000000302	0.503 	0.218   	138.300
 541	10 min	14:17 19.07.10	14:27 19.07.10	0000000287	0.478 	0.208   	138.300
 542	10 min	14:27 19.07.10	14:37 19.07.10	0000000310	0.517 	0.224   	138.300
 543	10 min	14:37 19.07.10	14:47 19.07.10	0000000288	0.480 	0.208   	138.300
 544	10 min	14:47 19.07.10	14:57 19.07.10	0000000298	0.497 	0.215   	138.300
 545	10 min	14:57 19.07.10	15:07 19.07.10	0000000280	0.467 	0.202   	138.300
 546	10 min	15:07 19.07.10	15:17 19.07.10	0000000305	0.508 	0.221   	138.300
 547	10 min	15:17 19.07.10	15:27 19.07.10	0000000320	0.533 	0.231   	138.300
 548	10 min	15:27 19.07.10	15:37 19.07.10	0000000295	0.492 	0.213   	138.300
 549	10 min	15:37 19.07.10	15:47 19.07.10	0000000291	0.485 	0.210   	138.300
 550	10 min	15:47 19.07.10	15:57 19.07.10	0000000330	0.550 	0.239   	138.300
 551	10 min	15:57 19.07.10	16:07 19.07.10	0000000274	0.457 	0.198   	138.300
 552	10 min	16:07 19.07.10	16:17 19.07.10	0000000252	0.420 	0.182   	138.300
 553	10 min	16:17 19.07.10	16:27 19.07.10	0000000358	0.597 	0.259   	138.300
 554	10 min	16:27 19.07.10	16:37 19.07.10	0000000292	0.487 	0.211   	138.300
 555	10 min	16:37 19.07.10	16:47 19.07.10	0000000314	0.523 	0.227   	138.300
 556	10 min	16:47 19.07.10	16:57 19.07.10	0000000283	0.472 	0.205   	138.300
 557	10 min	16:57 19.07.10	17:07 19.07.10	0000000285	0.475 	0.206   	138.300
 558	10 min	17:07 19.07.10	17:17 19.07.10	0000000272	0.453 	0.197   	138.300
 559	10 min	17:17 19.07.10	17:27 19.07.10	0000000319	0.532 	0.231   	138.300
 560	10 min	17:27 19.07.10	17:37 19.07.10	0000000285	0.475 	0.206   	138.300
 561	10 min	17:37 19.07.10	17:47 19.07.10	0000000328	0.547 	0.237   	138.300
 562	10 min	17:47 19.07.10	17:57 19.07.10	0000000322	0.537 	0.233   	138.300
 563	10 min	17:57 19.07.10	18:07 19.07.10	0000000296	0.493 	0.214   	138.300
 564	10 min	18:07 19.07.10	18:17 19.07.10	0000000316	0.527 	0.228   	138.300
