GEIGER
Window Title:  Aw-Radw Exec # 1
Com Port: 1  TBU: 60 sec.  TBUs Averaged per Line: 1
Calibration Factor: 105.00 Detector Dead Time: 35 microsecs. Time: Mon Feb 07 10:43:24 2011
110207104324	27.619048
110207104424	32.380952
110207104524	21.904762
110207104624	28.571429
110207104724	27.619048
110207104824	32.380952
110207104924	27.619048
110207105024	27.619048
110207105124	28.571429
110207105224	32.380952
110207105324	32.380952
110207105424	27.619048
110207105524	24.761905
110207105624	33.333333
110207105724	31.428571
110207105824	20.00
110207105924	32.380952
110207110024	30.47619
110207110124	29.52381
110207110224	27.619048
110207110324	22.857143
110207110424	26.666667
110207110524	12.380952
110207110624	23.809524
110207110724	19.047619
110207110824	23.809524
110207110924	36.190476
110207111024	28.571429
110207111124	34.285714
110207111224	19.047619
110207111324	25.714286
110207111424	25.714286
110207111524	26.666667
110207111624	24.761905
110207111724	16.190476
110207111824	25.714286
110207111924	22.857143
110207112024	34.285714
110207112124	21.904762
110207112224	31.428571
110207112324	29.52381
110207112424	32.380952
110207112524	34.285714
110207112624	34.285714
110207112724	22.857143
110207112824	17.142857
110207112924	30.47619
110207113024	33.333333
110207113124	33.333333
110207113224	24.761905
110207113324	19.047619
110207113424	33.333333
110207113524	13.333333
110207113624	21.904762
110207113724	32.380952
110207113824	25.714286
110207113924	20.952381
110207114024	24.761905
110207114124	22.857143
110207114224	29.52381
110207114324	28.571429
110207114424	20.952381
110207114524	28.571429
110207114624	23.809524
110207114724	20.00
110207114824	16.190476
110207114924	16.190476
110207115024	20.952381
110207115124	27.619048
110207115224	26.666667
110207115324	36.190476
110207115424	29.52381
110207115524	27.619048
110207115624	35.238095
110207115724	37.142857
110207115824	28.571429
110207115924	20.00
110207120024	25.714286
110207120124	29.52381
110207120224	31.428571
110207120324	25.714286
110207120424	25.714286
110207120524	20.952381
110207120624	24.761905
110207120724	27.619048
110207120824	20.00
110207120924	31.428571
110207121024	26.666667
110207121124	34.285714
110207121224	29.52381
110207121324	33.333333
110207121424	22.857143
110207121524	23.809524
110207121624	30.47619
110207121724	33.333333
110207121824	25.714286
110207121924	30.47619
110207122024	23.809524
110207122124	14.285714
110207122224	20.952381
110207122324	29.52381
110207122424	22.857143
110207122524	26.666667
110207122624	31.428571
110207122724	28.571429
110207122824	18.095238
110207122924	37.142857
110207123024	25.714286
110207123124	22.857143
110207123224	25.714286
110207123324	24.761905
110207123424	24.761905
