 -83.00 -37.00  26.17
 -83.00 -36.00  25.91
 -83.00 -35.00  25.74
 -83.00 -34.00  25.68
 -83.00 -33.00  25.69
 -83.00 -32.00  25.75
 -83.00 -31.00  25.83
 -83.00 -30.00  25.90
 -83.00 -29.00  25.94
 -83.00 -28.00  25.95
 -83.00 -27.00  25.94
 -83.00 -26.00  25.93
 -83.00 -25.00  25.94
 -83.00 -24.00  26.00
 -83.00 -23.00  26.13
 -83.00 -22.00  26.33
 -83.00 -21.00  26.58
 -83.00 -20.00  26.85
 -83.00 -19.00  27.10
 -83.00 -18.00  27.29
 -83.00 -17.00  27.38
 -83.00 -16.00  27.35
 -83.00 -15.00  27.19
 -83.00 -14.00  26.91
 -83.00 -13.00  26.54
 -83.00 -12.00  26.13
 -83.00 -11.00  25.71
 -83.00 -10.00  25.32
 -83.00  -9.00  24.96
 -83.00  -8.00  24.63
 -83.00  -7.00  24.34
 -83.00  -6.00  24.04
 -83.00  -5.00  23.72
 -83.00  -4.00  23.35
 -83.00  -3.00  22.95
 -83.00  -2.00  22.51
 -83.00  -1.00  22.06
 -83.00   0.00  21.64
 -83.00   1.00  21.27
 -83.00   2.00  20.98
 -83.00   3.00  20.77
 -83.00   4.00  20.65
 -83.00   5.00  20.59
 -83.00   6.00  20.56
 -83.00   7.00  20.52
 -83.00   8.00  20.47
 -83.00   9.00  20.38
 -83.00  10.00  20.28
 -83.00  11.00  20.18
 -83.00  12.00  20.11
 -83.00  13.00  20.12
 -83.00  14.00  20.20
 -83.00  15.00  20.38
 -83.00  16.00  20.63
 -83.00  17.00  20.92
 -83.00  18.00  21.19
 -83.00  19.00  21.41
 -83.00  20.00  21.51
 -83.00  21.00  21.49
 -83.00  22.00  21.34
 -83.00  23.00  21.08
 -83.00  24.00  20.75
 -83.00  25.00  20.41
 -83.00  26.00  20.10
 -83.00  27.00  19.86
 -82.00 -37.00  26.51
 -82.00 -36.00  26.27
 -82.00 -35.00  26.14
 -82.00 -34.00  26.10
 -82.00 -33.00  26.14
 -82.00 -32.00  26.23
 -82.00 -31.00  26.34
 -82.00 -30.00  26.43
 -82.00 -29.00  26.50
 -82.00 -28.00  26.54
 -82.00 -27.00  26.55
 -82.00 -26.00  26.57
 -82.00 -25.00  26.61
 -82.00 -24.00  26.71
 -82.00 -23.00  26.87
 -82.00 -22.00  27.09
 -82.00 -21.00  27.36
 -82.00 -20.00  27.65
 -82.00 -19.00  27.91
 -82.00 -18.00  28.11
 -82.00 -17.00  28.20
 -82.00 -16.00  28.17
 -82.00 -15.00  28.01
 -82.00 -14.00  27.73
 -82.00 -13.00  27.37
 -82.00 -12.00  26.96
 -82.00 -11.00  26.55
 -82.00 -10.00  26.16
 -82.00  -9.00  25.81
 -82.00  -8.00  25.50
 -82.00  -7.00  25.22
 -82.00  -6.00  24.93
 -82.00  -5.00  24.62
 -82.00  -4.00  24.26
 -82.00  -3.00  23.86
 -82.00  -2.00  23.43
 -82.00  -1.00  23.00
 -82.00   0.00  22.58
 -82.00   1.00  22.21
 -82.00   2.00  21.92
 -82.00   3.00  21.72
 -82.00   4.00  21.58
 -82.00   5.00  21.50
 -82.00   6.00  21.44
 -82.00   7.00  21.38
 -82.00   8.00  21.29
 -82.00   9.00  21.17
 -82.00  10.00  21.04
 -82.00  11.00  20.91
 -82.00  12.00  20.83
 -82.00  13.00  20.83
 -82.00  14.00  20.92
 -82.00  15.00  21.10
 -82.00  16.00  21.36
 -82.00  17.00  21.65
 -82.00  18.00  21.93
 -82.00  19.00  22.13
 -82.00  20.00  22.23
 -82.00  21.00  22.20
 -82.00  22.00  22.04
 -82.00  23.00  21.77
 -82.00  24.00  21.45
 -82.00  25.00  21.11
 -82.00  26.00  20.82
 -82.00  27.00  20.60
 -81.00 -37.00  26.86
 -81.00 -36.00  26.65
 -81.00 -35.00  26.54
 -81.00 -34.00  26.53
 -81.00 -33.00  26.59
 -81.00 -32.00  26.71
 -81.00 -31.00  26.84
 -81.00 -30.00  26.96
 -81.00 -29.00  27.06
 -81.00 -28.00  27.12
 -81.00 -27.00  27.17
 -81.00 -26.00  27.22
 -81.00 -25.00  27.29
 -81.00 -24.00  27.41
 -81.00 -23.00  27.60
 -81.00 -22.00  27.84
 -81.00 -21.00  28.14
 -81.00 -20.00  28.45
 -81.00 -19.00  28.72
 -81.00 -18.00  28.93
 -81.00 -17.00  29.03
 -81.00 -16.00  29.00
 -81.00 -15.00  28.84
 -81.00 -14.00  28.56
 -81.00 -13.00  28.20
 -81.00 -12.00  27.80
 -81.00 -11.00  27.40
 -81.00 -10.00  27.02
 -81.00  -9.00  26.69
 -81.00  -8.00  26.39
 -81.00  -7.00  26.11
 -81.00  -6.00  25.84
 -81.00  -5.00  25.53
 -81.00  -4.00  25.19
 -81.00  -3.00  24.80
 -81.00  -2.00  24.38
 -81.00  -1.00  23.95
 -81.00   0.00  23.54
 -81.00   1.00  23.18
 -81.00   2.00  22.89
 -81.00   3.00  22.67
 -81.00   4.00  22.53
 -81.00   5.00  22.42
 -81.00   6.00  22.34
 -81.00   7.00  22.24
 -81.00   8.00  22.12
 -81.00   9.00  21.97
 -81.00  10.00  21.80
 -81.00  11.00  21.66
 -81.00  12.00  21.57
 -81.00  13.00  21.56
 -81.00  14.00  21.65
 -81.00  15.00  21.84
 -81.00  16.00  22.10
 -81.00  17.00  22.40
 -81.00  18.00  22.68
 -81.00  19.00  22.88
