 -83.00 -37.00  54.43
 -83.00 -36.00  55.30
 -83.00 -35.00  56.10
 -83.00 -34.00  56.87
 -83.00 -33.00  57.64
 -83.00 -32.00  58.46
 -83.00 -31.00  59.32
 -83.00 -30.00  60.23
 -83.00 -29.00  61.16
 -83.00 -28.00  62.07
 -83.00 -27.00  62.94
 -83.00 -26.00  63.76
 -83.00 -25.00  64.51
 -83.00 -24.00  65.21
 -83.00 -23.00  65.88
 -83.00 -22.00  66.54
 -83.00 -21.00  67.20
 -83.00 -20.00  67.86
 -83.00 -19.00  68.47
 -83.00 -18.00  69.02
 -83.00 -17.00  69.48
 -83.00 -16.00  69.82
 -83.00 -15.00  70.05
 -83.00 -14.00  70.20
 -83.00 -13.00  70.32
 -83.00 -12.00  70.46
 -83.00 -11.00  70.68
 -83.00 -10.00  70.98
 -83.00  -9.00  71.36
 -83.00  -8.00  71.76
 -83.00  -7.00  72.09
 -83.00  -6.00  72.23
 -83.00  -5.00  72.11
 -83.00  -4.00  71.64
 -83.00  -3.00  70.81
 -83.00  -2.00  69.66
 -83.00  -1.00  68.25
 -83.00   0.00  66.72
 -83.00   1.00  65.17
 -83.00   2.00  63.71
 -83.00   3.00  62.40
 -83.00   4.00  61.25
 -83.00   5.00  60.23
 -83.00   6.00  59.26
 -83.00   7.00  58.27
 -83.00   8.00  57.20
 -83.00   9.00  56.04
 -83.00  10.00  54.81
 -83.00  11.00  53.60
 -83.00  12.00  52.49
 -83.00  13.00  51.60
 -83.00  14.00  51.01
 -83.00  15.00  50.74
 -83.00  16.00  50.77
 -83.00  17.00  51.03
 -83.00  18.00  51.38
 -83.00  19.00  51.71
 -83.00  20.00  51.90
 -83.00  21.00  51.88
 -83.00  22.00  51.66
 -83.00  23.00  51.29
 -83.00  24.00  50.87
 -83.00  25.00  50.55
 -83.00  26.00  50.43
 -83.00  27.00  50.60
 -82.00 -37.00  55.02
 -82.00 -36.00  55.90
 -82.00 -35.00  56.72
 -82.00 -34.00  57.50
 -82.00 -33.00  58.29
 -82.00 -32.00  59.12
 -82.00 -31.00  59.99
 -82.00 -30.00  60.91
 -82.00 -29.00  61.85
 -82.00 -28.00  62.76
 -82.00 -27.00  63.63
 -82.00 -26.00  64.44
 -82.00 -25.00  65.19
 -82.00 -24.00  65.89
 -82.00 -23.00  66.56
 -82.00 -22.00  67.23
 -82.00 -21.00  67.89
 -82.00 -20.00  68.54
