 -83.00 -37.00  45.04
 -83.00 -36.00  45.52
 -83.00 -35.00  46.03
 -83.00 -34.00  46.60
 -83.00 -33.00  47.23
 -83.00 -32.00  47.92
 -83.00 -31.00  48.68
 -83.00 -30.00  49.48
 -83.00 -29.00  50.29
 -83.00 -28.00  51.11
 -83.00 -27.00  51.92
 -83.00 -26.00  52.71
 -83.00 -25.00  53.49
 -83.00 -24.00  54.29
 -83.00 -23.00  55.10
 -83.00 -22.00  55.93
 -83.00 -21.00  56.76
 -83.00 -20.00  57.57
 -83.00 -19.00  58.31
 -83.00 -18.00  58.94
 -83.00 -17.00  59.41
 -83.00 -16.00  59.71
 -83.00 -15.00  59.85
 -83.00 -14.00  59.84
 -83.00 -13.00  59.74
 -83.00 -12.00  59.61
 -83.00 -11.00  59.48
 -83.00 -10.00  59.39
 -83.00  -9.00  59.32
 -83.00  -8.00  59.26
 -83.00  -7.00  59.13
 -83.00  -6.00  58.87
 -83.00  -5.00  58.43
 -83.00  -4.00  57.76
 -83.00  -3.00  56.88
 -83.00  -2.00  55.83
 -83.00  -1.00  54.68
 -83.00   0.00  53.51
 -83.00   1.00  52.42
 -83.00   2.00  51.46
 -83.00   3.00  50.65
 -83.00   4.00  49.98
 -83.00   5.00  49.39
 -83.00   6.00  48.80
 -83.00   7.00  48.16
 -83.00   8.00  47.41
 -83.00   9.00  46.55
 -83.00  10.00  45.63
 -83.00  11.00  44.74
 -83.00  12.00  43.97
 -83.00  13.00  43.42
 -83.00  14.00  43.17
 -83.00  15.00  43.23
 -83.00  16.00  43.56
 -83.00  17.00  44.07
 -83.00  18.00  44.62
 -83.00  19.00  45.08
 -83.00  20.00  45.33
 -83.00  21.00  45.32
 -83.00  22.00  45.04
 -83.00  23.00  44.55
 -83.00  24.00  43.95
 -83.00  25.00  43.39
 -83.00  26.00  43.00
 -83.00  27.00  42.87
 -82.00 -37.00  45.53
 -82.00 -36.00  46.04
 -82.00 -35.00  46.58
 -82.00 -34.00  47.17
 -82.00 -33.00  47.83
 -82.00 -32.00  48.55
 -82.00 -31.00  49.32
 -82.00 -30.00  50.14
 -82.00 -29.00  50.98
 -82.00 -28.00  51.81
 -82.00 -27.00  52.63
 -82.00 -26.00  53.43
 -82.00 -25.00  54.23
 -82.00 -24.00  55.02
 -82.00 -23.00  55.84
 -82.00 -22.00  56.66
 -82.00 -21.00  57.49
 -82.00 -20.00  58.29
 -82.00 -19.00  59.02
 -82.00 -18.00  59.63
 -82.00 -17.00  60.09
 -82.00 -16.00  60.38
 -82.00 -15.00  60.51
 -82.00 -14.00  60.51
 -82.00 -13.00  60.43
 -82.00 -12.00  60.32
 -82.00 -11.00  60.23
 -82.00 -10.00  60.17
 -82.00  -9.00  60.14
 -82.00  -8.00  60.10
 -82.00  -7.00  59.99
 -82.00  -6.00  59.73
 -82.00  -5.00  59.28
 -82.00  -4.00  58.60
 -82.00  -3.00  57.70
 -82.00  -2.00  56.63
 -82.00  -1.00  55.45
 -82.00   0.00  54.27
 -82.00   1.00  53.17
 -82.00   2.00  52.20
 -82.00   3.00  51.38
 -82.00   4.00  50.69
 -82.00   5.00  50.08
 -82.00   6.00  49.47
 -82.00   7.00  48.79
 -82.00   8.00  48.01
 -82.00   9.00  47.13
 -82.00  10.00  46.19
 -82.00  11.00  45.28
 -82.00  12.00  44.52
 -82.00  13.00  43.99
 -82.00  14.00  43.75
 -82.00  15.00  43.83
 -82.00  16.00  44.17
 -82.00  17.00  44.68
 -82.00  18.00  45.22
 -82.00  19.00  45.66
 -82.00  20.00  45.89
 -82.00  21.00  45.85
 -82.00  22.00  45.55
 -82.00  23.00  45.05
 -82.00  24.00  44.47
 -82.00  25.00  43.94
 -82.00  26.00  43.59
 -82.00  27.00  43.52
 -81.00 -37.00  46.02
 -81.00 -36.00  46.56
 -81.00 -35.00  47.12
 -81.00 -34.00  47.74
 -81.00 -33.00  48.41
 -81.00 -32.00  49.15
 -81.00 -31.00  49.95
 -81.00 -30.00  50.79
 -81.00 -29.00  51.64
 -81.00 -28.00  52.49
 -81.00 -27.00  53.33
 -81.00 -26.00  54.14
 -81.00 -25.00  54.94
 -81.00 -24.00  55.74
 -81.00 -23.00  56.55
 -81.00 -22.00  57.38
 -81.00 -21.00  58.20
 -81.00 -20.00  58.99
 -81.00 -19.00  59.70
 -81.00 -18.00  60.30
 -81.00 -17.00  60.76
 -81.00 -16.00  61.05
 -81.00 -15.00  61.18
 -81.00 -14.00  61.19
 -81.00 -13.00  61.13
 -81.00 -12.00  61.05
 -81.00 -11.00  60.99
 -81.00 -10.00  60.96
 -81.00  -9.00  60.96
 -81.00  -8.00  60.95
 -81.00  -7.00  60.86
 -81.00  -6.00  60.62
 -81.00  -5.00  60.17
 -81.00  -4.00  59.48
 -81.00  -3.00  58.56
 -81.00  -2.00  57.47
 -81.00  -1.00  56.28
 -81.00   0.00  55.08
 -81.00   1.00  53.96
 -81.00   2.00  52.98
 -81.00   3.00  52.15
 -81.00   4.00  51.44
 -81.00   5.00  50.81
 -81.00   6.00  50.17
 -81.00   7.00  49.46
 -81.00   8.00  48.65
 -81.00   9.00  47.74
 -81.00  10.00  46.78
 -81.00  11.00  45.87
 -81.00  12.00  45.10
 -81.00  13.00  44.57
 -81.00  14.00  44.35
 -81.00  15.00  44.43
 -81.00  16.00  44.78
 -81.00  17.00  45.29
 -81.00  18.00  45.82
 -81.00  19.00  46.24
 -81.00  20.00  46.45
 -81.00  21.00  46.39
 -81.00  22.00  46.08
 -81.00  23.00  45.58
 -81.00  24.00  45.01
 -81.00  25.00  44.51
 -81.00  26.00  44.21
 -81.00  27.00  44.19
 -80.00 -37.00  46.51
 -80.00 -36.00  47.07
 -80.00 -35.00  47.65
 -80.00 -34.00  48.29
 -80.00 -33.00  48.99
 -80.00 -32.00  49.75
 -80.00 -31.00  50.56
 -80.00 -30.00  51.42
 -80.00 -29.00  52.29
 -80.00 -28.00  53.16
 -80.00 -27.00  54.00
 -80.00 -26.00  54.82
 -80.00 -25.00  55.63
 -80.00 -24.00  56.43
 -80.00 -23.00  57.25
 -80.00 -22.00  58.06
 -80.00 -21.00  58.88
 -80.00 -20.00  59.66
 -80.00 -19.00  60.37
 -80.00 -18.00  60.97
 -80.00 -17.00  61.42
 -80.00 -16.00  61.71
 -80.00 -15.00  61.85
 -80.00 -14.00  61.88
 -80.00 -13.00  61.84
 -80.00 -12.00  61.78
 -80.00 -11.00  61.75
 -80.00 -10.00  61.76
 -80.00  -9.00  61.80
 -80.00  -8.00  61.82
 -80.00  -7.00  61.75
 -80.00  -6.00  61.52
 -80.00  -5.00  61.08
 -80.00  -4.00  60.39
 -80.00  -3.00  59.47
 -80.00  -2.00  58.37
 -80.00  -1.00  57.16
 -80.00   0.00  55.94
 -80.00   1.00  54.81
 -80.00   2.00  53.80
 -80.00   3.00  52.95
 -80.00   4.00  52.22
 -80.00   5.00  51.56
 -80.00   6.00  50.90
 -80.00   7.00  50.16
 -80.00   8.00  49.33
 -80.00   9.00  48.39
 -80.00  10.00  47.42
 -80.00  11.00  46.49
 -80.00  12.00  45.71
 -80.00  13.00  45.18
 -80.00  14.00  44.95
 -80.00  15.00  45.04
 -80.00  16.00  45.38
 -80.00  17.00  45.88
 -80.00  18.00  46.40
 -80.00  19.00  46.81
 -80.00  20.00  47.01
 -80.00  21.00  46.94
 -80.00  22.00  46.62
 -80.00  23.00  46.13
 -80.00  24.00  45.58
 -80.00  25.00  45.12
 -80.00  26.00  44.85
 -80.00  27.00  44.87
 -79.00 -37.00  46.98
 -79.00 -36.00  47.56
 -79.00 -35.00  48.17
 -79.00 -34.00  48.83
 -79.00 -33.00  49.54
 -79.00 -32.00  50.32
 -79.00 -31.00  51.16
 -79.00 -30.00  52.03
 -79.00 -29.00  52.92
 -79.00 -28.00  53.80
 -79.00 -27.00  54.66
 -79.00 -26.00  55.49
 -79.00 -25.00  56.30
 -79.00 -24.00  57.11
 -79.00 -23.00  57.92
 -79.00 -22.00  58.73
 -79.00 -21.00  59.54
 -79.00 -20.00  60.32
